no_training:10	no_test:140file identifier	 training data
64	-362.945802
144	-271.323089
84	-345.610574
9	-344.468531
8	-272.545439
36	-344.382282
46	-372.766726
94	-362.955075
76	-325.685245
42	-376.564691

file identifier 	 test data 	 predicted
122	-339.419649	-369.099623
142	-307.594137	-177.374406
45	-266.615452	-199.964799
80	-392.672883	-65.266583
149	-380.415966	-375.685703
34	-306.355655	-151.409578
62	-309.677968	-269.377612
97	-286.495035	-351.063368
86	-190.624631	-74.188252
18	-309.719641	-263.621317
20	-270.370102	-165.585326
74	-310.918822	-73.288340
101	-324.507184	-204.230091
63	-287.377993	-160.597351
145	-310.929561	-70.369916
48	-304.689512	-306.141412
61	-308.462933	-315.145442
148	-345.629933	-327.873134
107	-307.580090	-181.911125
54	-195.186228	-319.723097
44	-309.735489	-271.300883
0	-351.615495	-79.285658
146	-377.813815	-338.741215
133	-271.642927	-313.423169
7	-309.722879	-271.138002
85	-272.550580	-277.201848
68	-286.519735	-350.290638
136	-343.240623	-376.019300
123	-269.263476	-143.645883
105	-309.727110	-265.232769
98	-303.553222	-350.817641
12	-377.816587	-337.447120
13	-360.526646	-122.289314
43	-319.572842	-129.988840
35	-343.197784	-365.751771
112	-340.648166	-349.901861
30	-325.717105	-333.543329
49	-396.507540	-64.177058
53	-285.330157	-361.880212
79	-324.605178	-185.970510
93	-340.615011	-342.562195
134	-308.516376	-296.127421
24	-345.608180	-328.768194
104	-360.574432	-117.525823
131	-345.603479	-323.214040
72	-325.720699	-337.305640
59	-248.430371	-154.994453
143	-302.355005	-366.411921
95	-351.666551	-78.683569
137	-287.440932	-215.522631
71	-346.864282	-245.752897
141	-287.734664	-293.692041
119	-327.012568	-90.608972
6	-345.687671	-344.182411
138	-362.875317	-351.283512
66	-337.302324	-45.135693
92	-301.343578	-91.036278
108	-345.614707	-338.670274
90	-327.017113	-91.953245
88	-345.655534	-340.774813
39	-340.687222	-348.556212
4	-270.439280	-179.346093
87	-490.834069	-38.598963
67	-172.006141	-114.797936
73	-233.293627	-185.484745
103	-291.024232	-68.972312
11	-356.688211	-125.108884
41	-345.649146	-336.183362
33	-264.504487	-355.625226
17	-345.612580	-339.093857
3	-346.838279	-256.515665
120	-323.345161	-150.887544
40	-344.338878	-343.984874
2	-324.551643	-170.502883
127	-322.216227	-91.187897
129	-308.512092	-306.234488
10	-344.512001	-343.412537
16	-273.806874	-87.978061
51	-283.168740	-63.048776
96	-375.359188	-49.975081
116	-346.831175	-261.482238
147	-345.615452	-332.657142
21	-278.059333	-42.044042
139	-338.257996	-68.497668
47	-247.225618	-108.442426
126	-274.991042	-70.997610
91	-275.011437	-67.058611
19	-309.720734	-261.230146
102	-307.230370	-351.946639
130	-274.988525	-69.593691
75	-381.566310	-334.900617
109	-158.340943	-200.906843
121	-361.711483	-186.024429
26	-301.359287	-88.967494
115	-356.682218	-109.915801
58	-304.683044	-307.114117
128	-303.785832	-169.226791
132	-308.469258	-313.774569
57	-345.635513	-329.174957
60	-382.768883	-364.361179
32	-287.509315	-188.461202
100	-361.702143	-172.363715
31	-359.310420	-77.565294
15	-288.542593	-325.320410
52	-345.627428	-331.452363
89	-249.259410	-343.093870
114	-361.772743	-163.863900
117	-211.295163	-181.899129
70	-346.874234	-265.337225
22	-324.575190	-177.959731
29	-344.425700	-346.626664
135	-301.341304	-91.571359
25	-309.712046	-264.190527
111	-344.470970	-346.760392
99	-336.813559	-346.751517
50	-357.934562	-167.543052
65	-312.125621	-61.645921
81	-318.390876	-93.235499
37	-381.587333	-332.314995
28	-324.630221	-172.468356
55	-335.683118	-373.767670
27	-324.573866	-178.275626
110	-346.869123	-244.464070
124	-271.621961	-312.006166
83	-344.434906	-346.004719
113	-360.478880	-117.800410
125	-228.992613	-79.822641
140	-309.676929	-263.837929
56	-345.599154	-331.701733
82	-309.701458	-254.525012
38	-309.736982	-267.744310
1	-360.499843	-129.126452
118	-352.905052	-116.463692
14	-302.238859	-361.729653
69	-265.441614	-149.147513
23	-304.679494	-308.817511
5	-351.628383	-79.203976
106	-362.952198	-359.361950
77	-348.062001	-66.795201
78	-270.472470	-187.958002
