no_training:10	no_test:140file identifier	 training data
78	-270.472470
29	-344.425700
104	-360.574432
136	-343.240623
69	-265.441614
43	-319.572842
52	-345.627428
27	-324.573866
49	-396.507540
5	-351.628383

file identifier 	 test data 	 predicted
86	-190.624631	-342.508027
68	-286.519735	-322.761970
70	-346.874234	-312.079518
92	-301.343578	-321.834439
36	-344.382282	-312.039090
60	-382.768883	-306.507542
74	-310.918822	-316.066203
97	-286.495035	-325.222949
114	-361.772743	-321.186793
51	-283.168740	-344.610590
140	-309.676929	-309.364210
117	-211.295163	-318.211262
88	-345.655534	-308.359113
31	-359.310420	-336.458460
7	-309.722879	-304.157089
13	-360.526646	-335.128750
102	-307.230370	-326.841999
77	-348.062001	-303.709454
116	-346.831175	-299.506885
1	-360.499843	-327.326136
79	-324.605178	-323.404193
20	-270.370102	-310.288660
83	-344.434906	-326.772554
112	-340.648166	-315.424860
84	-345.610574	-326.697107
54	-195.186228	-316.856676
120	-323.345161	-330.018403
95	-351.666551	-337.964119
64	-362.945802	-306.379536
125	-228.992613	-341.918170
4	-270.439280	-315.046734
55	-335.683118	-304.426448
42	-376.564691	-333.456684
103	-291.024232	-304.898566
11	-356.688211	-323.579374
62	-309.677968	-303.649893
3	-346.838279	-306.980845
81	-318.390876	-336.010587
148	-345.629933	-311.674208
56	-345.599154	-320.807410
9	-344.468531	-326.258597
34	-306.355655	-325.537181
48	-304.689512	-310.210237
26	-301.359287	-339.440304
145	-310.929561	-294.659229
91	-275.011437	-293.404889
67	-172.006141	-341.425632
16	-273.806874	-298.598389
126	-274.991042	-290.844422
24	-345.608180	-304.447759
58	-304.683044	-302.204076
14	-302.238859	-331.874873
138	-362.875317	-312.362878
135	-301.341304	-324.008909
37	-381.587333	-326.581357
110	-346.869123	-322.527535
2	-324.551643	-324.311809
90	-327.017113	-295.345629
47	-247.225618	-330.751229
66	-337.302324	-344.414217
32	-287.509315	-314.230413
113	-360.478880	-340.385914
127	-322.216227	-329.216634
121	-361.711483	-333.035598
38	-309.736982	-295.727681
41	-345.649146	-316.343501
143	-302.355005	-316.365685
146	-377.813815	-334.944682
17	-345.612580	-315.743241
134	-308.516376	-308.431395
129	-308.512092	-307.931484
142	-307.594137	-322.656185
132	-308.469258	-320.068841
21	-278.059333	-347.524040
71	-346.864282	-310.677092
118	-352.905052	-318.085716
133	-271.642927	-305.331080
107	-307.580090	-314.404845
96	-375.359188	-332.017652
94	-362.955075	-315.220970
50	-357.934562	-315.314112
39	-340.687222	-317.805340
89	-249.259410	-315.281104
46	-372.766726	-340.165451
139	-338.257996	-349.198050
44	-309.735489	-304.792733
124	-271.621961	-302.370478
147	-345.615452	-325.337366
8	-272.545439	-303.438750
76	-325.685245	-314.869854
137	-287.440932	-325.809303
87	-490.834069	-336.800494
105	-309.727110	-304.096063
28	-324.630221	-319.964626
131	-345.603479	-324.847816
65	-312.125621	-299.143058
75	-381.566310	-329.021508
108	-345.614707	-310.693300
22	-324.575190	-327.157817
53	-285.330157	-317.050604
93	-340.615011	-318.471369
130	-274.988525	-294.646730
111	-344.470970	-315.932050
72	-325.720699	-304.726226
6	-345.687671	-318.516782
122	-339.419649	-331.150849
0	-351.615495	-329.722633
106	-362.952198	-313.731206
57	-345.635513	-316.579320
40	-344.338878	-319.813821
15	-288.542593	-300.167286
128	-303.785832	-310.759554
82	-309.701458	-305.488504
149	-380.415966	-331.362078
119	-327.012568	-316.249094
80	-392.672883	-334.699434
33	-264.504487	-327.273566
45	-266.615452	-308.503193
35	-343.197784	-327.250173
101	-324.507184	-328.817613
123	-269.263476	-320.009063
144	-271.323089	-319.782152
19	-309.720734	-307.271281
99	-336.813559	-314.454790
109	-158.340943	-308.154913
10	-344.512001	-340.833095
63	-287.377993	-301.181496
25	-309.712046	-296.892659
141	-287.734664	-322.806253
23	-304.679494	-316.722149
100	-361.702143	-325.392492
85	-272.550580	-316.771153
18	-309.719641	-299.087679
30	-325.717105	-302.508156
115	-356.682218	-326.592746
61	-308.462933	-322.934770
12	-377.816587	-328.242368
73	-233.293627	-310.334464
98	-303.553222	-321.139159
59	-248.430371	-321.533641
