no_training:5	no_test:3988file identifier	 training data
3136	-340.660061
1035	-284.385189
531	-226.107205
2378	-339.490841
109	-158.340943

file identifier 	 test data 	 predicted
3544	-312.133269	-78.548609
2620	-324.587670	-76.621458
933	-270.430832	-93.792057
749	-249.280474	-337.686774
930	-346.898838	-63.188458
1775	-306.353871	-161.806859
2171	-359.346839	-259.654080
2272	-324.528642	-77.775112
3558	-339.464817	-342.905970
1446	-319.575102	-167.702065
2275	-312.122563	-72.608970
2197	-309.684327	-84.738613
1549	-340.689515	-339.321386
3802	-356.724118	-131.558628
2548	-340.654465	-339.162609
459	-348.056615	-64.039513
3292	-326.937372	-69.044290
229	-361.648305	-80.561592
3183	-345.642870	-79.182813
282	-325.714378	-78.523313
1521	-323.665247	-344.033328
2471	-288.628801	-94.924190
594	-325.809558	-77.007985
844	-324.606050	-81.786990
3820	-340.655117	-341.929799
2080	-325.793131	-76.685113
1009	-266.763445	-131.534547
830	-320.767103	-87.649352
3324	-345.641848	-76.413472
2713	-310.904631	-78.997646
1092	-360.552974	-143.398729
3054	-269.129580	-160.517343
1376	-348.053064	-60.489508
1912	-310.915653	-75.696858
1653	-157.116735	-216.971293
3823	-303.527274	-354.378881
3807	-361.706503	-91.310753
761	-312.126820	-79.515852
3866	-341.882531	-83.338996
3331	-233.545899	-113.143479
2269	-308.452310	-85.325382
3842	-376.587741	-317.579907
2094	-325.812885	-76.823492
946	-324.577279	-109.824083
3288	-348.045786	-59.747989
3810	-372.726782	-313.657755
3557	-344.382663	-340.682463
2336	-344.433499	-348.638764
1610	-196.406419	-141.045420
62	-309.677968	-80.774844
2612	-345.627545	-73.341053
436	-360.521191	-132.064427
3495	-288.563768	-89.603004
1604	-347.456674	-334.640467
2642	-324.578146	-95.499696
558	-344.464151	-334.599715
1024	-302.535621	-164.201444
3509	-288.685117	-94.110631
30	-325.717105	-74.247223
1898	-360.497612	-127.951331
1465	-382.796989	-72.343409
2196	-338.559964	-268.439890
968	-308.470667	-87.453902
1782	-308.555419	-92.695898
2343	-325.781464	-74.486556
620	-346.820834	-64.605003
3221	-308.477915	-95.198895
886	-304.728323	-92.391097
3044	-363.519194	-252.305148
100	-361.702143	-86.976017
3204	-306.313706	-196.784423
2771	-310.910278	-76.289906
1518	-309.683200	-79.118686
914	-361.707841	-80.845296
2237	-325.784144	-77.433007
1252	-301.395982	-283.207940
2286	-309.728265	-74.688599
8	-272.545439	-98.010711
28	-324.630221	-87.800322
2313	-312.122262	-73.993375
1962	-382.756724	-71.449691
2389	-361.728546	-88.340100
3260	-345.595084	-70.275671
1938	-341.826148	-90.719104
3884	-323.333263	-163.421909
1411	-327.023352	-70.130602
1161	-308.513516	-90.766979
2047	-286.246880	-182.519481
3556	-276.202384	-95.652787
273	-323.312375	-156.086566
2584	-360.567154	-140.517313
3478	-343.296547	-336.653711
1346	-308.542644	-90.588712
2056	-325.729141	-77.831845
2839	-362.930315	-62.811652
1942	-382.751274	-71.148434
2589	-361.718361	-70.149000
451	-362.932378	-67.920322
177	-362.872710	-65.903833
3133	-356.679691	-132.726523
1964	-309.726463	-75.897502
719	-309.693538	-76.192836
2905	-307.206439	-343.349760
2719	-286.477365	-343.177280
3344	-325.748658	-73.629939
993	-317.364547	-171.513303
2032	-287.663174	-96.180868
1866	-310.940708	-81.847857
1407	-235.694798	-110.952024
114	-361.772743	-80.655322
361	-376.622353	-327.937695
508	-325.801512	-74.645347
398	-345.636145	-72.065360
3943	-376.602183	-316.056723
3252	-340.610842	-344.322450
2178	-339.455981	-328.645233
1574	-245.997884	-136.361018
1817	-339.459612	-338.129838
270	-372.752005	-318.243133
3078	-383.966179	-52.263521
543	-310.937295	-72.575577
638	-345.695868	-80.744475
1047	-346.836177	-64.138677
1205	-304.682331	-96.124707
887	-361.720206	-76.257795
1619	-340.600021	-337.796138
2116	-340.646768	-334.470229
1967	-288.573475	-92.147267
1766	-270.387395	-119.992349
3465	-324.548021	-79.216357
2415	-340.676441	-339.475322
3779	-308.476903	-95.226171
632	-361.705069	-79.666025
3348	-304.715963	-96.500862
2268	-302.558547	-174.789142
3485	-324.614459	-81.454456
2653	-361.749428	-90.331213
2544	-381.632480	-330.581954
1293	-271.369084	-109.876992
1907	-346.819476	-63.679834
2382	-380.343633	-316.402284
1600	-249.301818	-344.953841
2961	-348.061993	-59.653518
2495	-307.596472	-94.240290
2428	-309.682996	-86.817786
3092	-340.610697	-344.153648
2262	-325.780603	-79.341965
2924	-348.045292	-61.453412
818	-387.475673	-67.649646
3623	-341.892484	-76.629389
3087	-392.563319	-231.224998
1601	-345.646864	-77.382939
3370	-396.486664	-232.984652
3245	-327.024699	-69.884165
1679	-288.576381	-94.409716
1326	-266.616319	-127.577003
3906	-309.685651	-78.471586
3385	-324.583090	-90.961748
1319	-308.560759	-92.271250
264	-339.450073	-331.922109
238	-233.253760	-134.624780
3688	-322.476720	-330.281170
2552	-340.624424	-348.660846
1017	-308.419735	-88.133735
581	-287.683128	-94.224020
1177	-325.808092	-77.016436
3438	-312.132858	-77.481198
1707	-288.590006	-91.856176
3533	-232.036378	-224.807476
3808	-345.614760	-85.945029
2695	-346.871133	-67.972479
3992	-319.576017	-166.664660
790	-341.836780	-80.539628
2025	-249.363808	-344.615045
3055	-285.313284	-358.319728
41	-345.649146	-75.909816
3215	-320.793270	-88.568735
82	-309.701458	-74.571928
3332	-376.610619	-329.523897
1882	-273.764420	-91.222353
549	-372.785072	-319.898603
3088	-308.459859	-85.355446
2209	-382.781841	-64.067025
631	-371.449232	-148.208747
3947	-382.782251	-68.851223
1533	-309.671865	-77.203417
2837	-325.730097	-76.227458
2064	-309.687401	-78.137397
1546	-318.321510	-278.558734
2145	-346.844016	-63.001212
2518	-360.566272	-142.752712
2560	-339.452794	-336.843537
2819	-360.551444	-133.637303
1394	-396.500849	-242.482382
3019	-301.357437	-282.994584
3061	-392.552088	-229.453586
1316	-361.652250	-84.028614
2884	-324.471313	-78.132075
858	-340.661797	-335.230657
2553	-302.545562	-184.391158
265	-236.916125	-111.789934
43	-319.572842	-155.267169
224	-324.628594	-96.848166
3187	-272.591906	-99.430059
2567	-320.795216	-79.406554
1801	-301.335636	-275.349631
3004	-288.652346	-96.140406
1450	-273.757658	-93.042017
2270	-355.497046	-259.718938
3095	-339.431197	-337.659979
1070	-361.752301	-68.185486
548	-233.555951	-120.169729
2532	-301.405558	-280.788576
1502	-340.679724	-336.306565
161	-285.276468	-352.297701
3251	-306.056425	-354.855461
2627	-235.695309	-110.011256
3108	-361.653332	-89.657479
3029	-285.281493	-350.910485
1219	-306.334850	-143.925349
1276	-340.667317	-340.100444
3789	-273.762938	-95.967641
881	-234.470813	-114.458433
687	-346.841762	-63.752225
461	-273.773506	-97.333816
2086	-308.486338	-84.938141
2175	-324.545475	-87.169590
2625	-291.021574	-81.187227
72	-325.720699	-75.659082
3673	-309.691463	-78.968978
2674	-342.352279	-254.802473
3948	-340.614465	-343.446913
1117	-345.566120	-73.942939
360	-346.890881	-62.487202
2733	-310.940764	-77.023178
1998	-324.536830	-94.820429
3122	-232.329070	-338.213601
2981	-327.026688	-69.521090
1755	-304.686811	-95.379783
3832	-346.836423	-64.661738
1851	-361.717868	-72.278690
996	-307.544316	-91.371107
1691	-272.595294	-91.762235
3586	-287.506415	-100.910321
3653	-309.763576	-79.249655
801	-273.763117	-91.839178
2300	-453.655583	-190.742983
3945	-304.737186	-95.396134
1979	-308.462923	-92.902288
679	-340.668108	-343.601370
3253	-281.476938	-338.104887
3649	-343.292778	-335.945214
3442	-381.635659	-318.898270
1471	-346.857623	-63.546096
985	-320.770329	-86.409551
2188	-288.690060	-90.783417
3988	-309.707600	-75.989477
2398	-319.533364	-170.665899
2859	-362.909074	-64.771094
910	-270.384937	-94.190084
3566	-325.830752	-71.740877
2953	-348.047609	-63.038276
2977	-310.909944	-73.207059
1871	-306.406578	-167.171810
1193	-324.550139	-95.240550
3040	-360.506446	-124.115002
973	-325.790444	-84.139218
3272	-173.147782	-328.507518
3797	-376.587519	-330.644771
2492	-396.477101	-227.755952
1853	-359.314227	-270.439306
3257	-308.472221	-96.338729
3017	-271.339346	-124.298079
971	-324.624537	-81.478149
55	-335.683118	-333.061590
3118	-236.917873	-114.083938
1704	-274.984793	-93.882403
862	-361.764434	-61.294790
3000	-309.688191	-78.289405
434	-338.195462	-165.678381
2686	-340.697732	-339.253471
1957	-206.721858	-106.482322
706	-303.481839	-339.643886
2573	-307.303421	-343.017110
3050	-303.940271	-114.505764
3502	-376.564063	-310.216293
477	-265.399968	-190.308715
1838	-356.685238	-135.496727
3059	-363.508158	-254.661262
1194	-381.612648	-329.337219
2420	-340.625366	-335.512868
1013	-271.300649	-110.487791
3738	-274.982053	-92.820580
1154	-310.937644	-76.166302
1687	-344.407598	-334.547459
788	-324.467888	-83.644130
2605	-346.869041	-64.496498
3159	-324.612512	-87.767999
1635	-360.520081	-133.893894
1237	-360.542541	-143.491175
3886	-270.388222	-94.684972
3182	-287.440436	-138.672322
3921	-343.218379	-329.955021
3397	-356.702115	-141.725974
425	-289.769718	-83.579456
2709	-345.632155	-72.347285
2397	-308.772292	-82.285659
3606	-310.906553	-74.044221
1202	-361.725394	-86.100128
2931	-361.729140	-73.485387
1392	-353.321142	-53.501707
222	-412.548009	-125.390197
