no_training:5	no_test:145file identifier	 training data
141	-287.734664
130	-274.988525
61	-308.462933
125	-228.992613
100	-361.702143

file identifier 	 test data 	 predicted
104	-360.574432	-275.544367
90	-327.017113	-292.730677
81	-318.390876	-286.645522
121	-361.711483	-297.224898
115	-356.682218	-286.679575
88	-345.655534	-294.162017
123	-269.263476	-283.153461
74	-310.918822	-278.674869
106	-362.952198	-304.857414
65	-312.125621	-292.154227
25	-309.712046	-285.424825
32	-287.509315	-292.731526
45	-266.615452	-289.381647
147	-345.615452	-294.925209
15	-288.542593	-297.120553
77	-348.062001	-291.390910
62	-309.677968	-293.436610
29	-344.425700	-301.966230
133	-271.642927	-292.749994
51	-283.168740	-249.400935
53	-285.330157	-267.857239
78	-270.472470	-289.943261
129	-308.512092	-293.098453
1	-360.499843	-285.078204
42	-376.564691	-280.135228
38	-309.736982	-291.568447
11	-356.688211	-282.721191
39	-340.687222	-288.455229
95	-351.666551	-281.407886
70	-346.874234	-291.846014
138	-362.875317	-283.658513
89	-249.259410	-290.474399
91	-275.011437	-285.415628
7	-309.722879	-294.285706
80	-392.672883	-278.985924
28	-324.630221	-298.231052
41	-345.649146	-293.067299
30	-325.717105	-299.148722
142	-307.594137	-286.416575
43	-319.572842	-281.964924
83	-344.434906	-295.834750
10	-344.512001	-287.498236
126	-274.991042	-291.405611
92	-301.343578	-277.007931
71	-346.864282	-294.919303
135	-301.341304	-270.372161
97	-286.495035	-283.913548
103	-291.024232	-287.920483
20	-270.370102	-286.011422
64	-362.945802	-295.398260
49	-396.507540	-275.715187
54	-195.186228	-280.621651
120	-323.345161	-283.209866
55	-335.683118	-283.706114
116	-346.831175	-298.891477
34	-306.355655	-279.371834
72	-325.720699	-292.316682
69	-265.441614	-284.429295
128	-303.785832	-298.659074
26	-301.359287	-280.234803
79	-324.605178	-298.519829
105	-309.727110	-289.048624
50	-357.934562	-290.359922
112	-340.648166	-293.483556
76	-325.685245	-299.853661
98	-303.553222	-293.955525
18	-309.719641	-299.141245
124	-271.621961	-291.344671
56	-345.599154	-296.431769
109	-158.340943	-281.720984
21	-278.059333	-249.406192
52	-345.627428	-296.392930
9	-344.468531	-305.413847
40	-344.338878	-297.994414
31	-359.310420	-275.372855
107	-307.580090	-287.781961
85	-272.550580	-292.158010
113	-360.478880	-288.101733
58	-304.683044	-301.223668
136	-343.240623	-273.150099
114	-361.772743	-296.788179
118	-352.905052	-273.384511
86	-190.624631	-247.260793
146	-377.813815	-291.296489
101	-324.507184	-292.136619
132	-308.469258	-297.097850
99	-336.813559	-286.187032
117	-211.295163	-282.699468
73	-233.293627	-280.517903
33	-264.504487	-270.689534
137	-287.440932	-292.784271
59	-248.430371	-284.034250
96	-375.359188	-269.742211
19	-309.720734	-297.668999
145	-310.929561	-290.522787
16	-273.806874	-297.780291
94	-362.955075	-297.634723
122	-339.419649	-281.873148
17	-345.612580	-305.310620
5	-351.628383	-282.076532
3	-346.838279	-295.106180
13	-360.526646	-292.767460
84	-345.610574	-300.911219
102	-307.230370	-300.303808
4	-270.439280	-292.258471
87	-490.834069	-275.680386
144	-271.323089	-298.908661
93	-340.615011	-296.444432
139	-338.257996	-276.222717
67	-172.006141	-253.543326
111	-344.470970	-290.854481
108	-345.614707	-294.863310
110	-346.869123	-295.915620
134	-308.516376	-296.381641
66	-337.302324	-264.167483
149	-380.415966	-281.885162
36	-344.382282	-302.768714
8	-272.545439	-300.517024
47	-247.225618	-266.138071
23	-304.679494	-297.295094
119	-327.012568	-293.216441
57	-345.635513	-295.548700
148	-345.629933	-305.657426
127	-322.216227	-276.712040
68	-286.519735	-290.154859
22	-324.575190	-298.266079
131	-345.603479	-304.621112
46	-372.766726	-283.251295
60	-382.768883	-299.554476
2	-324.551643	-301.568334
140	-309.676929	-292.761700
63	-287.377993	-293.191096
44	-309.735489	-294.259612
35	-343.197784	-278.942762
143	-302.355005	-278.758512
24	-345.608180	-296.286901
12	-377.816587	-292.842921
14	-302.238859	-288.289461
0	-351.615495	-280.037678
48	-304.689512	-295.826588
37	-381.587333	-298.061945
6	-345.687671	-293.929976
75	-381.566310	-293.237434
27	-324.573866	-300.914278
82	-309.701458	-301.029551
