no_training:25	no_test:3968file identifier	 training data
63	-287.377993
2329	-324.557240
3210	-336.808333
2322	-355.508682
1885	-345.647670
2153	-309.673226
103	-291.024232
1093	-325.718074
929	-272.832690
175	-361.754326
2453	-268.273240
173	-396.486463
106	-362.952198
2621	-305.145002
187	-341.842120
1403	-308.462299
695	-345.700085
2803	-327.013853
1435	-193.963318
2489	-250.583259
3880	-357.942023
3663	-344.446747
7	-309.722879
3588	-272.549011
428	-324.570042

file identifier 	 test data 	 predicted
534	-324.575799	-328.717008
1695	-344.411060	-344.376019
2337	-324.588418	-326.254480
2705	-270.384180	-270.574051
3567	-309.693494	-298.488176
552	-340.639366	-344.413611
2753	-310.904304	-30.305255
1348	-309.683859	-309.965474
234	-308.467880	-310.852625
1708	-324.502429	-322.674821
761	-312.126820	-30.303832
332	-304.692914	-313.954545
2027	-376.585000	-237.795692
2860	-345.600676	-350.558887
960	-310.940611	-35.140378
3331	-233.545899	-230.912941
2373	-302.564379	-29.950779
3284	-343.290242	-267.471082
2819	-360.551444	-16.796120
2320	-362.876210	-361.346010
3412	-335.628480	-245.047448
1799	-346.861635	-323.307271
711	-341.849127	-338.667134
201	-308.561649	-313.472310
76	-325.685245	-314.689904
169	-309.688569	-300.228349
2978	-340.669862	-332.395990
2887	-345.641890	-348.089633
583	-285.016369	-251.981695
554	-340.688787	-343.776398
1622	-346.869712	-322.509020
3962	-341.865856	-342.324641
1108	-341.839596	-335.910337
902	-310.940195	-33.081411
2204	-310.904876	-25.932221
1369	-392.662003	-380.428976
535	-248.416462	-30.927008
1094	-304.696023	-311.456636
499	-340.611683	-343.343574
253	-305.838224	-304.340264
2619	-326.939536	-311.571001
212	-324.605613	-328.925636
1988	-312.124451	-32.702463
2654	-304.679740	-314.774111
33	-264.504487	-243.772778
2668	-310.906004	-30.184649
3520	-325.752207	-328.897166
1377	-325.768959	-330.831316
1198	-308.449457	-312.635288
1034	-356.732791	-18.715174
2231	-346.825174	-322.828017
546	-306.365166	-25.497359
186	-340.606711	-343.846247
1425	-288.648476	-295.450853
2314	-345.658870	-344.544186
2217	-344.408081	-342.258552
2117	-346.839895	-321.379098
1897	-197.629387	-193.434349
3447	-270.389803	-262.817369
2091	-346.904050	-314.987013
156	-288.654408	-299.306794
3434	-360.560766	-16.314765
2703	-309.722894	-309.030194
629	-309.712115	-299.362309
2347	-308.476587	-313.281631
1165	-309.706371	-308.008530
3155	-376.605641	-236.846841
21	-278.059333	-2.247165
2769	-376.563238	-243.809832
1872	-272.566631	-275.733343
436	-360.521191	-16.568821
434	-338.195462	-11.019091
3791	-360.491959	-18.904968
3266	-287.736841	-296.619429
600	-268.859550	-225.707522
120	-323.345161	-32.655597
3189	-324.510378	-319.170260
1926	-273.773955	-41.099837
1266	-324.582035	-328.891398
2710	-361.773017	-360.901783
3636	-324.624318	-334.179619
3492	-345.645245	-347.307939
1070	-361.752301	-357.548441
3840	-309.681264	-306.308889
3295	-231.069318	-219.102037
955	-345.632414	-325.782624
1543	-323.360471	-37.545818
3234	-287.349937	-280.770794
715	-285.275928	-263.580265
993	-317.364547	-11.618123
3792	-360.525610	-18.162386
866	-340.620625	-345.867240
1404	-346.883049	-317.509427
271	-361.759779	-356.156984
2508	-324.574476	-330.603429
2535	-272.835594	-281.890105
1351	-309.733696	-303.131131
3028	-346.861640	-317.378806
2812	-381.619786	-331.594699
3158	-269.271320	-32.948577
2767	-340.635968	-340.839581
764	-233.560626	-223.099842
1329	-309.710338	-311.547408
2951	-308.569129	-314.049216
1155	-272.838189	-269.404032
3634	-340.646592	-339.975774
2196	-338.559964	-348.353371
45	-266.615452	-261.235159
240	-286.517094	-332.652211
1312	-381.612501	-330.169864
842	-360.514766	-17.008304
1077	-326.938562	-309.189166
2831	-356.723059	-16.709637
862	-361.764434	-354.481080
287	-307.560718	-315.898618
3204	-306.313706	-40.985989
17	-345.612580	-340.795596
2424	-273.764093	-37.670359
1681	-310.908780	-30.314179
3065	-344.486202	-340.071618
2805	-272.587161	-276.301857
155	-324.571682	-326.110252
1982	-345.609374	-344.164483
2354	-387.558484	-2.515971
2085	-309.695312	-303.976656
2162	-340.613712	-340.461487
2586	-191.810916	-14.981411
2206	-312.126404	-23.797628
3903	-340.636306	-342.069337
1291	-285.276634	-263.287511
1509	-345.612220	-342.048002
1230	-323.396217	-29.809916
2441	-310.909223	-26.946419
3763	-344.416821	-343.168211
2363	-324.610150	-327.631558
1690	-339.426816	-244.641672
645	-308.540795	-318.504871
1149	-325.796862	-331.049871
1504	-360.489720	-20.795657
445	-319.610687	-24.340167
3856	-306.313590	-24.266842
3955	-323.391458	-27.932371
53	-285.330157	-240.386910
1514	-320.781098	-325.636985
3826	-372.742383	-233.020179
3418	-308.467120	-316.620965
3945	-304.737186	-303.179346
2968	-310.909942	-28.041750
1133	-308.517070	-316.321023
619	-325.787161	-331.455055
2530	-345.673444	-340.942499
2474	-357.944802	-361.444245
3620	-359.351415	-361.183069
564	-272.569586	-278.413981
333	-308.507517	-309.742131
683	-348.060054	-24.149588
1726	-381.506605	-329.616824
454	-265.283843	-26.581748
2291	-286.514923	-331.882857
219	-307.221351	-337.849480
2512	-346.823548	-319.407129
1777	-265.408147	-36.431368
1029	-325.751230	-326.768593
247	-304.688358	-308.029302
1200	-346.908492	-316.922799
2733	-310.940764	-29.557788
1789	-310.905299	-28.715401
2199	-377.815601	-333.377041
3254	-287.469473	-282.737679
2348	-285.253877	-264.540623
3114	-309.692389	-301.870724
2533	-265.438520	-32.055856
2576	-306.418503	-23.099797
1824	-336.855265	-339.673877
3529	-341.843027	-341.005757
650	-193.034094	-147.316719
2758	-309.696640	-300.797763
3290	-341.859618	-342.146289
2494	-274.984732	-33.378084
3003	-325.798735	-334.430544
2207	-301.330754	-297.724895
1394	-396.500849	-393.168994
346	-307.586014	-311.517755
1858	-343.238086	-245.876002
2931	-361.729140	-361.062128
1633	-247.201165	-222.785238
1621	-346.884834	-322.693535
832	-308.470270	-321.920097
2201	-452.728039	-3.548819
886	-304.728323	-305.738310
519	-309.687078	-304.103976
1499	-320.779994	-320.994274
638	-345.695868	-344.825908
700	-310.938181	-23.314420
3317	-269.177232	-35.269460
2955	-346.822341	-324.270305
2056	-325.729141	-327.919088
2578	-324.576080	-331.538640
3713	-325.748400	-330.161255
2920	-326.952797	-316.286687
757	-345.678211	-346.687941
3334	-325.800680	-338.564448
1246	-318.406529	-315.318936
1447	-469.758395	-3.549933
2249	-392.653825	-373.062994
2810	-273.763107	-44.439578
3633	-380.412093	-232.132310
3291	-362.911941	-357.397500
3153	-340.622406	-339.422247
2480	-344.385369	-342.950922
2663	-361.722327	-356.539772
2280	-359.345792	-362.953538
1257	-346.855622	-324.031730
1163	-397.709232	-14.189048
635	-324.578381	-325.080722
2410	-361.673369	-356.851819
2223	-288.657055	-297.640563
3472	-340.657197	-340.073167
1168	-308.454820	-293.580919
2517	-308.462063	-317.166306
2013	-343.195410	-260.401136
1630	-323.431776	-24.628457
820	-326.934229	-317.994140
224	-324.628594	-328.198164
3301	-371.491061	-8.734928
3002	-269.479234	-323.965256
2340	-310.899612	-26.538417
2284	-359.298380	-356.557206
3024	-251.729571	-261.136540
295	-320.770299	-324.460383
1322	-271.619912	-280.883441
3191	-284.360325	-282.799385
1100	-380.373569	-234.280071
1406	-375.394844	-10.482824
1286	-310.906869	-26.921521
317	-325.797397	-325.569084
1667	-323.323781	-27.529649
2435	-229.013797	-9.988208
2122	-348.040439	-25.256467
2997	-380.371074	-238.158673
82	-309.701458	-302.495698
2356	-323.346816	-24.565799
852	-361.731511	-359.196325
2607	-275.007113	-25.215747
3708	-270.397474	-267.505424
192	-310.897684	-27.921135
2430	-304.688809	-306.900287
1640	-304.583737	-298.507180
1354	-382.790027	-357.160995
982	-307.235414	-338.024353
28	-324.630221	-334.244746
209	-308.493663	-310.841864
891	-325.767721	-329.666232
3113	-324.531139	-321.695957
1522	-324.485746	-319.609960
2105	-335.635972	-243.933405
3396	-273.815873	-33.010044
2992	-343.202564	-251.818720
3668	-309.700336	-292.908073
1964	-309.726463	-306.281861
1984	-287.441165	-286.616243
2242	-362.870426	-353.603837
892	-288.621895	-287.379554
309	-309.718312	-311.459847
1847	-325.753767	-328.614490
2807	-269.176124	-31.295073
1637	-343.503600	-25.169717
3193	-320.725883	-315.181570
1002	-287.689262	-304.496665
1462	-312.136049	-22.046623
1841	-325.788368	-326.146924
3033	-325.785262	-321.795851
1064	-276.202311	-12.412536
391	-345.584667	-336.544828
2173	-304.678340	-315.903140
2895	-273.764673	-32.656288
3285	-247.192524	-219.988120
3394	-376.613178	-241.775455
2499	-376.539208	-236.106050
1786	-325.785038	-337.887097
1959	-324.603913	-315.464561
3604	-273.812100	-32.213506
626	-288.653249	-296.781485
3699	-355.497878	-354.172204
3531	-344.458268	-335.278486
2463	-288.576502	-281.408732
2874	-309.725707	-305.714511
2148	-309.718089	-305.391904
2732	-324.579850	-325.529994
1854	-382.743932	-340.076068
3442	-381.635659	-321.290523
3242	-397.707881	-14.856279
930	-346.898838	-320.104851
1300	-324.595031	-330.901621
3507	-376.594067	-230.522463
2697	-360.495788	-17.525564
1427	-340.646339	-341.427940
364	-117.824798	-27.107543
2233	-319.556235	-32.762363
2651	-273.744309	-29.383720
2240	-381.627040	-332.984621
509	-307.238995	-335.017606
418	-324.565412	-326.237283
2296	-309.691365	-306.125264
1985	-339.481708	-266.041608
2716	-303.464433	-335.924429
2264	-346.831590	-320.306453
2455	-344.431301	-333.300191
763	-308.429953	-315.063469
662	-341.843824	-340.185344
2661	-323.448833	-24.369173
2818	-335.618370	-246.010036
1453	-309.720334	-309.459533
62	-309.677968	-308.094723
627	-359.304956	-355.404026
3090	-287.362939	-282.725508
1848	-273.769835	-29.983962
60	-382.768883	-348.970840
2038	-348.056093	-23.007803
2948	-382.790431	-357.096736
2624	-309.699280	-304.175286
869	-327.026488	-319.660326
793	-326.950540	-321.851251
3937	-361.713179	-364.508700
2979	-320.767064	-321.889440
336	-308.524858	-313.367179
1422	-361.728608	-364.916644
123	-269.263476	-28.381751
100	-361.702143	-358.426966
661	-335.635079	-251.874277
3092	-340.610697	-343.244891
3176	-432.852890	-352.766343
2472	-209.159302	-20.331637
3961	-308.561152	-317.704975
105	-309.727110	-310.553427
1597	-336.805704	-341.695007
2200	-344.426799	-332.607567
2445	-324.576679	-331.091380
2368	-325.804686	-324.858447
473	-346.828378	-317.564860
616	-345.676243	-347.814493
3454	-376.600944	-230.745746
2470	-309.688189	-299.641070
3764	-308.483519	-306.033563
1023	-309.663477	-309.788616
692	-362.917261	-355.947244
1676	-296.285473	-5.918230
3135	-272.569212	-273.092695
3458	-345.693035	-334.490897
1500	-345.609230	-346.274196
1704	-274.984793	-27.193641
1724	-381.594558	-330.138502
2591	-325.773278	-333.065041
2986	-340.629609	-340.994870
1147	-304.755780	-296.634330
1939	-242.205627	-8.759083
2896	-356.725069	-18.596419
740	-344.452972	-344.899053
3803	-287.351460	-279.128033
2826	-308.764658	-327.376117
2023	-317.402836	-12.117675
373	-379.522177	-8.645907
351	-345.625747	-327.221340
145	-310.929561	-23.445416
1473	-340.678945	-338.678962
437	-309.705971	-308.474600
1360	-362.941781	-349.041850
1919	-407.364323	-0.935511
2141	-307.287454	-338.019490
3869	-324.525580	-326.078934
1531	-345.640098	-350.037851
1445	-396.491525	-375.314233
124	-271.621961	-284.781379
2768	-340.690205	-342.433385
3519	-376.604739	-228.707657
1416	-308.514570	-312.479861
26	-301.359287	-289.642741
3965	-273.764529	-31.052692
153	-347.466594	-255.729862
3351	-285.306999	-258.791468
3655	-287.379629	-287.918395
806	-308.768073	-327.248388
755	-324.568345	-323.785594
1595	-309.686571	-309.238169
644	-376.595314	-251.964833
3740	-356.684693	-15.256723
1260	-270.417842	-273.524684
562	-456.105229	-328.843544
3469	-356.686540	-17.079726
1884	-307.577822	-312.252733
2616	-272.542567	-276.693796
2403	-326.955365	-324.446593
1066	-375.344926	-8.749828
766	-312.133805	-19.077385
3585	-308.497008	-317.164449
3661	-287.358011	-282.609721
3512	-340.641866	-338.982523
3757	-281.482952	-243.913658
3595	-345.600227	-340.810833
1197	-308.462932	-313.193580
3671	-326.941692	-314.982211
693	-234.520624	-231.170884
964	-291.014970	-290.637119
1105	-302.306944	-255.322253
3804	-324.573632	-327.749182
1020	-303.566436	-337.965104
3561	-343.190300	-257.082875
885	-324.623780	-328.176152
264	-339.450073	-245.007205
1074	-304.697680	-307.018775
3932	-360.472117	-16.264384
1295	-346.829652	-322.689521
948	-336.827390	-340.317992
1751	-339.469166	-265.322060
2949	-346.838702	-318.190179
2650	-361.727711	-358.058953
1131	-324.580815	-323.906485
808	-320.774349	-323.427001
788	-324.467888	-327.598660
322	-346.832352	-321.692957
3030	-324.500475	-319.521673
3139	-344.437158	-325.886046
2216	-308.505718	-308.404451
1941	-286.206129	-37.882010
1642	-344.345376	-334.837158
484	-351.639205	-348.396532
1715	-286.486570	-330.896658
3626	-310.902465	-31.126320
1710	-361.726166	-360.863372
3202	-310.908741	-28.173028
1538	-348.050463	-20.696688
2344	-305.915175	-300.086947
3436	-361.762744	-359.398836
3046	-322.057728	-316.612587
429	-288.570364	-297.289906
1712	-345.612640	-339.452461
2263	-274.983122	-30.809303
2109	-321.219665	-11.690350
2028	-346.821466	-318.316556
1505	-308.487195	-316.619074
3912	-308.435951	-315.503381
3807	-361.706503	-357.507463
3209	-346.834502	-319.865509
14	-302.238859	-251.478663
2855	-268.917900	-244.077265
3618	-309.731536	-308.817383
1386	-362.967171	-358.269152
1635	-360.520081	-17.034172
592	-307.614861	-321.616787
3659	-340.683837	-342.188588
696	-356.709466	-19.563672
517	-344.434827	-342.746738
3843	-309.717869	-310.226352
2036	-309.733888	-303.795596
502	-306.349558	-27.987368
884	-276.202586	-12.619651
