no_training:5	no_test:145file identifier	 training data
115	-356.682218
95	-351.666551
16	-273.806874
143	-302.355005
17	-345.612580

file identifier 	 test data 	 predicted
46	-372.766726	-343.224939
15	-288.542593	-287.377274
130	-274.988525	-256.290691
27	-324.573866	-333.098534
20	-270.370102	-335.751179
116	-346.831175	-319.833059
0	-351.615495	-352.309780
109	-158.340943	-338.640115
132	-308.469258	-323.707488
55	-335.683118	-328.411769
108	-345.614707	-340.676884
13	-360.526646	-329.184783
139	-338.257996	-353.710823
113	-360.478880	-355.212718
145	-310.929561	-294.253124
52	-345.627428	-317.442997
70	-346.874234	-315.402820
107	-307.580090	-338.217889
28	-324.630221	-321.374423
135	-301.341304	-355.007007
84	-345.610574	-320.960347
38	-309.736982	-291.071925
140	-309.676929	-328.488613
18	-309.719641	-307.065701
7	-309.722879	-292.719965
35	-343.197784	-357.486666
99	-336.813559	-317.940170
66	-337.302324	-384.491654
141	-287.734664	-330.685001
29	-344.425700	-346.052871
126	-274.991042	-254.561750
133	-271.642927	-308.052016
50	-357.934562	-325.191770
39	-340.687222	-317.512203
36	-344.382282	-333.908506
45	-266.615452	-330.224755
44	-309.735489	-300.191433
127	-322.216227	-313.462251
57	-345.635513	-309.573552
58	-304.683044	-317.093014
104	-360.574432	-334.808311
49	-396.507540	-358.531183
5	-351.628383	-356.709047
51	-283.168740	-403.565883
3	-346.838279	-304.422402
71	-346.864282	-296.425185
73	-233.293627	-320.125069
21	-278.059333	-422.512665
94	-362.955075	-323.782066
129	-308.512092	-318.010846
100	-361.702143	-342.111763
10	-344.512001	-328.589419
87	-490.834069	-399.559290
8	-272.545439	-309.217793
32	-287.509315	-297.820797
102	-307.230370	-325.999690
37	-381.587333	-341.973392
59	-248.430371	-365.200482
67	-172.006141	-396.696104
79	-324.605178	-358.232603
48	-304.689512	-319.329510
137	-287.440932	-338.394610
96	-375.359188	-368.579593
144	-271.323089	-297.706470
148	-345.629933	-337.152699
47	-247.225618	-379.977326
33	-264.504487	-367.112489
6	-345.687671	-331.480643
74	-310.918822	-287.529159
2	-324.551643	-330.313391
72	-325.720699	-307.850074
63	-287.377993	-312.636091
114	-361.772743	-326.803178
123	-269.263476	-320.916015
146	-377.813815	-333.542200
25	-309.712046	-310.692162
106	-362.952198	-317.028328
23	-304.679494	-304.834209
93	-340.615011	-349.010494
91	-275.011437	-256.422290
1	-360.499843	-358.480110
138	-362.875317	-324.476166
136	-343.240623	-333.808689
61	-308.462933	-321.445222
86	-190.624631	-414.812717
78	-270.472470	-328.679254
56	-345.599154	-321.613329
103	-291.024232	-276.699187
98	-303.553222	-294.984028
92	-301.343578	-353.705688
53	-285.330157	-320.400251
80	-392.672883	-342.546944
101	-324.507184	-330.835185
75	-381.566310	-338.063919
31	-359.310420	-351.911651
82	-309.701458	-297.023596
88	-345.655534	-336.901892
120	-323.345161	-331.813850
90	-327.017113	-317.152028
83	-344.434906	-338.537904
42	-376.564691	-351.792088
9	-344.468531	-316.777558
119	-327.012568	-307.762469
43	-319.572842	-316.260448
110	-346.869123	-309.863497
11	-356.688211	-326.105680
118	-352.905052	-330.733608
62	-309.677968	-313.338863
124	-271.621961	-339.959433
34	-306.355655	-357.699660
54	-195.186228	-318.282028
12	-377.816587	-347.087569
149	-380.415966	-371.182236
22	-324.575190	-339.300730
131	-345.603479	-323.207441
14	-302.238859	-350.807935
30	-325.717105	-302.572992
60	-382.768883	-348.685185
41	-345.649146	-329.358094
24	-345.608180	-333.282363
147	-345.615452	-337.110457
68	-286.519735	-344.845691
112	-340.648166	-333.203562
117	-211.295163	-338.933267
64	-362.945802	-341.430020
121	-361.711483	-344.602211
97	-286.495035	-348.521046
85	-272.550580	-306.771378
111	-344.470970	-329.750637
105	-309.727110	-318.625705
76	-325.685245	-325.107191
81	-318.390876	-321.737612
125	-228.992613	-413.155417
77	-348.062001	-292.217401
89	-249.259410	-332.947402
65	-312.125621	-284.850619
134	-308.516376	-305.731268
128	-303.785832	-339.436566
26	-301.359287	-343.598329
4	-270.439280	-310.138108
69	-265.441614	-320.466313
122	-339.419649	-376.561416
40	-344.338878	-331.935438
19	-309.720734	-309.362053
142	-307.594137	-357.263614
