no_training:10	no_test:3983file identifier	 training data
3318	-308.513124
2961	-348.061993
652	-345.620593
468	-322.150234
1226	-195.226072
3951	-326.977685
543	-310.937295
295	-320.770299
1136	-271.296056
1096	-309.689595

file identifier 	 test data 	 predicted
2858	-346.862070	-298.167977
2954	-305.915530	-294.483630
195	-296.296482	-234.866067
66	-337.302324	-235.894568
2287	-310.905485	-311.570701
501	-345.630685	-317.178850
1710	-361.726166	-334.827079
2192	-307.232824	-291.552043
3721	-284.372483	-176.620205
3918	-289.794194	-312.772837
44	-309.735489	-310.772756
3347	-286.510514	-242.244335
3781	-274.984614	-330.471801
220	-276.205821	-362.523610
1757	-285.313612	-265.616586
1987	-325.775071	-362.225324
853	-76.404702	-51.526062
1888	-276.201993	-311.631123
43	-319.572842	-320.420740
3797	-376.587519	-329.496184
3158	-269.271320	-243.790037
2251	-430.448052	-241.807844
1598	-308.471397	-310.687466
1836	-268.273739	-191.078666
706	-303.481839	-318.286588
1579	-288.589020	-281.253229
3892	-271.608843	-264.396503
3849	-360.531172	-285.921657
1014	-301.385442	-265.415803
659	-326.976670	-362.476141
1594	-323.433551	-314.232995
3241	-319.515995	-311.710198
2885	-309.686862	-303.836807
1835	-376.631067	-321.814975
2734	-309.719592	-325.426878
3232	-345.686487	-300.696549
863	-285.288405	-254.416216
1919	-407.364323	-283.118530
2523	-344.512144	-314.098994
3852	-361.710525	-327.868844
1303	-345.676156	-342.425853
1208	-345.608535	-334.625154
1788	-345.646841	-325.936952
225	-346.842403	-329.809222
2167	-309.681554	-326.458634
3080	-344.436248	-305.141908
2028	-346.821466	-302.522761
2778	-325.711441	-349.543719
1129	-340.618148	-309.181877
2849	-355.442748	-295.829234
2493	-346.822460	-339.925399
3677	-307.571921	-264.367972
611	-248.364357	-191.864732
3589	-324.543443	-340.393423
1080	-288.570006	-310.055262
481	-307.573371	-271.245027
3919	-304.721921	-341.864879
3442	-381.635659	-307.981594
3726	-382.754967	-345.307785
374	-372.796889	-329.213984
265	-236.916125	-252.615525
2128	-308.504896	-305.743901
768	-193.039603	-150.886588
2335	-346.825562	-350.126592
3979	-345.651111	-309.631584
146	-377.813815	-337.203615
939	-344.481802	-307.920422
3129	-361.692023	-317.060796
2625	-291.021574	-331.301983
3423	-308.555641	-334.735254
3339	-356.699649	-307.466780
870	-345.646965	-338.802332
635	-324.578381	-276.238805
901	-270.446915	-220.548317
3428	-288.564752	-297.958751
3107	-281.504745	-267.544562
3358	-326.934987	-347.821511
1323	-289.811983	-285.952303
3572	-322.172641	-310.038872
1140	-304.683966	-302.940823
189	-322.167165	-324.430788
567	-339.489014	-310.427364
2799	-340.702898	-325.498631
2809	-344.506029	-314.657049
1277	-309.706892	-315.039574
610	-324.629068	-331.115065
338	-272.544500	-293.542421
646	-323.641347	-269.771134
152	-306.286325	-235.800355
342	-323.351196	-349.153878
1071	-360.495618	-306.472421
3308	-381.582831	-320.696120
2247	-348.046805	-323.537300
4	-270.439280	-258.573695
1126	-270.392715	-262.302673
2008	-336.802659	-322.190903
2078	-324.575989	-292.274189
1791	-272.554824	-306.358673
1853	-359.314227	-338.132033
1194	-381.612648	-331.640161
1151	-392.620909	-331.422036
3948	-340.614465	-302.908762
2928	-324.540084	-303.373865
3271	-454.878708	-343.028067
473	-346.828378	-353.654725
1255	-381.635881	-334.467560
3983	-322.115604	-295.012225
2457	-382.757134	-349.987503
3583	-325.721011	-322.895716
612	-397.697891	-343.745630
2042	-232.364952	-167.407005
1623	-229.615446	-259.214559
1638	-344.481904	-322.390934
314	-233.255379	-231.833818
1568	-324.555249	-310.231097
3026	-250.478855	-240.618812
3574	-398.876124	-317.423934
499	-340.611683	-302.015678
1198	-308.449457	-347.045778
55	-335.683118	-325.565614
1375	-345.645053	-312.149338
3094	-324.601619	-293.095642
259	-309.735245	-310.496397
2270	-355.497046	-300.997853
377	-360.527122	-330.051675
3835	-309.693085	-346.088598
2977	-310.909944	-318.817910
511	-320.778636	-331.736192
1672	-336.831068	-326.290022
3798	-310.941861	-312.541392
1422	-361.728608	-333.039481
3608	-372.729173	-299.207132
589	-340.604189	-322.101876
3412	-335.628480	-328.019806
724	-320.775720	-324.851946
977	-285.160699	-235.838747
419	-312.128001	-377.680495
1100	-380.373569	-290.854546
2832	-250.585843	-219.259518
534	-324.575799	-326.151657
2760	-155.908941	-211.045552
570	-275.012535	-307.286555
3013	-346.883127	-350.122074
129	-308.512092	-308.687258
2786	-327.009009	-338.572435
204	-287.353313	-286.634649
2822	-310.902197	-353.074325
2263	-274.983122	-349.515727
2221	-308.512137	-333.351943
3165	-356.724041	-331.285277
215	-356.645883	-321.503193
935	-269.154939	-242.891989
738	-324.592221	-305.665458
92	-301.343578	-256.922133
1541	-310.912991	-345.152242
1145	-312.129019	-366.800617
3648	-324.631468	-316.671095
692	-362.917261	-332.127096
3820	-340.655117	-317.687229
368	-345.595021	-350.187069
3669	-285.267165	-230.599611
2446	-361.740252	-336.353277
3180	-323.669200	-296.853499
3035	-344.404557	-315.236009
1447	-469.758395	-336.069638
3880	-357.942023	-323.402295
1431	-344.392695	-303.035376
2318	-348.039301	-337.411423
2982	-325.722723	-312.495437
1394	-396.500849	-309.676138
1453	-309.720334	-296.431080
1961	-197.629416	-217.022879
3473	-360.527434	-315.989249
1960	-345.602645	-345.146347
3836	-346.833711	-307.508208
765	-317.447668	-248.227727
1818	-371.535911	-303.945787
177	-362.872710	-336.537147
771	-346.903261	-322.311357
2782	-340.664407	-341.690159
3623	-341.892484	-311.146944
2224	-307.568767	-248.220466
2524	-392.642251	-324.457878
16	-273.806874	-321.862780
3784	-344.450127	-344.565658
1137	-271.622539	-234.470493
1564	-288.555332	-305.528974
1030	-309.683546	-338.376654
3565	-286.474509	-229.608884
463	-309.715058	-323.785890
3488	-340.672417	-328.517230
57	-345.635513	-335.498420
335	-361.729115	-311.431163
3920	-319.574905	-289.221418
365	-361.740208	-301.916991
533	-287.720383	-228.937881
3782	-262.035127	-178.775642
3487	-210.101789	-202.980374
3213	-339.438949	-310.653341
2763	-272.548325	-286.810363
2144	-324.574829	-306.819755
1005	-273.786179	-304.294353
1603	-232.363630	-195.795153
2673	-345.652182	-343.082392
1177	-325.808092	-289.082459
2906	-340.657508	-326.797918
3148	-324.567513	-310.595035
1736	-273.764207	-336.783740
422	-288.692943	-331.371961
3396	-273.815873	-318.299547
1462	-312.136049	-351.989793
1063	-265.440996	-273.264651
3343	-320.735225	-295.717082
460	-360.488733	-312.955510
229	-361.648305	-329.194564
767	-346.861463	-328.953997
996	-307.544316	-258.484882
603	-346.867624	-309.205952
2605	-346.869041	-330.482883
3863	-346.804974	-365.260503
2503	-345.653983	-317.803269
2756	-153.742562	-111.765969
3940	-308.464824	-307.864625
903	-309.685872	-328.946427
1563	-376.575382	-309.536928
3736	-355.517745	-315.423358
2314	-345.658870	-326.911503
1540	-285.217962	-255.125081
2070	-114.483613	-103.021043
3417	-354.292460	-285.274494
300	-324.602433	-338.250442
353	-197.632222	-189.649675
2702	-309.685148	-299.859873
3590	-340.660106	-326.394908
2715	-345.709596	-286.940798
527	-324.629301	-310.268991
1939	-242.205627	-187.008634
1661	-322.148261	-298.381874
1767	-285.277900	-250.876766
513	-355.518342	-303.317479
1573	-233.255259	-231.780843
833	-325.761605	-322.775612
457	-380.372151	-302.357096
3511	-324.552260	-282.483730
3291	-362.911941	-352.117254
1938	-341.826148	-303.479882
729	-343.084333	-333.345422
1758	-271.616401	-250.750280
1506	-339.437849	-295.743231
3462	-272.538255	-307.455749
441	-380.414967	-315.054509
1805	-344.380468	-338.742521
160	-309.685140	-303.265828
3966	-376.570141	-334.831495
2644	-320.786990	-318.916959
2408	-356.708234	-337.907303
1444	-304.691748	-292.918064
2896	-356.725069	-310.944439
2722	-344.423318	-357.471254
747	-359.350089	-321.221163
1634	-324.563073	-306.187727
271	-361.759779	-328.291051
2197	-309.684327	-288.336239
1397	-271.624640	-244.615991
134	-308.516376	-311.965843
1120	-353.283458	-218.588753
398	-345.636145	-314.040838
132	-308.469258	-312.714188
3400	-289.799552	-292.345320
1756	-326.935440	-347.444326
3340	-229.879598	-199.362950
464	-324.485629	-294.756219
2662	-345.635068	-311.778655
2718	-382.782995	-339.499996
1089	-344.451793	-295.612243
1421	-360.526142	-305.242764
655	-325.771459	-291.155532
1621	-346.884834	-320.320514
85	-272.550580	-370.174926
3700	-361.717469	-305.214280
68	-286.519735	-234.152363
1554	-320.728167	-298.439692
1485	-309.731369	-319.388931
349	-309.687623	-324.248334
3783	-310.912792	-336.801792
3607	-325.801523	-294.073991
2836	-345.652670	-327.584151
809	-361.738091	-317.552363
2472	-209.159302	-153.136147
1374	-322.175807	-303.096347
1185	-324.558175	-310.062785
3424	-348.051118	-354.052533
2746	-247.190194	-176.114120
2635	-323.324700	-315.302735
2306	-287.354343	-289.140086
1110	-325.781398	-289.929689
2476	-346.865438	-314.310723
526	-344.430692	-309.411471
2807	-269.176124	-231.158308
3557	-344.382663	-329.351029
3389	-309.689740	-312.869871
1363	-355.525451	-316.601288
1108	-341.839596	-294.917904
606	-343.235457	-332.075447
3048	-381.616883	-352.890709
2147	-382.781806	-322.943860
2279	-309.711101	-317.426463
489	-356.745773	-324.401394
1949	-340.674935	-312.436672
1306	-288.682324	-281.944870
2853	-325.794835	-318.247441
1967	-288.573475	-316.285386
3004	-288.652346	-313.069893
3226	-339.491316	-323.578776
