no_training:70	no_test:3923file identifier	 training data
1704	-274.984793
1385	-309.679840
137	-287.440932
1421	-360.526142
1693	-234.474613
2327	-381.624797
3481	-357.941534
1518	-309.683200
931	-361.763293
96	-375.359188
2921	-310.904813
3631	-303.560350
3378	-325.831718
1163	-397.709232
1397	-271.624640
646	-323.641347
1000	-339.452428
2824	-304.720708
26	-301.359287
876	-325.807685
3226	-339.491316
1106	-231.106310
696	-356.709466
3293	-360.535142
292	-308.517192
342	-323.351196
2025	-249.363808
2059	-345.674176
2721	-271.401725
3329	-310.909123
2532	-301.405558
2318	-348.039301
3181	-307.209274
2085	-309.695312
82	-309.701458
506	-234.516241
3973	-356.659922
631	-371.449232
3120	-309.689111
2263	-274.983122
1951	-317.408548
1525	-345.608193
1205	-304.682331
142	-307.594137
1706	-382.777508
3007	-319.573727
932	-361.764881
2958	-324.580268
966	-339.467091
2183	-339.459869
1478	-309.691634
3166	-326.949535
892	-288.621895
1405	-361.711854
2832	-250.585843
2496	-326.954795
2262	-325.780603
188	-339.406341
1829	-382.804482
2118	-324.560961
2761	-309.696507
279	-306.012858
1361	-346.840635
3142	-376.617653
1076	-361.656187
1057	-391.518453
3042	-269.468415
1970	-362.897428
689	-341.818686
3407	-343.517848

file identifier 	 test data 	 predicted
494	-345.611057	-345.752973
3792	-360.525610	-360.394410
3926	-325.748612	-326.766014
1713	-323.381747	-323.400980
12	-377.816587	-376.754393
917	-323.320690	-320.652495
2543	-376.588479	-375.946306
2184	-360.501473	-355.520646
2484	-344.359905	-341.704502
3938	-345.645388	-345.848882
610	-324.629068	-326.846475
273	-323.312375	-323.334041
1485	-309.731369	-309.640678
3091	-341.869641	-339.221418
3936	-326.951067	-326.182052
1551	-324.575851	-325.424389
321	-324.604397	-325.523841
2912	-346.883119	-344.898553
2871	-308.460407	-308.197737
2996	-324.566568	-324.332890
332	-304.692914	-303.506616
846	-270.434394	-269.771177
1256	-312.119596	-310.905567
854	-383.971058	-383.806398
3028	-346.861640	-346.837801
1862	-319.615129	-311.205274
3755	-341.874216	-340.286502
3339	-356.699649	-347.153300
3369	-158.342346	-175.013567
859	-308.468407	-307.453235
619	-325.787161	-327.315910
194	-308.496245	-307.280151
1681	-310.908780	-309.964399
86	-190.624631	-197.088321
3674	-309.731169	-309.517499
436	-360.521191	-360.005254
3644	-345.587398	-345.809664
1598	-308.471397	-307.936479
3724	-324.573480	-323.962052
1118	-306.032266	-304.924585
1003	-308.516378	-307.852914
3246	-340.652252	-339.111228
1173	-344.465017	-344.491299
1893	-344.385273	-343.133538
1490	-309.691591	-309.913843
2602	-345.645491	-344.958676
593	-303.525517	-299.772794
294	-308.506421	-305.482918
734	-233.242250	-233.589348
781	-362.918463	-361.876786
3307	-318.647923	-327.595564
3444	-289.794376	-292.610680
3424	-348.051118	-347.696992
1466	-340.657975	-342.338786
2922	-352.890573	-271.305797
260	-359.369049	-358.495648
2296	-309.691365	-309.023798
691	-361.734668	-359.676040
1164	-340.611734	-340.941403
2190	-324.574822	-325.250481
51	-283.168740	-305.933838
232	-490.793044	-68.683317
3343	-320.735225	-319.159667
3055	-285.313284	-289.748897
2083	-322.434119	-325.050543
528	-288.538806	-289.838832
112	-340.648166	-337.390409
89	-249.259410	-248.777999
2011	-270.099401	-270.138860
976	-382.776658	-383.904079
3768	-227.338075	-253.416240
1646	-340.684749	-339.261478
468	-322.150234	-320.685424
1457	-288.573089	-289.555461
2064	-309.687401	-309.982920
3741	-169.860788	-220.276127
3259	-359.368793	-357.540284
3137	-272.533448	-271.158920
430	-307.543210	-309.004215
3488	-340.672417	-339.460339
602	-275.010289	-275.518301
52	-345.627428	-343.690487
3784	-344.450127	-342.468324
897	-345.659998	-344.065311
3364	-305.057353	-308.417676
2338	-268.888303	-266.203859
3070	-281.491976	-300.394924
1368	-288.584029	-289.499616
3640	-309.692577	-309.730604
1579	-288.589020	-289.571780
523	-345.565792	-345.432912
3776	-320.773105	-308.265632
2400	-345.592410	-344.215386
3695	-309.651827	-310.198635
3257	-308.472221	-307.737989
138	-362.875317	-360.759915
1679	-288.576381	-291.081744
1716	-325.784331	-326.760824
2825	-360.576433	-360.578706
569	-376.620836	-377.537178
2120	-381.630205	-381.262238
1224	-308.420805	-308.918735
1376	-348.053064	-347.464573
2860	-345.600676	-346.234268
479	-77.308427	-140.505469
1692	-362.862736	-360.621760
3841	-371.541704	-349.816423
3316	-264.261826	-283.703283
1143	-367.635675	-211.580709
844	-324.606050	-326.551613
1088	-291.017433	-293.152796
647	-338.268974	-335.984596
2861	-288.654312	-288.578119
407	-287.508781	-289.790184
2353	-281.504579	-299.606485
2662	-345.635068	-346.750012
988	-341.827199	-341.778726
290	-348.056024	-347.236192
3964	-336.853985	-309.481263
1289	-344.439723	-342.208435
3989	-272.542369	-270.763357
1675	-271.277972	-269.653934
3155	-376.605641	-378.884285
604	-320.777491	-318.415834
2076	-274.982287	-274.370477
562	-456.105229	-60.804779
1625	-320.776082	-320.291111
2149	-341.878745	-338.439093
262	-345.647032	-346.304815
1749	-302.579654	-302.678244
3224	-286.504546	-293.991034
135	-301.341304	-300.885479
3887	-242.196351	-270.705644
2278	-345.650717	-346.271477
1452	-308.467331	-308.325433
2268	-302.558547	-301.617081
700	-310.938181	-311.031816
2908	-271.620997	-273.232567
2031	-269.170061	-269.743545
1779	-288.583563	-288.913654
1820	-324.522751	-324.451398
1288	-324.635136	-325.225792
612	-397.697891	-395.978170
3641	-360.485033	-360.550148
2719	-286.477365	-292.277274
2797	-345.646914	-344.902703
3757	-281.482952	-290.211092
3679	-320.794248	-313.736896
615	-345.676743	-344.840561
2289	-325.766945	-325.675869
2785	-310.915445	-310.908200
1387	-361.698635	-358.996246
955	-345.632414	-343.794220
3398	-304.686259	-304.526496
2607	-275.007113	-275.497745
429	-288.570364	-290.898277
1503	-327.014214	-328.328122
2970	-339.501361	-340.101876
2060	-362.945811	-362.640147
3067	-271.304881	-268.546927
3068	-306.015194	-306.051190
2067	-280.248350	-288.719327
1109	-333.411326	-338.204187
3467	-308.494487	-307.771182
303	-375.328197	-374.142172
2099	-288.573876	-289.472256
1979	-308.462923	-307.990000
3037	-288.567911	-289.014098
1428	-265.391486	-282.683416
811	-304.567859	-301.902548
2788	-345.596027	-345.586615
1906	-324.613156	-325.309649
3157	-335.619981	-309.222466
2213	-287.433999	-287.730558
333	-308.507517	-308.197849
3653	-309.763576	-309.287575
3971	-360.530885	-359.329949
2316	-306.361448	-308.969353
3855	-304.746925	-305.486266
2285	-340.578657	-342.978902
1047	-346.836177	-347.170201
380	-307.581989	-307.545717
3948	-340.614465	-341.950874
2148	-309.718089	-309.742971
210	-362.938898	-362.748974
706	-303.481839	-303.970990
541	-325.714161	-327.379450
1426	-381.607770	-381.325550
722	-310.935212	-311.146568
1423	-344.413850	-343.544290
3112	-327.021680	-329.867386
3924	-270.393737	-272.467902
2555	-287.427764	-288.179521
3477	-348.046236	-346.150950
3600	-325.781571	-327.036622
