no_training:5	no_test:3988file identifier	 training data
703	-340.656580
211	-357.939331
1310	-307.529289
1892	-382.805933
2808	-340.646073

file identifier 	 test data 	 predicted
580	-360.537290	-14.024290
2234	-272.580839	-10.839465
3352	-272.834623	-6.564478
1059	-303.436180	-332.701642
1947	-303.533559	-326.888998
936	-382.773457	-380.914301
1649	-346.868661	-4.794648
151	-270.397623	-265.981016
255	-309.672030	-7.445817
295	-320.770299	-320.733928
2006	-339.486095	-7.212293
1536	-324.492974	-321.854360
2410	-361.673369	-350.100252
1300	-324.595031	-326.873096
1094	-304.696023	-345.020155
2393	-324.608961	-327.078587
2323	-310.954565	-4.299766
410	-325.835955	-14.575172
1821	-308.473320	-340.837321
718	-392.601894	-1.901691
3356	-270.447268	-262.792858
2194	-273.757530	-6.368024
3308	-381.582831	-322.048685
3086	-360.507527	-14.894237
593	-303.525517	-324.515816
3358	-326.934987	-4.154932
3903	-340.636306	-337.687844
426	-362.933001	-11.632639
2605	-346.869041	-6.453217
244	-346.835129	-6.670114
3916	-273.810780	-6.183198
3254	-287.469473	-279.974129
684	-361.753989	-349.214243
2287	-310.905485	-4.381115
287	-307.560718	-307.951270
3039	-341.851538	-370.137059
112	-340.648166	-341.054064
1083	-309.726295	-7.553681
3786	-308.759185	-17.764531
2572	-360.495461	-16.778540
687	-346.841762	-6.636240
1417	-381.586740	-320.355883
3235	-339.416290	-8.204849
3246	-340.652252	-335.857276
3249	-325.739818	-11.563549
205	-269.465281	-322.957679
1590	-344.415609	-338.318214
1690	-339.426816	-8.363935
1363	-355.525451	-3.087523
3600	-325.781571	-15.010298
878	-308.466070	-350.338608
1738	-273.759338	-6.855594
3881	-357.951284	-356.019796
3485	-324.614459	-327.143597
2264	-346.831590	-5.700777
3780	-323.320574	-21.061527
3491	-361.750275	-356.092951
2253	-325.818163	-15.239641
91	-275.011437	-5.191641
1342	-361.712098	-337.790786
3833	-324.559324	-327.770526
3117	-346.824942	-6.342711
2369	-273.760271	-6.324298
892	-288.621895	-15.454000
1990	-281.482892	-10.945808
3928	-377.799358	-332.236404
2485	-392.676111	-1.949304
2690	-231.093096	-16.135508
1808	-356.676972	-13.446062
1324	-270.399280	-256.278093
1687	-344.407598	-321.488186
884	-276.202586	-4.745101
2847	-307.566260	-312.907014
1952	-344.408452	-339.012557
1084	-309.711894	-7.265096
3741	-169.860788	-7.947891
2056	-325.729141	-15.729304
515	-287.727890	-336.360772
194	-308.496245	-349.766069
1404	-346.883049	-5.820127
3704	-348.035847	-2.807607
1558	-270.389386	-261.316156
2346	-310.909551	-4.104535
3551	-345.646761	-373.587498
2305	-376.633716	-4.587204
233	-301.382062	-6.447408
3638	-306.320806	-23.541658
1373	-324.557383	-313.588328
1816	-344.357220	-330.337348
2434	-377.845502	-327.937765
739	-309.678703	-7.665757
1138	-308.444609	-344.787550
2109	-321.219665	-2.243567
778	-324.573162	-327.735226
3375	-324.594534	-328.919023
3947	-382.782251	-375.567413
768	-193.039603	-14.124747
368	-345.595021	-364.555310
259	-309.735245	-8.336024
1704	-274.984793	-5.080867
1383	-344.398797	-332.900477
1022	-310.902683	-3.961705
3772	-356.752251	-14.819067
3921	-343.218379	-6.542913
2488	-363.508158	-2.767323
342	-323.351196	-23.464750
2062	-303.437471	-332.683472
283	-355.460155	-3.086391
1624	-340.670034	-325.081763
3819	-397.692021	-11.431821
3256	-153.459846	-11.490311
3174	-272.844804	-7.156811
1332	-209.144909	-7.930515
799	-310.910909	-4.630187
2112	-304.729640	-343.601306
3159	-324.612512	-328.061342
1703	-286.154755	-29.835126
2807	-269.176124	-27.213839
2826	-308.764658	-22.615387
459	-348.056615	-3.055535
1529	-354.275774	-1.384342
1666	-289.872246	-8.063113
188	-339.406341	-7.202416
1150	-308.551121	-346.374845
3605	-372.755216	-4.342705
2468	-307.193849	-332.807899
1087	-324.508933	-321.618658
2001	-346.833365	-6.241351
3473	-360.527434	-13.525725
922	-272.844560	-7.534730
3951	-326.977685	-4.413279
2175	-324.545475	-319.774256
1078	-309.738888	-6.948261
850	-271.623957	-18.239190
2044	-373.173910	-0.515042
2799	-340.702898	-337.286410
2390	-270.097243	-303.764668
293	-377.807580	-326.418714
443	-325.754109	-19.246990
3285	-247.192524	-9.152313
2902	-271.653205	-24.759376
3078	-383.966179	-5.290472
3173	-325.791830	-32.022879
231	-346.860243	-4.645238
1053	-340.610046	-329.716997
2435	-229.013797	-5.091351
2366	-286.466852	-324.689272
3586	-287.506415	-279.522679
2722	-344.423318	-325.407505
2138	-340.684371	-334.065368
3467	-308.494487	-345.902746
1168	-308.454820	-339.100674
3505	-274.983383	-5.461554
2632	-306.344083	-18.466576
12	-377.816587	-329.801111
3918	-289.794194	-6.416912
1683	-346.829154	-5.361068
3277	-354.254979	-1.362124
2716	-303.464433	-334.103672
1591	-249.397368	-298.007800
1610	-196.406419	-221.190142
930	-346.898838	-6.639393
1731	-381.565314	-313.764864
191	-307.610450	-311.782191
1905	-231.145151	-18.384796
529	-309.725786	-8.033270
2245	-308.434866	-342.730126
1504	-360.489720	-15.276438
1521	-323.665247	-333.562764
2830	-325.800699	-18.843294
1709	-326.941251	-4.690214
1308	-341.814212	-371.564165
162	-232.324966	-289.462087
925	-307.567279	-299.735775
3055	-285.313284	-13.424944
2372	-322.217569	-5.060204
2326	-320.768781	-323.780020
363	-320.778723	-321.263117
1351	-309.733696	-6.429924
498	-273.791878	-6.141469
1810	-288.653294	-23.852279
906	-383.969892	-5.397856
2701	-326.942959	-4.410938
411	-397.680771	-11.554276
3144	-308.472241	-339.247591
1020	-303.566436	-329.518656
3607	-325.801523	-17.977485
3726	-382.754967	-378.068447
1334	-273.765782	-6.181068
3788	-361.725962	-355.111766
2552	-340.624424	-338.090068
2016	-308.569875	-350.705107
121	-361.711483	-343.609894
1656	-323.352987	-19.014946
3085	-322.130736	-5.885306
123	-269.263476	-25.533919
3548	-79.764152	-22.093678
3820	-340.655117	-332.815894
1261	-268.282665	-14.537709
1601	-345.646864	-373.579847
3853	-271.336383	-301.605613
1295	-346.829652	-6.726850
3080	-344.436248	-339.412203
2220	-272.538190	-10.475534
1339	-285.316421	-11.691761
1296	-345.612257	-364.484811
3937	-361.713179	-350.255815
1736	-273.764207	-6.496228
3364	-305.057353	-4.673892
3874	-323.344889	-19.989637
835	-320.740782	-319.774939
1409	-285.282853	-12.521026
226	-360.556344	-15.591534
3138	-345.651520	-358.959768
3711	-303.469034	-333.604680
623	-265.457424	-26.344807
1093	-325.718074	-13.115156
2458	-361.683558	-343.147303
2147	-382.781806	-377.560495
3538	-271.350701	-308.577533
217	-271.648392	-18.369192
2743	-234.516409	-22.013415
1853	-359.314227	-3.964384
1506	-339.437849	-7.936636
2094	-325.812885	-14.134729
2800	-287.478272	-279.343800
710	-340.625597	-334.561498
844	-324.606050	-325.656855
1814	-360.537947	-12.569539
3776	-320.773105	-318.855773
521	-262.065493	-2.814736
292	-308.517192	-349.718012
347	-309.687405	-8.140241
1712	-345.612640	-370.450754
3589	-324.543443	-321.454231
2039	-360.553317	-13.187057
2168	-310.899911	-3.930302
67	-172.006141	-12.793605
3646	-305.130313	-6.060445
2778	-325.711441	-13.421453
1677	-344.412416	-332.367543
953	-392.650949	-1.984178
3003	-325.798735	-15.861087
1397	-271.624640	-20.700667
2868	-270.407057	-267.165146
3243	-377.816466	-327.200001
2503	-345.653983	-369.197613
3307	-318.647923	-8.909263
3033	-325.785262	-11.960138
3900	-308.465445	-349.022210
1283	-345.605635	-368.309214
1208	-345.608535	-369.260742
1856	-321.958301	-20.286638
867	-283.179781	-2.998089
3802	-356.724118	-13.358475
147	-345.615452	-371.022946
3882	-194.261089	-38.785959
1573	-233.255259	-208.649538
2297	-322.412936	-8.089204
3315	-269.176979	-27.630487
2822	-310.902197	-4.936925
3031	-270.411205	-267.246047
2540	-211.295796	-38.432123
2136	-263.278851	-5.009962
2521	-361.728609	-348.994402
1387	-361.698635	-339.588774
3871	-346.859809	-7.393682
2178	-339.455981	-6.790137
570	-275.012535	-4.862658
2221	-308.512137	-348.638400
3288	-348.045786	-2.677409
3743	-325.726182	-14.043701
485	-250.585183	-284.766995
449	-325.753993	-18.295559
1219	-306.334850	-17.964279
1010	-340.666160	-337.578211
2611	-346.824672	-4.623944
890	-344.458979	-334.312123
3202	-310.908741	-4.405055
1424	-212.438188	-187.567791
3781	-274.984614	-5.187007
1618	-345.629039	-365.811671
543	-310.937295	-3.795333
3628	-272.509064	-9.932488
2988	-310.923406	-4.163527
2107	-325.766177	-13.364326
2228	-308.518356	-346.954816
3905	-395.515911	-0.676186
285	-249.362379	-298.851133
2304	-286.431160	-327.464890
2409	-324.595526	-325.655558
1630	-323.431776	-19.211415
2196	-338.559964	-3.826139
176	-308.554162	-351.876011
1977	-312.131398	-3.017006
3907	-291.017966	-4.547958
723	-361.717032	-342.852124
139	-338.257996	-2.795226
3405	-269.206920	-31.154561
3845	-344.454717	-329.768805
3645	-304.681903	-344.648507
2474	-357.944802	-356.180612
832	-308.470270	-347.386981
381	-341.835557	-374.137412
3975	-309.693760	-11.072719
2620	-324.587670	-324.253578
1442	-308.465594	-341.743979
960	-310.940611	-4.838132
238	-233.253760	-211.551021
303	-375.328197	-1.267826
1160	-286.467220	-327.234036
1678	-310.955296	-4.700641
2421	-249.395323	-301.169856
3533	-232.036378	-38.441848
2356	-323.346816	-19.693331
2664	-348.047695	-3.013422
1572	-322.170570	-4.780653
686	-391.370332	-0.752486
3500	-323.345473	-25.088244
172	-282.667163	-319.770665
1910	-326.978724	-4.576440
826	-248.137789	-19.364076
837	-360.512026	-14.783407
464	-324.485629	-323.176897
819	-276.204532	-5.213943
1450	-273.757658	-6.612211
1739	-303.454720	-334.188752
1772	-361.717972	-342.745452
3092	-340.610697	-331.738646
3748	-376.556657	-4.647857
646	-323.641347	-339.921495
1471	-346.857623	-5.295560
2719	-286.477365	-328.934472
3454	-376.600944	-4.549428
1218	-287.431740	-269.672498
736	-325.799293	-12.295974
3201	-346.845480	-4.430748
2811	-326.944158	-4.614319
2469	-270.392444	-265.671195
2286	-309.728265	-7.376245
78	-270.472470	-265.550606
3647	-325.794522	-18.082887
1884	-307.577822	-303.820565
1741	-345.629842	-361.716112
845	-40.478930	-24.993644
3850	-308.528193	-346.854102
486	-288.678720	-16.587539
1202	-361.725394	-349.057821
2015	-308.518276	-345.518545
959	-492.026657	-2.902198
1194	-381.612648	-328.098954
2106	-286.476486	-330.360713
3105	-346.821661	-7.395033
2644	-320.786990	-324.168510
2125	-310.908354	-4.159863
2465	-339.464024	-7.490554
31	-359.310420	-3.007589
688	-324.491475	-316.809619
2730	-286.492223	-327.620882
2193	-383.976576	-6.283366
665	-288.571762	-13.367717
2886	-324.530742	-320.421098
3122	-232.329070	-290.450686
2447	-323.330261	-20.094375
2691	-308.505543	-347.100236
3763	-344.416821	-331.228942
1316	-361.652250	-350.824682
2908	-271.620997	-15.091561
1800	-212.439286	-188.751477
396	-372.782655	-4.848275
2766	-285.279992	-10.201204
1700	-320.782427	-318.685853
487	-307.223588	-329.367463
1060	-345.713205	-369.850066
1752	-296.265627	-2.495493
60	-382.768883	-379.605047
1553	-323.448965	-19.560112
2559	-319.571638	-19.190299
964	-291.014970	-4.275142
246	-313.537245	-2.167561
3813	-340.620847	-329.546718
3360	-382.810709	-381.083783
252	-305.913756	-10.672182
880	-345.648463	-368.252638
1023	-309.663477	-7.648501
2982	-325.722723	-13.268283
1203	-261.802956	-4.363473
3218	-325.743746	-11.118735
518	-289.791234	-6.699382
1347	-359.361259	-2.852185
516	-312.134532	-3.109903
1393	-271.647465	-14.388122
2057	-288.540318	-13.367686
1571	-470.915515	-1.113744
1227	-322.155306	-5.863240
507	-309.697879	-11.172745
450	-235.729507	-9.328422
3299	-325.725069	-16.666682
608	-309.688960	-7.988350
1396	-346.886411	-6.210270
3255	-345.578846	-369.652312
2118	-324.560961	-322.253987
3617	-345.608658	-363.849644
3938	-345.645388	-370.601526
3614	-288.627505	-15.434266
1392	-353.321142	-0.835811
1265	-227.324775	-20.130280
2550	-271.628346	-15.044937
2155	-343.243883	-8.866934
430	-307.543210	-309.347997
218	-285.311823	-11.064457
1285	-346.860450	-5.104524
1365	-361.755045	-349.705719
