no_training:5	no_test:145file identifier	 training data
52	-345.627428
76	-325.685245
54	-195.186228
111	-344.470970
117	-211.295163

file identifier 	 test data 	 predicted
103	-291.024232	-269.251823
94	-362.955075	-283.307784
58	-304.683044	-261.639944
68	-286.519735	-257.547849
140	-309.676929	-280.106784
7	-309.722879	-269.252056
19	-309.720734	-278.874293
118	-352.905052	-270.149058
78	-270.472470	-256.704377
51	-283.168740	-253.107961
18	-309.719641	-286.588658
134	-308.516376	-291.491775
85	-272.550580	-279.671649
5	-351.628383	-263.814566
55	-335.683118	-273.704673
53	-285.330157	-263.979793
125	-228.992613	-251.995798
96	-375.359188	-255.164807
57	-345.635513	-287.412831
60	-382.768883	-284.094553
70	-346.874234	-282.794073
17	-345.612580	-278.473056
135	-301.341304	-246.795579
82	-309.701458	-271.270884
92	-301.343578	-251.223175
122	-339.419649	-266.795187
48	-304.689512	-285.635211
113	-360.478880	-258.081536
141	-287.734664	-279.276492
73	-233.293627	-272.602831
130	-274.988525	-274.253639
87	-490.834069	-270.940239
81	-318.390876	-261.109989
138	-362.875317	-274.623306
88	-345.655534	-278.982115
24	-345.608180	-273.902808
27	-324.573866	-274.341684
12	-377.816587	-276.131058
1	-360.499843	-271.119040
101	-324.507184	-299.170357
47	-247.225618	-241.103402
131	-345.603479	-287.600466
62	-309.677968	-285.324083
23	-304.679494	-285.538022
69	-265.441614	-258.938424
26	-301.359287	-244.225168
38	-309.736982	-278.470483
34	-306.355655	-244.908739
3	-346.838279	-286.023244
9	-344.468531	-280.506921
89	-249.259410	-258.786426
99	-336.813559	-279.769661
8	-272.545439	-282.207837
136	-343.240623	-261.788513
29	-344.425700	-284.640779
84	-345.610574	-274.389954
105	-309.727110	-270.670809
21	-278.059333	-255.141964
126	-274.991042	-270.893110
10	-344.512001	-265.948828
33	-264.504487	-245.714590
86	-190.624631	-250.645786
16	-273.806874	-269.129371
4	-270.439280	-260.077185
90	-327.017113	-276.573499
75	-381.566310	-271.497376
25	-309.712046	-275.588710
2	-324.551643	-273.938551
145	-310.929561	-268.658464
14	-302.238859	-270.241841
107	-307.580090	-262.996247
95	-351.666551	-260.748893
74	-310.918822	-273.406273
97	-286.495035	-259.551076
67	-172.006141	-247.466570
77	-348.062001	-270.036108
61	-308.462933	-286.533526
65	-312.125621	-272.066839
124	-271.621961	-277.948835
41	-345.649146	-282.938539
114	-361.772743	-280.821376
30	-325.717105	-275.812396
20	-270.370102	-267.985283
46	-372.766726	-266.296071
108	-345.614707	-290.615822
11	-356.688211	-267.977221
13	-360.526646	-267.887639
144	-271.323089	-276.336559
146	-377.813815	-280.678487
100	-361.702143	-278.631306
129	-308.512092	-287.184373
32	-287.509315	-279.875042
93	-340.615011	-280.437578
83	-344.434906	-263.542434
109	-158.340943	-259.013761
39	-340.687222	-269.636147
112	-340.648166	-254.551658
127	-322.216227	-257.662369
50	-357.934562	-268.330429
40	-344.338878	-267.367547
121	-361.711483	-285.189009
143	-302.355005	-261.657395
80	-392.672883	-259.995280
22	-324.575190	-284.997042
106	-362.952198	-285.821884
137	-287.440932	-275.868874
31	-359.310420	-260.537362
59	-248.430371	-255.622912
63	-287.377993	-270.716501
142	-307.594137	-260.598658
79	-324.605178	-270.797050
28	-324.630221	-282.463346
6	-345.687671	-288.715382
148	-345.629933	-296.863106
128	-303.785832	-272.029171
45	-266.615452	-266.184869
116	-346.831175	-276.521052
149	-380.415966	-265.459550
66	-337.302324	-243.157701
44	-309.735489	-280.467936
123	-269.263476	-262.081529
102	-307.230370	-281.982280
133	-271.642927	-278.210146
35	-343.197784	-262.325574
139	-338.257996	-277.404950
15	-288.542593	-279.188362
115	-356.682218	-277.996625
71	-346.864282	-277.707554
147	-345.615452	-298.630525
110	-346.869123	-287.838204
132	-308.469258	-292.006520
56	-345.599154	-285.523614
104	-360.574432	-264.440256
98	-303.553222	-276.149480
0	-351.615495	-256.867055
120	-323.345161	-258.842907
43	-319.572842	-272.286676
37	-381.587333	-265.791141
64	-362.945802	-284.685541
72	-325.720699	-276.602567
49	-396.507540	-259.142206
36	-344.382282	-278.247902
119	-327.012568	-280.531624
91	-275.011437	-266.589168
42	-376.564691	-271.371232
