no_training:5	no_test:145file identifier	 training data
61	-308.462933
4	-270.439280
5	-351.628383
123	-269.263476
29	-344.425700

file identifier 	 test data 	 predicted
74	-310.918822	-308.563935
97	-286.495035	-306.268728
103	-291.024232	-298.013735
34	-306.355655	-305.372985
23	-304.679494	-312.572369
41	-345.649146	-312.201056
126	-274.991042	-303.189113
114	-361.772743	-306.161892
107	-307.580090	-306.910444
25	-309.712046	-301.089490
99	-336.813559	-305.965061
72	-325.720699	-300.395767
9	-344.468531	-310.638335
120	-323.345161	-311.804501
95	-351.666551	-316.229865
88	-345.655534	-308.547765
46	-372.766726	-316.665103
65	-312.125621	-304.173205
17	-345.612580	-314.048158
21	-278.059333	-321.110438
142	-307.594137	-306.548461
138	-362.875317	-309.167127
59	-248.430371	-304.931148
51	-283.168740	-316.919378
121	-361.711483	-310.605682
102	-307.230370	-311.707175
115	-356.682218	-302.788773
32	-287.509315	-304.870168
60	-382.768883	-308.499380
18	-309.719641	-306.341533
136	-343.240623	-315.046351
56	-345.599154	-306.631365
147	-345.615452	-311.379046
110	-346.869123	-302.803275
66	-337.302324	-312.433039
76	-325.685245	-308.405653
13	-360.526646	-311.307916
137	-287.440932	-304.870827
19	-309.720734	-303.880205
109	-158.340943	-298.117491
26	-301.359287	-314.304676
33	-264.504487	-303.303524
43	-319.572842	-308.179972
100	-361.702143	-313.525383
92	-301.343578	-300.407875
125	-228.992613	-310.863043
86	-190.624631	-312.337210
16	-273.806874	-301.489406
149	-380.415966	-305.862258
104	-360.574432	-316.965601
77	-348.062001	-304.039787
11	-356.688211	-312.636429
128	-303.785832	-302.349386
135	-301.341304	-312.699105
48	-304.689512	-308.896567
108	-345.614707	-301.804530
28	-324.630221	-309.749764
38	-309.736982	-304.064323
87	-490.834069	-316.163525
140	-309.676929	-311.683909
113	-360.478880	-316.873614
116	-346.831175	-313.217249
79	-324.605178	-307.464065
127	-322.216227	-313.957077
130	-274.988525	-308.141718
45	-266.615452	-304.260473
69	-265.441614	-305.006446
112	-340.648166	-307.621932
55	-335.683118	-309.396077
101	-324.507184	-309.097484
119	-327.012568	-306.520879
14	-302.238859	-311.717346
70	-346.874234	-301.112769
111	-344.470970	-310.946469
145	-310.929561	-307.261938
35	-343.197784	-307.673853
83	-344.434906	-310.706665
122	-339.419649	-309.856044
143	-302.355005	-315.654080
144	-271.323089	-313.232053
24	-345.608180	-306.246559
39	-340.687222	-301.638432
117	-211.295163	-305.609026
10	-344.512001	-317.502804
8	-272.545439	-315.454563
49	-396.507540	-316.807411
80	-392.672883	-302.219082
131	-345.603479	-311.348658
20	-270.370102	-312.483679
68	-286.519735	-310.701090
6	-345.687671	-311.358318
27	-324.573866	-306.788411
0	-351.615495	-315.427840
96	-375.359188	-307.654537
12	-377.816587	-319.316428
90	-327.017113	-309.916389
50	-357.934562	-298.618834
30	-325.717105	-309.274621
124	-271.621961	-301.086286
44	-309.735489	-302.150159
53	-285.330157	-299.355982
98	-303.553222	-306.700197
129	-308.512092	-308.471963
81	-318.390876	-313.652012
63	-287.377993	-307.289837
3	-346.838279	-306.882776
67	-172.006141	-314.911456
54	-195.186228	-303.186510
73	-233.293627	-306.308139
47	-247.225618	-310.689037
58	-304.683044	-300.366512
84	-345.610574	-303.225836
118	-352.905052	-312.304413
42	-376.564691	-313.923938
106	-362.952198	-308.433832
133	-271.642927	-303.398630
62	-309.677968	-310.900929
31	-359.310420	-314.786927
64	-362.945802	-305.442195
141	-287.734664	-301.424488
2	-324.551643	-304.041573
7	-309.722879	-302.925810
71	-346.864282	-313.531737
52	-345.627428	-313.206229
15	-288.542593	-294.752340
146	-377.813815	-311.044292
91	-275.011437	-298.344610
139	-338.257996	-319.326600
82	-309.701458	-311.009695
93	-340.615011	-309.267584
40	-344.338878	-301.517981
105	-309.727110	-299.265228
132	-308.469258	-310.718214
89	-249.259410	-309.476062
78	-270.472470	-301.122759
22	-324.575190	-313.877832
37	-381.587333	-308.706993
134	-308.516376	-305.573737
85	-272.550580	-314.054869
75	-381.566310	-311.774063
94	-362.955075	-303.324532
36	-344.382282	-315.074038
57	-345.635513	-308.706801
1	-360.499843	-312.108685
148	-345.629933	-312.454438
