no_training:5	no_test:3988file identifier	 training data
3751	-339.491316
2362	-305.134491
2497	-325.763216
2103	-346.834331
2801	-310.932716

file identifier 	 test data 	 predicted
1415	-338.156727	-297.149047
3108	-361.653332	-275.025571
2	-324.551643	-312.645997
450	-235.729507	-223.471840
3711	-303.469034	-304.320781
2749	-340.645995	-267.910768
1297	-345.621773	-317.250999
1388	-250.583643	-228.387647
1	-360.499843	-297.780568
2974	-396.486691	-240.017492
3278	-298.952950	-234.388649
2817	-340.641240	-286.180857
3398	-304.686259	-283.196136
990	-309.684377	-301.734943
3465	-324.548021	-327.775859
3605	-372.755216	-257.871510
2662	-345.635068	-269.703178
2165	-319.567241	-282.835874
1614	-325.736331	-337.926094
1600	-249.301818	-235.344916
695	-345.700085	-311.375163
639	-270.405973	-225.409157
3392	-361.774979	-291.280105
3169	-310.902849	-288.463181
3256	-153.459846	-123.305945
2548	-340.654465	-309.095307
781	-362.918463	-302.297887
960	-310.940611	-271.150257
2037	-345.620113	-319.062849
378	-356.705084	-305.689484
3049	-324.610004	-309.953844
3438	-312.132858	-284.499632
776	-325.781815	-329.248217
1974	-345.655745	-289.919961
3558	-339.464817	-281.871894
3461	-320.776316	-269.653561
3188	-325.807242	-317.309685
1914	-288.576123	-280.210905
984	-248.443503	-212.463386
2716	-303.464433	-288.220659
565	-356.730212	-255.493834
3360	-382.810709	-268.884336
640	-345.616264	-326.809017
291	-304.683134	-301.606088
770	-381.612946	-294.087530
3505	-274.983383	-251.816112
472	-273.761356	-272.379836
2272	-324.528642	-319.365282
3417	-354.292460	-222.396777
3167	-309.688639	-311.698649
247	-304.688358	-303.108389
235	-270.375081	-275.859845
2105	-335.635972	-281.160059
2776	-313.573888	-243.103131
1752	-296.265627	-242.108954
2371	-307.253245	-284.754810
1000	-339.452428	-279.574310
2048	-235.699029	-237.606872
2883	-308.757991	-272.977860
290	-348.056024	-298.310936
305	-346.859213	-330.067335
3443	-346.866543	-308.808850
1526	-269.267574	-268.202719
1100	-380.373569	-266.386668
3551	-345.646761	-323.049163
1936	-360.564423	-316.207600
1718	-356.706262	-256.720498
3699	-355.497878	-271.541357
3221	-308.477915	-285.492551
2378	-339.490841	-308.978220
3837	-343.468335	-267.207247
3017	-271.339346	-229.166951
670	-324.618078	-333.151305
753	-361.710299	-256.967523
3583	-325.721011	-294.251941
3816	-272.830720	-241.796166
1620	-270.431243	-248.301446
873	-273.763068	-250.778296
3159	-324.612512	-307.187990
404	-324.595399	-318.221939
3082	-272.586248	-274.885046
2026	-272.837907	-233.423426
1872	-272.566631	-292.323914
652	-345.620593	-292.222249
767	-346.861463	-310.849166
2319	-271.316064	-248.549868
2454	-288.578155	-308.923062
3395	-248.436061	-213.861954
1409	-285.282853	-278.556207
217	-271.648392	-265.555666
171	-361.745138	-297.399873
727	-272.562906	-267.216929
2110	-341.867094	-338.884588
2391	-310.927566	-272.088801
492	-305.904760	-292.368122
1354	-382.790027	-242.259240
3778	-309.700675	-277.444902
799	-310.910909	-273.773113
19	-309.720734	-262.648188
1773	-304.696646	-302.421899
2078	-324.575989	-300.184894
1810	-288.653294	-264.334474
2480	-344.385369	-346.156495
2692	-356.663387	-281.145061
1278	-362.942040	-290.591709
482	-272.599303	-268.059408
1917	-325.790782	-307.352333
1666	-289.872246	-263.214132
2041	-346.821470	-290.057069
2092	-288.572051	-285.430029
2059	-345.674176	-277.220564
3132	-309.670613	-307.517977
2657	-308.451299	-315.963985
2330	-287.681216	-269.481960
2441	-310.909223	-302.367211
1136	-271.296056	-265.114831
855	-271.614051	-258.649709
2816	-310.905786	-294.244285
3821	-308.427345	-311.015218
3788	-361.725962	-296.935102
2887	-345.641890	-280.247970
322	-346.832352	-324.716786
1006	-336.843788	-275.119226
3242	-397.707881	-232.940245
3889	-360.533387	-275.880906
3076	-247.198000	-219.742092
484	-351.639205	-246.425094
1687	-344.407598	-326.005155
3177	-287.662612	-259.199381
2574	-273.812881	-262.916479
2422	-325.718957	-304.153374
1988	-312.124451	-278.895636
1899	-308.478846	-283.212358
3418	-308.467120	-277.716680
1785	-273.751900	-273.447869
445	-319.610687	-287.483203
3227	-348.043668	-258.242472
1121	-333.449362	-230.667728
1770	-309.719198	-271.111328
131	-345.603479	-285.216664
3500	-323.345473	-252.668220
2508	-324.574476	-314.413729
3026	-250.478855	-282.224131
3251	-306.056425	-261.180279
2645	-362.923114	-297.451989
3554	-309.689751	-295.909006
2477	-360.539944	-288.058114
3513	-340.637067	-322.944010
342	-323.351196	-314.552013
2990	-376.661483	-286.532562
1475	-362.957353	-300.227615
497	-287.470402	-254.176187
3767	-324.568597	-306.326373
3214	-344.426062	-329.139462
3090	-287.362939	-282.232532
2369	-273.760271	-267.686805
3887	-242.196351	-204.123866
2437	-356.692640	-258.419082
1391	-323.317575	-316.343326
2147	-382.781806	-285.516742
220	-276.205821	-251.473371
3858	-308.459001	-293.840598
3915	-309.687698	-286.251831
0	-351.615495	-249.276659
426	-362.933001	-295.920647
2592	-308.486071	-323.219110
163	-319.624414	-292.723624
1184	-286.506282	-280.691385
167	-310.912077	-287.901919
3236	-310.912270	-295.826567
1839	-355.496901	-242.394910
395	-234.447743	-243.332696
3402	-234.522504	-235.003743
552	-340.639366	-299.110366
822	-336.845442	-264.147693
3168	-323.614890	-266.667676
2873	-307.545713	-286.841231
227	-377.805829	-256.679559
2251	-430.448052	-150.193651
1696	-320.785074	-296.981950
1741	-345.629842	-307.204712
134	-308.516376	-309.159599
2381	-346.856604	-304.797554
1783	-320.761312	-304.755929
2753	-310.904304	-277.230955
880	-345.648463	-306.118201
720	-381.594735	-242.166770
1327	-320.768458	-285.270230
3952	-269.175627	-278.196706
2117	-346.839895	-319.480294
1848	-273.769835	-271.724952
3974	-323.433262	-279.290902
2866	-344.431605	-327.323715
2655	-235.723792	-233.217510
475	-304.691568	-293.804484
2755	-381.595252	-264.346183
3495	-288.563768	-296.117025
2162	-340.613712	-270.240560
2235	-318.409670	-256.126870
3599	-308.482454	-316.528186
1141	-115.679136	-77.798015
3428	-288.564752	-299.583098
2680	-340.664901	-301.723465
1257	-346.855622	-289.146762
2470	-309.688189	-295.800048
1937	-287.438379	-229.561683
1101	-307.244627	-244.013411
82	-309.701458	-296.738658
1504	-360.489720	-271.069806
1930	-341.835805	-311.538786
2925	-301.394865	-263.366759
3567	-309.693494	-255.500425
2232	-56.525887	-49.910767
412	-372.768039	-259.215983
2029	-380.417684	-262.364181
85	-272.550580	-259.334811
614	-383.982605	-275.012989
2608	-306.369631	-275.136858
356	-372.741729	-269.264648
2004	-346.839235	-311.314928
1061	-343.531666	-255.995849
814	-308.509272	-282.441247
3400	-289.799552	-311.244676
3585	-308.497008	-260.304344
2420	-340.625366	-286.856089
592	-307.614861	-267.867730
971	-324.624537	-294.656740
3760	-280.314080	-274.224479
1468	-345.650338	-301.165996
197	-233.549368	-191.083780
2056	-325.729141	-320.031922
3172	-274.982310	-250.875181
1754	-269.221561	-262.604779
1986	-344.459234	-283.335855
1769	-324.569009	-282.974613
1861	-235.696852	-232.806412
2659	-324.461004	-319.277752
2197	-309.684327	-269.235505
1827	-343.492484	-248.656344
2877	-324.556404	-305.601990
2206	-312.126404	-287.105419
2902	-271.653205	-245.741503
1394	-396.500849	-247.219796
2038	-348.056093	-306.715811
1462	-312.136049	-276.184604
1528	-360.446475	-292.061825
2143	-288.628466	-299.425223
3568	-308.468418	-276.124852
1188	-306.054267	-247.015963
175	-361.754326	-280.155878
3018	-345.638117	-299.968220
623	-265.457424	-280.682076
1181	-323.657279	-261.013080
2982	-325.722723	-322.497098
3142	-376.617653	-270.764305
3867	-356.726146	-269.465124
1242	-308.508254	-270.768033
511	-320.778636	-271.652376
741	-344.434318	-302.638998
454	-265.283843	-292.853289
1967	-288.573475	-299.513307
1476	-308.455419	-265.737880
3060	-270.441145	-262.420971
1382	-360.492675	-317.765838
2280	-359.345792	-279.974302
465	-266.553159	-267.806139
2053	-320.769272	-275.602302
585	-229.918003	-187.037259
1877	-287.407788	-274.023773
979	-309.713440	-320.995152
2684	-310.940657	-270.246113
3455	-270.401061	-250.783540
559	-362.935404	-293.789636
3162	-324.546164	-315.715633
320	-232.333410	-209.181906
2638	-309.688194	-271.874796
988	-341.827199	-286.755460
35	-343.197784	-250.325387
1012	-266.609146	-268.045310
3830	-346.817778	-285.174060
339	-356.705991	-296.924561
2537	-317.434422	-254.799928
894	-338.247875	-258.781057
1312	-381.612501	-287.278173
603	-346.867624	-305.960451
2514	-354.197108	-286.782069
684	-361.753989	-308.493633
240	-286.517094	-279.309789
2713	-310.904631	-288.041766
2682	-324.528297	-261.536097
355	-273.761263	-269.173286
2168	-310.899911	-282.623580
253	-305.838224	-303.850202
3341	-291.021228	-276.606042
2828	-232.030352	-208.173774
184	-322.436757	-286.584463
1219	-306.334850	-278.523127
2025	-249.363808	-256.863644
1316	-361.652250	-297.082901
364	-117.824798	-99.694784
1594	-323.433551	-309.015351
3473	-360.527434	-300.395767
3966	-376.570141	-294.951459
703	-340.656580	-287.009053
1868	-326.949224	-317.351352
1286	-310.906869	-289.212478
1105	-302.306944	-295.496549
3808	-345.614760	-310.650347
2013	-343.195410	-312.824715
949	-344.463502	-306.335585
3138	-345.651520	-309.612659
711	-341.849127	-293.235647
2958	-324.580268	-302.266998
3453	-321.254976	-254.346936
1001	-304.724431	-299.721792
3572	-322.172641	-324.275403
2767	-340.635968	-292.564117
1893	-344.385273	-308.815110
1205	-304.682331	-291.931576
9	-344.468531	-286.759479
2342	-309.680487	-299.472380
3791	-360.491959	-296.662589
2517	-308.462063	-306.296038
3129	-361.692023	-288.120961
2123	-327.010026	-292.491417
2611	-346.824672	-284.675125
3025	-324.573338	-325.831262
579	-281.480583	-247.368001
1650	-341.836348	-319.843296
3525	-340.662316	-276.621885
3048	-381.616883	-267.866151
1637	-343.503600	-247.707381
1641	-340.647224	-303.370430
3166	-326.949535	-290.494437
2710	-361.773017	-306.641118
3713	-325.748400	-295.560510
677	-324.594116	-302.742812
2541	-341.834413	-255.371520
2350	-341.853951	-326.221231
2561	-325.778234	-313.027422
3484	-341.890999	-328.456095
2789	-340.629283	-283.208094
1480	-324.584824	-298.396641
3712	-300.148891	-252.651960
2840	-284.048718	-270.437244
2879	-265.401151	-283.685989
2578	-324.576080	-339.137756
1222	-325.805865	-320.884668
2542	-326.951186	-283.505666
2553	-302.545562	-263.894135
2832	-250.585843	-241.854974
2424	-273.764093	-243.045710
1038	-267.106213	-219.642839
1319	-308.560759	-293.218275
2468	-307.193849	-305.348011
1082	-310.901659	-290.183350
3710	-308.565933	-292.099875
3315	-269.176979	-261.784469
3489	-308.508824	-306.819130
2673	-345.652182	-313.265016
512	-346.861026	-286.183853
506	-234.516241	-243.167091
3420	-306.358581	-283.009225
