no_training:5	no_test:145file identifier	 training data
105	-309.727110
91	-275.011437
66	-337.302324
80	-392.672883
77	-348.062001

file identifier 	 test data 	 predicted
143	-302.355005	-350.044242
128	-303.785832	-307.953449
57	-345.635513	-341.055431
18	-309.719641	-278.297894
32	-287.509315	-335.306651
148	-345.629933	-296.141942
132	-308.469258	-316.709084
119	-327.012568	-347.080657
52	-345.627428	-318.717225
88	-345.655534	-320.596484
115	-356.682218	-353.600594
123	-269.263476	-328.238979
103	-291.024232	-313.278666
16	-273.806874	-300.077504
24	-345.608180	-325.323670
49	-396.507540	-370.903529
30	-325.717105	-318.284230
95	-351.666551	-374.486085
31	-359.310420	-372.098396
70	-346.874234	-326.422441
8	-272.545439	-294.845620
34	-306.355655	-311.024959
71	-346.864282	-311.110159
63	-287.377993	-275.795467
146	-377.813815	-381.731010
122	-339.419649	-351.402314
5	-351.628383	-374.853612
85	-272.550580	-394.870582
13	-360.526646	-364.165413
81	-318.390876	-356.579985
28	-324.630221	-316.195498
47	-247.225618	-284.762025
73	-233.293627	-269.619311
54	-195.186228	-294.314666
149	-380.415966	-364.428100
126	-274.991042	-280.440106
90	-327.017113	-279.756444
141	-287.734664	-333.906958
75	-381.566310	-380.084823
79	-324.605178	-308.499660
110	-346.869123	-340.198655
29	-344.425700	-323.095755
64	-362.945802	-319.045694
53	-285.330157	-350.623574
101	-324.507184	-401.638590
59	-248.430371	-281.465482
2	-324.551643	-333.995512
65	-312.125621	-272.419416
121	-361.711483	-356.122438
42	-376.564691	-392.922673
118	-352.905052	-378.633606
43	-319.572842	-364.211528
55	-335.683118	-368.038202
136	-343.240623	-368.486440
129	-308.512092	-317.034535
144	-271.323089	-305.349738
147	-345.615452	-328.423811
137	-287.440932	-311.291277
133	-271.642927	-270.865615
114	-361.772743	-358.379991
97	-286.495035	-337.127268
131	-345.603479	-363.639924
45	-266.615452	-296.429205
124	-271.621961	-263.591393
89	-249.259410	-291.538969
67	-172.006141	-281.520781
48	-304.689512	-299.512559
15	-288.542593	-314.469965
87	-490.834069	-416.753693
142	-307.594137	-301.044194
39	-340.687222	-345.702924
82	-309.701458	-291.073845
72	-325.720699	-311.053740
98	-303.553222	-363.836043
120	-323.345161	-366.608057
94	-362.955075	-341.940301
58	-304.683044	-336.528577
60	-382.768883	-324.179813
21	-278.059333	-326.335198
33	-264.504487	-324.629835
69	-265.441614	-325.244662
145	-310.929561	-258.936648
100	-361.702143	-372.228767
12	-377.816587	-398.134832
99	-336.813559	-364.504640
50	-357.934562	-379.756839
139	-338.257996	-393.676442
61	-308.462933	-325.146708
46	-372.766726	-387.070798
27	-324.573866	-329.816300
109	-158.340943	-259.883194
20	-270.370102	-292.284331
107	-307.580090	-351.198867
36	-344.382282	-313.444690
40	-344.338878	-339.234804
51	-283.168740	-339.236851
10	-344.512001	-353.331792
135	-301.341304	-344.428201
7	-309.722879	-323.499246
86	-190.624631	-349.825991
134	-308.516376	-276.148623
96	-375.359188	-374.152711
4	-270.439280	-308.441896
140	-309.676929	-332.057509
78	-270.472470	-270.685627
17	-345.612580	-310.159575
112	-340.648166	-372.644492
14	-302.238859	-360.575423
11	-356.688211	-381.172028
108	-345.614707	-325.502156
92	-301.343578	-342.401306
113	-360.478880	-351.142897
9	-344.468531	-375.679191
23	-304.679494	-338.079536
117	-211.295163	-285.440611
25	-309.712046	-265.908715
102	-307.230370	-321.993086
35	-343.197784	-390.054425
138	-362.875317	-351.006851
3	-346.838279	-338.413669
93	-340.615011	-329.542400
125	-228.992613	-311.026609
130	-274.988525	-305.686337
111	-344.470970	-360.094201
104	-360.574432	-341.851780
44	-309.735489	-309.626683
22	-324.575190	-336.074013
76	-325.685245	-309.087312
19	-309.720734	-293.460012
6	-345.687671	-314.994098
37	-381.587333	-358.248223
116	-346.831175	-303.672499
84	-345.610574	-346.534733
1	-360.499843	-367.242900
41	-345.649146	-342.472031
68	-286.519735	-300.890195
62	-309.677968	-324.855590
106	-362.952198	-319.913347
56	-345.599154	-338.683534
127	-322.216227	-359.503157
0	-351.615495	-372.991141
26	-301.359287	-358.858968
38	-309.736982	-326.239745
74	-310.918822	-332.265763
83	-344.434906	-354.000287
