no_training:25	no_test:125file identifier	 training data
97	-286.495035
39	-340.687222
143	-302.355005
95	-351.666551
112	-340.648166
0	-351.615495
105	-309.727110
96	-375.359188
133	-271.642927
108	-345.614707
27	-324.573866
68	-286.519735
115	-356.682218
140	-309.676929
113	-360.478880
64	-362.945802
30	-325.717105
20	-270.370102
26	-301.359287
121	-361.711483
107	-307.580090
22	-324.575190
32	-287.509315
148	-345.629933
142	-307.594137

file identifier 	 test data 	 predicted
40	-344.338878	-317.979011
14	-302.238859	-335.772936
46	-372.766726	-363.404302
31	-359.310420	-373.653019
85	-272.550580	-246.713653
86	-190.624631	-307.449712
104	-360.574432	-338.214107
69	-265.441614	-284.874590
75	-381.566310	-369.334713
56	-345.599154	-336.893141
8	-272.545439	-289.511832
9	-344.468531	-341.067027
111	-344.470970	-344.110325
124	-271.621961	-286.505429
35	-343.197784	-348.384263
42	-376.564691	-372.223372
103	-291.024232	-278.583565
41	-345.649146	-335.420262
59	-248.430371	-278.570264
52	-345.627428	-323.067935
99	-336.813559	-342.332282
6	-345.687671	-330.394640
36	-344.382282	-326.928894
5	-351.628383	-358.758260
51	-283.168740	-330.257888
137	-287.440932	-334.286609
141	-287.734664	-276.074015
114	-361.772743	-364.822086
145	-310.929561	-297.571189
84	-345.610574	-352.199307
61	-308.462933	-302.128220
57	-345.635513	-328.952256
83	-344.434906	-354.082606
139	-338.257996	-367.031479
101	-324.507184	-318.381874
7	-309.722879	-317.994183
88	-345.655534	-334.062841
62	-309.677968	-328.989854
13	-360.526646	-358.844960
10	-344.512001	-342.210070
73	-233.293627	-244.128686
128	-303.785832	-317.974216
109	-158.340943	-203.326192
106	-362.952198	-340.208979
80	-392.672883	-368.877347
11	-356.688211	-338.554448
63	-287.377993	-285.389518
138	-362.875317	-356.371194
29	-344.425700	-348.581578
60	-382.768883	-354.800194
28	-324.630221	-317.514096
147	-345.615452	-339.480861
94	-362.955075	-322.889864
120	-323.345161	-332.906855
79	-324.605178	-346.788148
48	-304.689512	-329.970094
135	-301.341304	-318.159221
45	-266.615452	-271.557048
144	-271.323089	-279.709528
71	-346.864282	-324.085315
66	-337.302324	-352.299726
82	-309.701458	-306.137411
149	-380.415966	-372.032028
132	-308.469258	-330.364847
123	-269.263476	-300.509263
49	-396.507540	-386.374177
122	-339.419649	-364.749627
74	-310.918822	-334.130584
43	-319.572842	-323.419752
116	-346.831175	-328.583998
4	-270.439280	-280.354591
18	-309.719641	-309.011005
77	-348.062001	-304.456107
2	-324.551643	-325.941335
65	-312.125621	-294.533882
117	-211.295163	-260.925166
17	-345.612580	-336.275705
126	-274.991042	-244.597316
125	-228.992613	-296.350389
33	-264.504487	-277.377859
78	-270.472470	-294.491259
37	-381.587333	-371.652414
87	-490.834069	-469.640593
3	-346.838279	-317.154571
91	-275.011437	-272.272777
93	-340.615011	-343.177489
58	-304.683044	-333.286594
134	-308.516376	-289.516195
21	-278.059333	-316.190210
23	-304.679494	-303.413632
146	-377.813815	-378.185402
47	-247.225618	-318.019872
118	-352.905052	-350.745044
127	-322.216227	-330.663277
130	-274.988525	-235.807996
92	-301.343578	-319.240315
67	-172.006141	-258.081754
102	-307.230370	-296.456424
53	-285.330157	-295.138123
50	-357.934562	-356.974442
55	-335.683118	-328.626661
76	-325.685245	-334.993271
25	-309.712046	-312.078612
38	-309.736982	-315.366591
98	-303.553222	-297.207746
136	-343.240623	-347.177027
70	-346.874234	-346.453070
1	-360.499843	-379.472463
72	-325.720699	-314.944724
54	-195.186228	-247.226865
19	-309.720734	-274.699832
24	-345.608180	-346.530529
44	-309.735489	-306.695539
81	-318.390876	-330.964559
110	-346.869123	-326.510963
119	-327.012568	-338.556744
12	-377.816587	-369.671213
100	-361.702143	-344.939690
34	-306.355655	-328.229922
129	-308.512092	-300.150141
15	-288.542593	-269.849335
90	-327.017113	-328.528147
131	-345.603479	-340.614715
89	-249.259410	-259.053980
16	-273.806874	-295.346035
