no_training:10	no_test:3983file identifier	 training data
282	-325.714378
1567	-356.714706
2023	-317.402836
3788	-361.725962
2142	-324.624987
1236	-155.897345
669	-377.780670
3504	-308.561061
129	-308.512092
3945	-304.737186

file identifier 	 test data 	 predicted
1788	-345.646841	-308.710474
3127	-327.010419	-325.052992
2254	-359.388326	-356.920100
3419	-335.590859	-250.162682
1247	-325.770105	-322.886588
770	-381.612946	-250.189596
3154	-309.714008	-308.735159
907	-381.607752	-252.795725
561	-264.226909	-281.313693
3697	-312.119261	-303.594849
375	-346.857432	-312.010865
3536	-352.836930	-205.713925
2820	-308.557865	-308.173040
520	-309.720011	-308.336408
3255	-345.578846	-307.937707
2926	-320.764569	-273.810188
2362	-305.134491	-303.070278
338	-272.544500	-192.661169
3477	-348.046236	-308.762284
3143	-286.432042	-312.342648
2112	-304.729640	-303.648013
539	-341.886521	-364.586476
1017	-308.419735	-308.621739
1711	-345.611239	-307.431291
2108	-267.944278	-279.977392
2760	-155.908941	-155.500695
3562	-360.524672	-352.590572
1903	-309.678054	-306.542002
54	-195.186228	-180.070569
3056	-269.180682	-281.146449
1467	-345.613895	-308.652289
690	-375.420808	-373.564743
707	-381.585428	-253.056631
1435	-193.963318	-180.471180
2050	-362.937518	-357.982694
845	-40.478930	-140.858652
171	-361.745138	-361.828713
3602	-361.683811	-358.241684
829	-310.909285	-306.752305
3354	-360.529236	-357.565214
1503	-327.014214	-322.873147
471	-324.532283	-324.195216
1433	-325.729800	-326.711352
2510	-325.797299	-324.331433
1539	-382.755486	-249.725498
1485	-309.731369	-309.075643
3984	-344.418857	-310.110707
3876	-304.574737	-303.839412
541	-325.714161	-326.430738
590	-346.857871	-306.330391
1182	-304.738393	-304.757100
2085	-309.695312	-308.631078
1993	-339.504090	-363.097530
2886	-324.530742	-326.446482
1821	-308.473320	-309.551593
3546	-233.219124	-204.183760
1156	-154.972731	-233.745742
3534	-320.785748	-283.319379
1804	-324.542706	-326.590280
1727	-324.606977	-322.031366
2365	-345.689766	-308.320832
858	-340.661797	-364.204849
2320	-362.876210	-352.905496
3101	-360.503577	-357.399049
918	-310.917344	-307.506032
3082	-272.586248	-192.379894
424	-309.717380	-308.988921
1189	-287.322957	-259.526123
2199	-377.815601	-373.246168
3420	-306.358581	-303.578502
3208	-288.572843	-258.826770
2586	-191.810916	-252.158938
2724	-376.591176	-371.048011
1966	-302.558699	-354.467372
3714	-265.398572	-283.324216
3849	-360.531172	-353.225934
450	-235.729507	-201.274134
755	-324.568345	-322.247967
3800	-346.862839	-304.758432
101	-324.507184	-321.713054
3431	-323.229212	-323.794363
3987	-324.506120	-312.523614
2324	-346.831385	-306.589254
2755	-381.595252	-250.214615
479	-77.308427	-145.136936
1122	-345.601318	-307.814411
1177	-325.808092	-321.937343
3293	-360.535142	-356.996117
1849	-324.547957	-327.072790
2388	-309.695742	-302.267951
1269	-307.563525	-303.775646
1369	-392.662003	-330.282358
1174	-345.614442	-308.718649
1715	-286.486570	-313.864686
179	-362.928160	-358.705501
3130	-270.427802	-281.161452
443	-325.754109	-325.258420
327	-324.607903	-321.830072
3197	-309.714859	-307.523411
3931	-288.683173	-258.687805
234	-308.467880	-305.589836
1615	-287.344000	-260.831202
1573	-233.255259	-200.664359
2656	-376.622509	-370.137001
3120	-309.689111	-309.383403
3181	-307.209274	-307.384961
727	-272.562906	-192.226231
2271	-310.916474	-308.271300
152	-306.286325	-301.588047
3807	-361.706503	-355.338334
2027	-376.585000	-377.004315
3270	-273.788787	-192.091445
817	-345.619715	-308.210805
2705	-270.384180	-282.552730
2672	-355.556836	-353.371823
2596	-339.467484	-360.376963
3753	-271.652242	-280.583049
3686	-344.462681	-308.942451
1726	-381.506605	-249.601182
3365	-396.458774	-283.587833
475	-304.691568	-303.530571
1104	-287.315479	-260.321046
63	-287.377993	-260.835174
641	-322.439472	-345.133894
14	-302.238859	-300.827286
3483	-308.500974	-309.534102
453	-375.430225	-356.751601
2237	-325.784144	-321.967081
533	-287.720383	-313.826653
1621	-346.884834	-309.767079
2414	-382.803358	-258.212140
2625	-291.021574	-260.752505
1293	-271.369084	-190.822673
1709	-326.941251	-326.637323
799	-310.910909	-305.749748
1113	-234.484521	-198.345564
2060	-362.945811	-359.424122
945	-264.243028	-275.610971
2545	-324.614082	-321.520024
1999	-233.547877	-264.130075
1049	-323.336196	-320.899968
3510	-340.674744	-363.653725
1121	-333.449362	-257.662732
2621	-305.145002	-300.980160
1599	-304.689816	-302.111937
535	-248.416462	-302.263386
1393	-271.647465	-284.992908
2587	-376.609234	-370.952351
2232	-56.525887	-163.669052
738	-324.592221	-321.783743
1475	-362.957353	-355.618705
94	-362.955075	-354.701204
3299	-325.725069	-325.668919
2556	-321.958604	-282.832014
2751	-273.787799	-191.528246
1191	-360.510716	-354.087144
3291	-362.911941	-356.998290
2125	-310.908354	-308.213583
1397	-271.624640	-282.407554
2396	-307.546144	-300.259248
1911	-272.582516	-192.887394
1438	-356.728392	-360.745590
618	-308.467888	-308.807281
2016	-308.569875	-306.847426
1725	-360.495137	-351.867979
3741	-169.860788	-249.725250
1896	-326.971392	-322.327369
72	-325.720699	-326.412330
3920	-319.574905	-285.660013
3266	-287.736841	-308.547175
1427	-340.646339	-362.591289
3721	-284.372483	-313.176303
640	-345.616264	-305.664501
2044	-373.173910	-248.053852
825	-340.536374	-353.870063
3128	-341.867138	-361.246052
3367	-269.216969	-282.397585
3681	-310.914919	-306.212310
613	-309.689486	-305.984155
1663	-232.351764	-265.005656
432	-344.390227	-306.647485
538	-324.494520	-326.040992
3003	-325.798735	-326.537880
399	-304.735224	-304.285561
141	-287.734664	-313.799911
64	-362.945802	-356.015528
559	-362.935404	-354.845769
1310	-307.529289	-301.695759
209	-308.493663	-309.133503
1363	-355.525451	-351.310521
112	-340.648166	-358.487439
2434	-377.845502	-374.229404
3868	-360.526225	-357.915889
1589	-324.608694	-323.096483
25	-309.712046	-306.940233
1523	-340.646229	-363.223434
3406	-286.459793	-314.017290
3050	-303.940271	-298.629544
3441	-372.686714	-292.682919
3401	-338.175569	-351.378596
2366	-286.466852	-311.383536
3336	-308.477672	-306.750041
1997	-271.666841	-283.840762
3897	-324.519277	-312.168600
2769	-376.563238	-374.215375
1292	-323.652284	-343.260181
2726	-324.475651	-323.637714
1536	-324.492974	-325.331557
341	-273.735711	-193.194458
2138	-340.684371	-362.146135
3572	-322.172641	-322.072452
1464	-381.610550	-253.212489
1769	-324.569009	-321.446944
9	-344.468531	-305.161277
656	-376.605347	-376.058928
205	-269.465281	-293.110360
632	-361.705069	-356.744556
2883	-308.757991	-299.292386
78	-270.472470	-284.078955
2698	-344.434438	-310.315594
3073	-309.734862	-307.415447
28	-324.630221	-323.813965
3917	-274.985822	-192.507114
1261	-268.282665	-293.348473
616	-345.676243	-310.529237
3654	-307.541973	-302.858962
818	-387.475673	-230.005617
1737	-323.398064	-320.806770
2743	-234.516409	-201.586022
254	-285.284456	-308.344207
1355	-361.727678	-357.694162
3131	-303.560907	-304.232940
2402	-235.696227	-201.421052
82	-309.701458	-309.714240
335	-361.729115	-352.593490
262	-345.647032	-310.046906
3095	-339.431197	-362.878876
1296	-345.612257	-304.985891
3617	-345.608658	-307.294511
2004	-346.839235	-310.191608
1007	-235.694216	-200.736858
1380	-288.625728	-257.338825
385	-305.159206	-302.371407
570	-275.012535	-191.322705
1045	-344.449852	-307.357284
3557	-344.382663	-307.951325
876	-325.807685	-321.334698
1175	-361.742598	-357.432211
418	-324.565412	-326.067362
2909	-361.687451	-356.621099
765	-317.447668	-324.646161
1148	-284.062954	-303.338804
1974	-345.655745	-307.829305
3812	-271.623066	-284.262145
911	-356.711832	-357.340919
