no_training:25	no_test:3968file identifier	 training data
850	-271.623957
1128	-361.695007
1079	-287.347000
3425	-324.547564
2203	-310.911529
2035	-249.294409
2468	-307.193849
2337	-324.588418
2315	-273.793520
881	-234.470813
1227	-322.155306
3268	-324.562156
180	-360.505528
781	-362.918463
2854	-325.810616
1190	-377.830859
3106	-273.735646
3958	-291.015785
1439	-340.590431
3523	-325.728070
2996	-324.566568
1832	-309.737802
190	-354.290746
176	-308.554162
1017	-308.419735

file identifier 	 test data 	 predicted
3018	-345.638117	-343.628478
1320	-340.656628	-354.953929
1139	-270.382725	-266.304866
581	-287.683128	-299.895698
22	-324.575190	-329.364051
1964	-309.726463	-319.590617
1820	-324.522751	-305.951878
3653	-309.763576	-327.186689
1588	-323.678800	-304.546046
175	-361.754326	-392.339228
926	-345.680086	-327.466867
584	-309.681686	-312.434862
3166	-326.949535	-333.386547
1262	-356.712023	-352.463743
2378	-339.490841	-335.177918
2692	-356.663387	-316.268646
3592	-323.367866	-333.963821
1467	-345.613895	-362.075734
2845	-307.602080	-270.055142
3704	-348.035847	-349.940633
1826	-285.242094	-275.099517
1521	-323.665247	-276.893231
3687	-325.793945	-315.480380
3265	-324.569062	-334.949623
1985	-339.481708	-352.404251
698	-274.985880	-255.245486
1773	-304.696646	-301.840688
2089	-308.469081	-301.364107
3414	-285.313674	-272.489274
1285	-346.860450	-343.015045
372	-337.283890	-297.253944
1349	-286.542391	-254.868538
2393	-324.608961	-326.655458
408	-208.863267	-213.718726
3833	-324.559324	-329.537755
279	-306.012858	-309.087122
2539	-321.276274	-271.912651
1525	-345.608193	-336.611151
2334	-472.135006	-447.930655
1797	-194.267232	-190.909686
1206	-342.315546	-317.031062
3478	-343.296547	-306.161294
1466	-340.657975	-341.257181
1159	-325.779568	-336.611132
1554	-320.728167	-334.271308
1342	-361.712098	-353.847217
1471	-346.857623	-321.815784
310	-308.480308	-299.701207
1032	-346.816694	-341.192812
2860	-345.600676	-345.553368
124	-271.621961	-269.975641
1839	-355.496901	-370.643004
3836	-346.833711	-338.790611
1841	-325.788368	-309.834016
2529	-229.969129	-208.393703
644	-376.595314	-376.211551
3872	-340.691219	-348.793544
589	-340.604189	-351.566428
2664	-348.047695	-332.006507
1851	-361.717868	-379.446317
1199	-377.813742	-369.918357
2346	-310.909551	-301.589999
3126	-360.523204	-369.594427
388	-340.594424	-332.936539
3296	-345.650105	-346.206328
2844	-301.377995	-285.803235
268	-362.957295	-363.821387
2109	-321.219665	-305.373158
3835	-309.693085	-334.694470
3174	-272.844804	-295.513760
2531	-157.115484	-193.321342
371	-380.374978	-375.133956
919	-272.589999	-279.847143
1711	-345.611239	-363.854608
3795	-310.908453	-304.273924
2900	-272.554670	-283.821852
3101	-360.503577	-343.750045
1006	-336.843788	-293.032968
3647	-325.794522	-313.584430
3173	-325.791830	-329.017739
2429	-306.081547	-304.273897
2827	-345.615042	-361.993692
3652	-361.720088	-345.052560
3579	-356.677429	-372.052463
264	-339.450073	-323.307260
760	-324.605411	-339.939893
3792	-360.525610	-327.159786
1577	-355.468067	-327.184930
834	-346.828689	-365.079343
2252	-382.779570	-350.888456
2163	-324.503356	-325.565899
1730	-345.663299	-310.950291
2933	-360.538112	-372.472115
2269	-308.452310	-308.084323
3267	-320.776472	-281.461408
2340	-310.899612	-317.662254
2342	-309.680487	-334.221672
249	-306.347185	-290.861995
2283	-231.111403	-275.854445
2164	-304.744503	-262.613074
694	-344.360007	-333.648066
3089	-327.025329	-331.228721
955	-345.632414	-330.039971
2768	-340.690205	-357.875096
3917	-274.985822	-268.755703
2546	-248.018573	-240.254628
3578	-286.432515	-277.634601
3620	-359.351415	-321.843167
3658	-309.682445	-325.151065
2698	-344.434438	-355.394252
2836	-345.652670	-348.028297
3715	-381.567301	-364.661774
835	-320.740782	-312.811691
882	-169.557758	-210.548976
1327	-320.768458	-308.549644
2764	-195.179738	-210.416126
447	-271.627826	-279.192558
181	-412.528245	-395.056854
152	-306.286325	-274.308571
2915	-344.371144	-331.721936
665	-288.571762	-294.787094
1939	-242.205627	-188.044020
1799	-346.861635	-348.641821
3967	-273.758273	-321.127074
887	-361.720206	-384.085447
2561	-325.778234	-329.904449
1151	-392.620909	-375.661856
3336	-308.477672	-290.233664
918	-310.917344	-325.372987
3841	-371.541704	-374.781729
1344	-341.767606	-328.546020
3210	-336.808333	-353.820546
235	-270.375081	-244.767476
2713	-310.904631	-329.965131
1046	-271.618580	-276.915442
2580	-309.722373	-309.548083
1679	-288.576381	-285.099306
1420	-286.516174	-249.770652
2881	-345.594203	-341.062285
158	-308.540079	-312.522731
1892	-382.805933	-368.760307
3898	-356.700248	-317.788181
3163	-319.610683	-308.729679
3823	-303.527274	-330.905602
1876	-251.732828	-243.983990
774	-395.551843	-343.434493
1178	-382.751729	-382.232539
1460	-309.684108	-291.868789
199	-309.673895	-308.945644
1775	-306.353871	-315.320781
105	-309.727110	-309.107000
3540	-321.236907	-271.803486
410	-325.835955	-329.779014
841	-361.736259	-356.831396
794	-248.143861	-286.187853
3563	-227.798785	-217.115079
3890	-341.849730	-347.580035
3100	-361.716824	-357.983459
1517	-359.342366	-356.108334
3468	-345.710017	-340.611202
347	-309.687405	-299.202523
2101	-361.717364	-343.500604
3783	-310.912792	-327.094705
2442	-345.636611	-335.880527
3929	-321.233569	-294.441456
1412	-242.195730	-211.363742
1889	-361.731388	-343.823393
3730	-291.017996	-263.830155
3566	-325.830752	-306.385384
