no_training:25	no_test:3968file identifier	 training data
3527	-309.716030
3120	-309.689111
2555	-287.427764
2231	-346.825174
549	-372.785072
266	-308.477155
2401	-263.280728
429	-288.570364
3318	-308.513124
522	-309.680641
630	-273.762561
3610	-360.476593
2456	-345.610758
2670	-326.934805
3545	-310.915918
2618	-361.768020
2045	-324.495988
852	-361.731511
2913	-361.630982
180	-360.505528
159	-273.773408
1061	-343.531666
647	-338.268974
3851	-326.998454
2144	-324.574829

file identifier 	 test data 	 predicted
3819	-397.692021	-393.634012
3230	-344.454591	-356.028346
1124	-271.651913	-269.555230
357	-307.245430	-348.192676
1320	-340.656628	-338.735776
195	-296.296482	-312.011859
1298	-308.505512	-285.484842
3915	-309.687698	-313.569930
2465	-339.464024	-362.826115
528	-288.538806	-294.878145
1922	-248.132701	-264.180513
2831	-356.723059	-358.243318
325	-345.637577	-354.158433
415	-309.692626	-304.109522
1302	-339.445855	-386.425809
1409	-285.282853	-294.019612
387	-268.248806	-259.221756
2941	-340.635024	-344.219031
1507	-310.914024	-308.594676
3361	-324.558989	-317.404220
728	-309.678404	-307.412171
3643	-309.660190	-316.885161
2571	-309.686348	-303.749555
3182	-287.440436	-281.418727
306	-307.335530	-330.742421
1514	-320.781098	-327.527572
1317	-344.393241	-304.289882
1864	-312.133063	-323.459763
3249	-325.739818	-302.795388
2297	-322.412936	-287.324924
1264	-324.536694	-316.363991
408	-208.863267	-291.342469
3959	-305.831035	-302.314591
515	-287.727890	-293.083683
551	-382.817123	-350.879534
3824	-302.288055	-323.683125
1954	-226.144377	-270.780747
1893	-344.385273	-373.244938
2668	-310.906004	-326.209485
1305	-319.621560	-351.693749
505	-338.531538	-327.443232
1163	-397.709232	-399.154117
2632	-306.344083	-295.994507
1542	-370.291993	-349.851854
2289	-325.766945	-335.161347
1432	-324.522792	-325.012873
3103	-340.631134	-351.546371
1669	-287.426878	-310.636754
927	-340.676668	-352.178695
3490	-359.315205	-373.951537
350	-320.793580	-301.523980
395	-234.447743	-273.088200
2059	-345.674176	-321.163182
3383	-360.602876	-342.458703
2050	-362.937518	-331.875262
152	-306.286325	-305.571234
954	-324.612244	-310.809225
1624	-340.670034	-324.879755
887	-361.720206	-378.538301
2794	-304.681399	-314.766026
202	-226.160842	-266.924899
2584	-360.567154	-349.286766
1863	-381.631601	-374.977474
2124	-345.600825	-342.211745
1556	-340.659506	-344.980926
304	-322.464725	-330.602410
431	-361.712798	-354.596587
2065	-340.537496	-328.962951
2071	-246.029150	-266.869407
3307	-318.647923	-284.577307
998	-302.306196	-322.986815
3900	-308.465445	-329.143148
2529	-229.969129	-274.550227
38	-309.736982	-302.793567
3495	-288.563768	-283.751095
947	-322.454079	-320.820602
1060	-345.713205	-329.914364
3732	-320.774305	-321.736101
2242	-362.870426	-370.713971
1818	-371.535911	-361.064210
3881	-357.951284	-350.725075
2173	-304.678340	-306.901609
2890	-309.738198	-307.078102
3712	-300.148891	-307.130094
2716	-303.464433	-326.501358
582	-325.833302	-295.142570
3463	-304.735360	-300.838293
2325	-273.732431	-269.680139
1048	-286.495416	-292.124439
1144	-264.255612	-310.789093
960	-310.940611	-302.070031
2541	-341.834413	-355.598208
1509	-345.612220	-364.987757
2931	-361.729140	-355.459300
3254	-287.469473	-285.863553
2356	-323.346816	-337.041995
1734	-359.354596	-381.942833
2404	-323.340989	-349.319380
2278	-345.650717	-359.614374
837	-360.512026	-371.010705
3187	-272.591906	-289.700513
1216	-308.465534	-288.299450
1186	-359.296697	-380.999438
