no_training:5	no_test:3988file identifier	 training data
1183	-325.750970
2862	-309.693471
1852	-309.685790
3608	-372.729173
3729	-376.562796

file identifier 	 test data 	 predicted
494	-345.611057	-274.878258
1845	-302.309526	-244.857840
3474	-309.730988	-311.150825
31	-359.310420	-319.136451
1670	-269.230258	-309.653390
1646	-340.684749	-360.231682
3621	-346.815715	-280.242430
3735	-360.522940	-319.849597
284	-360.500454	-320.612063
726	-346.870614	-283.779852
2893	-274.985796	-211.572236
3054	-269.129580	-304.936628
2334	-472.135006	-60.515686
412	-372.768039	-368.892805
1155	-272.838189	-308.969428
1626	-345.619567	-272.232815
1864	-312.133063	-310.814583
989	-272.839582	-312.555122
2705	-270.384180	-312.936548
1356	-271.372094	-212.379066
1654	-360.518768	-313.565263
1514	-320.781098	-245.753134
2585	-249.269471	-235.435257
1894	-360.532510	-320.983864
2662	-345.635068	-284.164394
708	-306.313133	-280.436589
2651	-273.744309	-208.303538
1440	-270.441325	-306.591919
2340	-310.899612	-313.321505
2140	-325.715372	-326.996528
291	-304.683134	-247.216253
2732	-324.579850	-320.580316
3973	-356.659922	-367.468852
2290	-343.224836	-284.045329
1385	-309.679840	-309.402989
1973	-340.637231	-358.413093
757	-345.678211	-277.453778
3936	-326.951067	-319.957125
3889	-360.533387	-320.924396
3699	-355.497878	-353.957411
1213	-324.530103	-323.311603
1678	-310.955296	-310.855645
1954	-226.144377	-268.121151
2804	-344.433943	-275.781330
2365	-345.689766	-275.932097
3731	-310.913156	-310.750847
950	-324.580266	-322.227996
2538	-344.417597	-285.391939
2833	-248.375248	-331.406128
2445	-324.576679	-321.021765
2095	-348.034975	-279.443147
1471	-346.857623	-279.184226
1058	-324.585402	-319.834502
1112	-287.644079	-331.676332
1107	-267.060326	-297.720435
489	-356.745773	-358.526083
3963	-271.323381	-205.093105
1289	-344.439723	-281.950445
2273	-324.579188	-324.868459
924	-324.528533	-323.812561
2178	-339.455981	-360.663700
2026	-272.837907	-308.804849
1766	-270.387395	-312.988602
3252	-340.610842	-357.763507
3290	-341.859618	-357.148157
172	-282.667163	-264.665029
130	-274.988525	-212.908276
1482	-312.132386	-309.990229
1231	-324.569596	-325.270350
360	-346.890881	-281.726181
1165	-309.706371	-303.815397
1133	-308.517070	-305.345267
2229	-319.560814	-252.903550
2581	-234.469389	-229.194570
944	-320.766684	-242.429397
1347	-359.361259	-318.625478
3721	-284.372483	-317.284237
1855	-360.497728	-320.892912
1195	-285.287913	-331.542685
1726	-381.506605	-216.297999
2082	-302.567313	-367.257080
456	-336.811524	-244.437275
816	-356.748545	-359.181463
2378	-339.490841	-355.275805
2329	-324.557240	-321.568214
834	-346.828689	-281.955146
1491	-344.421383	-280.808478
3686	-344.462681	-275.077327
372	-337.283890	-363.458655
2637	-325.687098	-326.218206
761	-312.126820	-309.704113
2839	-362.930315	-327.920548
605	-456.103432	-57.277607
2248	-377.773452	-375.540418
615	-345.676743	-280.994559
1015	-344.454928	-276.934407
3642	-324.565306	-322.434282
478	-119.052475	-235.865559
