no_training:25	no_test:3968file identifier	 training data
2395	-297.523583
1977	-312.131398
6	-345.687671
1654	-360.518768
1787	-325.795649
2729	-323.315925
213	-249.281074
1562	-309.676327
3331	-233.545899
3660	-288.651313
1982	-345.609374
250	-360.538828
1314	-324.460304
801	-273.763117
3977	-288.552886
3423	-308.555641
148	-345.629933
1903	-309.678054
768	-193.039603
1853	-359.314227
2195	-289.873479
2670	-326.934805
1065	-360.485823
922	-272.844560
3608	-372.729173

file identifier 	 test data 	 predicted
750	-344.384630	-360.019492
313	-361.721849	-355.386014
3123	-309.702150	-296.060209
2985	-304.745635	-307.578237
1496	-268.248371	-246.664302
443	-325.754109	-311.535566
2459	-273.761223	-256.612026
2138	-340.684371	-357.878132
3065	-344.486202	-354.563870
1327	-320.768458	-344.468356
701	-265.396194	-280.587692
882	-169.557758	-161.251771
799	-310.910909	-288.962785
1462	-312.136049	-286.697462
324	-307.534482	-277.603755
3564	-303.533472	-297.411968
521	-262.065493	-245.484341
283	-355.460155	-379.943940
1556	-340.659506	-354.558650
380	-307.581989	-292.200753
522	-309.680641	-296.434552
2678	-285.255563	-292.724080
1269	-307.563525	-277.616139
1666	-289.872246	-277.844772
1705	-286.218259	-290.258853
3730	-291.017996	-265.720087
1750	-287.645651	-269.304100
2818	-335.618370	-386.655362
926	-345.680086	-367.340713
3053	-490.831786	-475.002531
2535	-272.835594	-223.961190
2636	-306.112153	-338.926180
1321	-234.472577	-253.774921
3619	-325.779372	-333.894700
3031	-270.411205	-239.386692
1080	-288.570006	-301.226783
93	-340.615011	-329.936401
893	-232.317400	-253.343073
47	-247.225618	-250.961101
3896	-307.280331	-329.331557
1826	-285.242094	-310.648849
1419	-344.350927	-322.240381
1697	-345.613396	-381.564601
3965	-273.764529	-260.026388
151	-270.397623	-277.398410
782	-361.678341	-387.506750
3654	-307.541973	-283.116984
2279	-309.711101	-302.814492
3898	-356.700248	-373.396858
3390	-309.736085	-331.644573
2369	-273.760271	-270.693106
1946	-346.841836	-332.229228
3463	-304.735360	-351.645455
2556	-321.958604	-324.424789
439	-288.690999	-335.049647
1908	-286.508233	-257.768988
1196	-346.840727	-357.139892
995	-360.542928	-364.519030
2141	-307.287454	-334.524302
2611	-346.824672	-335.938971
3325	-341.836362	-348.184061
811	-304.567859	-294.867221
3974	-323.433262	-389.991556
1695	-344.411060	-369.044852
1873	-346.842529	-342.301022
301	-324.570823	-318.673061
746	-273.802095	-265.437291
2463	-288.576502	-292.149752
670	-324.618078	-315.390321
1618	-345.629039	-345.907909
1213	-324.530103	-339.040684
2709	-345.632155	-335.170038
225	-346.842403	-327.672284
729	-343.084333	-332.184738
426	-362.933001	-378.912433
1969	-360.529678	-379.552665
