no_training:25	no_test:3968file identifier	 training data
2710	-361.773017
1952	-344.408452
2278	-345.650717
1183	-325.750970
1497	-251.731545
1774	-324.585556
219	-307.221351
1232	-336.811744
1808	-356.676972
3839	-231.155780
3254	-287.469473
1775	-306.353871
2001	-346.833365
2385	-310.911571
3355	-345.648365
2733	-310.940764
3936	-326.951067
1452	-308.467331
1861	-235.696852
3131	-303.560907
726	-346.870614
2845	-307.602080
3046	-322.057728
1463	-362.938449
486	-288.678720

file identifier 	 test data 	 predicted
1317	-344.393241	-323.294956
194	-308.496245	-305.257284
262	-345.647032	-341.732448
2258	-303.453218	-300.542496
3012	-276.205920	-2.207851
2513	-345.631685	-347.605414
732	-327.023478	-318.762401
2099	-288.573876	-275.491017
2522	-307.545457	-306.211013
237	-268.287661	-217.226473
1501	-288.653529	-278.241497
1448	-372.747155	-118.039004
2375	-360.564233	-355.364073
1331	-310.941319	-293.541591
1819	-249.292101	-248.309109
804	-248.395289	-232.341098
659	-326.976670	-323.002516
2399	-308.430606	-309.190798
2124	-345.600825	-334.549533
1359	-229.927277	-6.330317
3255	-345.578846	-345.291291
1944	-325.796840	-329.009290
1654	-360.518768	-355.845371
3162	-324.546164	-321.779202
342	-323.351196	-297.748533
2445	-324.576679	-324.255969
36	-344.382282	-327.489220
2369	-273.760271	-286.064435
1717	-345.603646	-343.942553
1217	-325.773675	-325.530873
922	-272.844560	-289.275263
3873	-348.051405	-296.520745
2658	-308.461040	-305.966698
1423	-344.413850	-341.975688
2238	-281.495234	-199.247302
1498	-340.654582	-330.340133
1067	-273.762417	-287.822945
3656	-310.918831	-304.251422
3157	-335.619981	-162.050389
593	-303.525517	-298.506382
2956	-360.528914	-342.104503
3498	-381.585231	-317.642585
2841	-360.524422	-338.854566
345	-309.704732	-323.643285
40	-344.338878	-326.431867
1109	-333.411326	-0.358763
3431	-323.229212	-340.306301
2941	-340.635024	-316.075841
3457	-324.559213	-321.310567
1504	-360.489720	-340.696369
1468	-345.650338	-338.469506
807	-340.681309	-328.721391
501	-345.630685	-342.896844
1229	-288.582662	-275.331887
944	-320.766684	-335.497038
1851	-361.717868	-333.433845
418	-324.565412	-328.063897
1574	-245.997884	-2.617458
3634	-340.646592	-341.296464
1174	-345.614442	-334.945367
2787	-324.505365	-329.957878
2420	-340.625366	-329.864436
671	-310.897268	-309.375103
1309	-287.723848	-300.342594
2110	-341.867094	-344.875395
573	-286.504534	-303.511032
2545	-324.614082	-317.299876
1905	-231.145151	-228.908571
1660	-274.985107	-2.761769
3272	-173.147782	-205.919224
2156	-346.827596	-342.166468
2766	-285.279992	-192.136095
120	-323.345161	-300.059562
1533	-309.671865	-324.206957
67	-172.006141	-12.986109
3929	-321.233569	-1.952977
2185	-344.343476	-334.163917
1262	-356.712023	-355.223815
1529	-354.275774	-0.362606
443	-325.754109	-324.477559
1540	-285.217962	-211.955723
2486	-307.239887	-301.844309
1681	-310.908780	-311.245212
777	-307.544712	-308.517177
2517	-308.462063	-316.810822
950	-324.580266	-319.527184
737	-336.836792	-331.837854
178	-188.042067	-6.955721
240	-286.517094	-310.377967
211	-357.939331	-354.061450
988	-341.827199	-328.899193
2817	-340.641240	-333.038467
1336	-334.362330	-1.242238
3064	-326.983087	-324.855903
3788	-361.725962	-344.741412
524	-308.507004	-286.872509
2010	-323.385837	-289.237585
731	-355.501990	-288.006066
2494	-274.984732	-2.995251
367	-360.491873	-348.347395
157	-376.519880	-113.646289
3048	-381.616883	-315.824270
140	-309.676929	-325.733149
137	-287.440932	-267.909167
2013	-343.195410	-160.709207
1595	-309.686571	-326.732332
1620	-270.431243	-261.557208
1033	-339.482903	-161.217215
3178	-345.605421	-346.685650
3919	-304.721921	-312.310430
3947	-382.782251	-337.235014
65	-312.125621	-1.451509
788	-324.467888	-324.983514
2614	-232.164586	-200.902532
2943	-340.654874	-311.275462
3830	-346.817778	-317.225477
555	-361.677945	-312.449370
2663	-361.722327	-340.108535
3244	-323.320332	-327.762964
1445	-396.491525	-240.166656
1859	-324.577613	-300.561162
1431	-344.392695	-335.315164
2993	-346.825502	-342.606211
3687	-325.793945	-327.923975
3358	-326.934987	-322.834660
2493	-346.822460	-324.973784
2344	-305.915175	-310.348075
2555	-287.427764	-276.986968
2405	-318.344936	-315.650022
2217	-344.408081	-327.915018
603	-346.867624	-331.769462
504	-356.680129	-327.125631
2938	-346.875201	-336.712491
2910	-307.536915	-285.455968
2822	-310.902197	-298.697703
1149	-325.796862	-335.023666
1637	-343.503600	-322.700815
3068	-306.015194	-190.945569
124	-271.621961	-269.244680
1736	-273.764207	-297.876721
703	-340.656580	-337.018566
3831	-451.528971	-0.006080
3841	-371.541704	-0.621756
1192	-326.947461	-315.614707
3133	-356.679691	-338.038063
2995	-381.584942	-305.617643
696	-356.709466	-344.282796
489	-356.745773	-345.216475
283	-355.460155	-292.979475
2305	-376.633716	-116.669037
1429	-288.579114	-273.418511
3486	-437.484875	-0.002167
2797	-345.646914	-334.465865
3621	-346.815715	-322.914982
2127	-308.519863	-305.130390
887	-361.720206	-324.944755
3252	-340.610842	-332.357701
