no_training:10	no_test:3983file identifier	 training data
2176	-345.608670
1639	-345.640072
1105	-302.306944
2706	-345.667357
2373	-302.564379
3440	-322.135917
349	-309.687623
1870	-309.686187
730	-336.821088
1717	-345.603646

file identifier 	 test data 	 predicted
2672	-355.556836	-307.806939
771	-346.903261	-296.995486
176	-308.554162	-351.904925
1052	-361.770383	-27.784106
3032	-360.508895	-283.673826
1448	-372.747155	-234.889852
1786	-325.785038	-41.668075
3255	-345.578846	-345.464028
3798	-310.941861	-20.894136
1385	-309.679840	-305.970710
3055	-285.313284	-304.343627
3664	-269.219315	-308.786646
2279	-309.711101	-306.119767
1411	-327.023352	-28.995138
881	-234.470813	-65.055484
3582	-344.436500	-334.974566
2273	-324.579188	-36.672128
3270	-273.788787	-28.870815
757	-345.678211	-345.737725
2165	-319.567241	-290.881106
2964	-362.945907	-30.314596
3274	-196.407957	-287.051600
3910	-309.703111	-306.131660
3804	-324.573632	-46.210912
2160	-345.674929	-349.373691
1144	-264.255612	-318.152445
808	-320.774349	-40.120459
226	-360.556344	-276.577717
1018	-354.272548	-8.565769
1611	-348.044714	-12.491980
505	-338.531538	-313.727723
1055	-345.681183	-349.833666
2901	-318.323005	-323.295793
3607	-325.801523	-42.985010
3481	-357.941534	-38.637522
2276	-309.679242	-305.680117
554	-340.688787	-337.791749
3088	-308.459859	-343.654641
3101	-360.503577	-263.916049
1145	-312.129019	-15.152084
2859	-362.909074	-30.191587
1218	-287.431740	-82.633348
982	-307.235414	-338.556355
1959	-324.603913	-67.653065
206	-309.688611	-303.717137
2541	-341.834413	-350.255693
1542	-370.291993	-5.085856
843	-308.437835	-340.047351
3602	-361.683811	-42.660959
3278	-298.952950	-12.337671
781	-362.918463	-29.990836
3453	-321.254976	-22.993587
1600	-249.301818	-316.414229
1547	-335.613384	-269.220617
2170	-274.987123	-24.320289
1835	-376.631067	-237.100491
3446	-306.044918	-301.800922
2504	-325.805550	-34.895893
3314	-305.846541	-309.855052
3488	-340.672417	-336.471332
638	-345.695868	-352.742539
1614	-325.736331	-36.210628
3722	-308.759135	-40.390386
1236	-155.897345	-255.114321
3435	-361.728293	-38.217352
3935	-289.875063	-43.002127
2227	-356.712771	-271.693333
1227	-322.155306	-316.419622
2691	-308.505543	-351.351255
2395	-297.523583	-323.262229
1382	-360.492675	-268.101880
777	-307.544712	-43.861328
1341	-301.373831	-322.449700
3566	-325.830752	-32.772289
502	-306.349558	-296.328412
1923	-287.427777	-75.988945
3369	-158.342346	-109.885793
2799	-340.702898	-337.575733
3992	-319.576017	-296.019117
482	-272.599303	-298.713375
448	-346.831139	-296.513864
3318	-308.513124	-348.655827
1005	-273.786179	-28.505896
3015	-359.362011	-303.888706
1993	-339.504090	-266.929350
3351	-285.306999	-287.337193
1316	-361.652250	-36.841644
1013	-271.300649	-335.283524
1439	-340.590431	-335.437580
607	-301.373496	-321.047891
2379	-361.769162	-35.426749
3864	-288.639421	-38.219702
2539	-321.276274	-19.645741
2534	-362.960595	-24.439931
1703	-286.154755	-313.686545
2229	-319.560814	-309.405475
3919	-304.721921	-351.652122
1525	-345.608193	-344.993804
1354	-382.790027	-336.635556
1589	-324.608694	-40.983653
220	-276.205821	-23.524009
2259	-361.734611	-32.938049
2759	-393.905418	-245.455350
1745	-264.171923	-313.320236
2042	-232.364952	-309.232069
3466	-325.794624	-44.361415
539	-341.886521	-348.085827
2323	-310.954565	-22.717975
3982	-324.592116	-37.665276
1000	-339.452428	-270.937884
572	-356.752533	-272.002426
3977	-288.552886	-43.109337
323	-309.647349	-307.423922
1051	-346.860404	-283.988411
2968	-310.909942	-21.000492
3841	-371.541704	-12.631807
3460	-288.678290	-58.371247
3865	-362.899954	-32.623508
1336	-334.362330	-19.781720
2162	-340.613712	-335.379507
1345	-376.540686	-239.385287
1584	-251.727102	-300.748459
2793	-306.384286	-304.453410
1084	-309.711894	-304.763433
3025	-324.573338	-37.613534
1410	-273.759553	-29.502410
2653	-361.749428	-40.234534
993	-317.364547	-20.790556
2106	-286.476486	-331.501301
1749	-302.579654	-299.039092
3729	-376.562796	-227.271476
2191	-359.317050	-308.272386
395	-234.447743	-63.378067
1211	-286.498633	-331.713926
608	-309.688960	-309.408760
3715	-381.567301	-314.351960
3264	-307.260972	-335.455742
958	-302.599262	-291.287415
1782	-308.555419	-353.342040
1668	-344.433140	-338.946972
989	-272.839582	-35.448719
2850	-288.580309	-40.165722
2818	-335.618370	-267.069150
2558	-472.145935	-223.088945
1791	-272.554824	-305.740950
1208	-345.608535	-346.487923
3188	-325.807242	-33.708971
2129	-356.722498	-268.544120
1623	-229.615446	-42.598930
3805	-309.680682	-309.738135
1831	-323.386306	-296.337992
259	-309.735245	-309.571242
3926	-325.748612	-34.859193
3359	-325.733758	-37.378270
16	-273.806874	-31.751164
3419	-335.590859	-269.873816
3135	-272.569212	-306.986570
3313	-360.526364	-283.264829
820	-326.934229	-27.927019
2773	-325.684055	-32.862759
2432	-274.987245	-24.738357
3250	-360.517106	-271.444964
2840	-284.048718	-38.000013
2453	-268.273240	-292.865917
3236	-310.912270	-20.533342
2889	-341.871347	-350.339549
2087	-286.484121	-335.418631
549	-372.785072	-238.199893
1291	-285.276634	-302.129767
3658	-309.682445	-308.557802
3523	-325.728070	-39.694951
285	-249.362379	-315.694564
2560	-339.452794	-268.866609
2930	-310.906738	-17.990011
3892	-271.608843	-49.466298
3633	-380.412093	-246.786740
3931	-288.683173	-50.093582
1777	-265.408147	-307.024575
3551	-345.646761	-347.470105
1942	-382.751274	-338.434112
1358	-340.682075	-336.950175
859	-308.468407	-352.637711
252	-305.913756	-311.313675
2527	-297.554699	-322.953535
1781	-324.582445	-55.129031
2157	-309.686797	-308.157783
2	-324.551643	-42.375915
2198	-382.804255	-328.532757
2960	-271.360631	-340.867847
2444	-318.641916	-278.498925
755	-324.568345	-47.947829
231	-346.860243	-290.969525
2499	-376.539208	-228.566962
431	-361.712798	-36.716664
3716	-361.720799	-32.342219
864	-323.337623	-291.795000
2327	-381.624797	-319.804965
