no_training:25	no_test:125file identifier	 training data
98	-303.553222
2	-324.551643
17	-345.612580
102	-307.230370
120	-323.345161
39	-340.687222
4	-270.439280
22	-324.575190
26	-301.359287
19	-309.720734
124	-271.621961
86	-190.624631
24	-345.608180
113	-360.478880
36	-344.382282
81	-318.390876
147	-345.615452
75	-381.566310
28	-324.630221
34	-306.355655
117	-211.295163
51	-283.168740
72	-325.720699
139	-338.257996
20	-270.370102

file identifier 	 test data 	 predicted
9	-344.468531	-321.775961
118	-352.905052	-315.022850
40	-344.338878	-300.259565
148	-345.629933	-340.541853
16	-273.806874	-314.680033
145	-310.929561	-303.599497
80	-392.672883	-304.558331
94	-362.955075	-332.533431
90	-327.017113	-302.851968
76	-325.685245	-326.180252
143	-302.355005	-310.085537
60	-382.768883	-333.870165
11	-356.688211	-304.850656
105	-309.727110	-308.155406
54	-195.186228	-272.216573
68	-286.519735	-318.987825
119	-327.012568	-302.359337
141	-287.734664	-329.033121
10	-344.512001	-324.271285
13	-360.526646	-311.896578
132	-308.469258	-315.236844
136	-343.240623	-292.664506
82	-309.701458	-317.095099
15	-288.542593	-317.220880
146	-377.813815	-309.709218
144	-271.323089	-308.937260
35	-343.197784	-313.574118
107	-307.580090	-309.196133
108	-345.614707	-339.824687
97	-286.495035	-314.363431
30	-325.717105	-322.817199
50	-357.934562	-300.120100
33	-264.504487	-290.303227
126	-274.991042	-300.715380
95	-351.666551	-306.163187
6	-345.687671	-302.452167
89	-249.259410	-294.122960
140	-309.676929	-325.829376
41	-345.649146	-319.862681
116	-346.831175	-304.411721
37	-381.587333	-331.302106
122	-339.419649	-300.173387
27	-324.573866	-320.087039
121	-361.711483	-326.538654
79	-324.605178	-326.373652
149	-380.415966	-314.054913
70	-346.874234	-317.516706
137	-287.440932	-334.087556
23	-304.679494	-329.686744
1	-360.499843	-332.029395
99	-336.813559	-329.141115
111	-344.470970	-307.845774
104	-360.574432	-307.682169
101	-324.507184	-324.175474
123	-269.263476	-315.631202
66	-337.302324	-272.358468
61	-308.462933	-320.451336
93	-340.615011	-326.520819
106	-362.952198	-324.668850
134	-308.516376	-317.357101
74	-310.918822	-307.418813
135	-301.341304	-282.476920
138	-362.875317	-321.641464
77	-348.062001	-300.133304
69	-265.441614	-311.291688
110	-346.869123	-310.824775
49	-396.507540	-325.660620
32	-287.509315	-311.510341
73	-233.293627	-292.494510
63	-287.377993	-305.306690
64	-362.945802	-328.558084
103	-291.024232	-294.932037
47	-247.225618	-278.608285
85	-272.550580	-320.379816
59	-248.430371	-292.127974
31	-359.310420	-294.194402
55	-335.683118	-311.651863
8	-272.545439	-320.904594
44	-309.735489	-316.698876
92	-301.343578	-276.095951
115	-356.682218	-316.632740
114	-361.772743	-332.765335
25	-309.712046	-306.797993
18	-309.719641	-294.017851
133	-271.642927	-317.280706
38	-309.736982	-300.429606
21	-278.059333	-262.167893
53	-285.330157	-290.416980
48	-304.689512	-301.856115
5	-351.628383	-300.315219
65	-312.125621	-311.957797
71	-346.864282	-309.951030
14	-302.238859	-324.986724
62	-309.677968	-318.436805
109	-158.340943	-272.274807
7	-309.722879	-310.032882
83	-344.434906	-332.018530
42	-376.564691	-320.332322
88	-345.655534	-297.460130
43	-319.572842	-298.511339
78	-270.472470	-302.854203
130	-274.988525	-292.061144
127	-322.216227	-310.782425
58	-304.683044	-308.256643
84	-345.610574	-324.218163
56	-345.599154	-314.316435
91	-275.011437	-292.904064
29	-344.425700	-352.724148
46	-372.766726	-313.464114
67	-172.006141	-260.275505
96	-375.359188	-288.455860
0	-351.615495	-298.145410
52	-345.627428	-335.290161
57	-345.635513	-319.794004
45	-266.615452	-297.537121
129	-308.512092	-316.433613
3	-346.838279	-318.319331
12	-377.816587	-329.987314
125	-228.992613	-254.791569
100	-361.702143	-332.078179
87	-490.834069	-309.876215
128	-303.785832	-304.424070
131	-345.603479	-339.007746
112	-340.648166	-296.671405
142	-307.594137	-293.369931
