no_training:5	no_test:3988file identifier	 training data
2162	-340.613712
1705	-286.218259
2616	-272.542567
1760	-326.940002
3436	-361.762744

file identifier 	 test data 	 predicted
1522	-324.485746	-297.526197
2008	-336.802659	-365.197463
1640	-304.583737	-302.527452
1122	-345.601318	-329.672668
3371	-286.517424	-331.559342
1776	-325.785476	-342.396649
3375	-324.594534	-372.865523
3170	-271.626697	-291.900474
366	-324.576206	-316.156464
796	-344.453746	-322.100095
2334	-472.135006	-352.983614
2716	-303.464433	-304.432247
3748	-376.556657	-348.939193
3598	-340.671493	-339.219943
2588	-376.538277	-370.485473
3592	-323.367866	-321.033839
3278	-298.952950	-312.599362
2123	-327.010026	-287.317732
929	-272.832690	-315.414109
1320	-340.656628	-380.245296
2092	-288.572051	-323.161477
3351	-285.306999	-334.667423
3501	-318.409788	-317.210444
13	-360.526646	-341.396007
1639	-345.640072	-315.658065
2089	-308.469081	-312.829056
2878	-285.336744	-304.824002
606	-343.235457	-363.546331
1371	-288.596392	-321.831796
745	-344.464270	-303.718525
1189	-287.322957	-266.007388
1804	-324.542706	-312.383086
2292	-343.246371	-316.356246
274	-272.539126	-314.480888
3701	-248.211932	-307.742458
2401	-263.280728	-315.309066
3421	-324.571081	-319.793834
1564	-288.555332	-307.573493
2603	-341.863083	-376.972039
3070	-281.491976	-304.172682
624	-312.119017	-318.958997
1336	-334.362330	-336.507423
1722	-362.946707	-329.159314
1853	-359.314227	-369.004307
1137	-271.622539	-286.250342
3192	-313.554802	-322.511591
3831	-451.528971	-330.986761
2876	-360.574465	-347.635806
3557	-344.382663	-317.435537
1774	-324.585556	-298.732227
2107	-325.766177	-287.049521
1045	-344.449852	-357.697032
2204	-310.904876	-324.785201
1033	-339.482903	-342.218924
2744	-288.573110	-316.565189
871	-309.680919	-343.154522
3856	-306.313590	-334.762861
3573	-325.730390	-306.143696
3261	-232.025930	-308.183566
3577	-361.716705	-322.749551
3771	-309.655144	-310.365116
1721	-339.479764	-339.033423
3194	-301.367422	-312.449671
3390	-309.736085	-291.159672
3971	-360.530885	-324.616789
3414	-285.313674	-320.583789
982	-307.235414	-304.531696
