no_training:10	no_test:3983file identifier	 training data
549	-372.785072
1750	-287.645651
1229	-288.582662
2458	-361.683558
2601	-333.464063
2076	-274.982287
2143	-288.628466
3366	-323.268818
2368	-325.804686
2652	-317.377404

file identifier 	 test data 	 predicted
456	-336.811524	-339.562419
3732	-320.774305	-314.933454
651	-232.334436	-283.948690
850	-271.623957	-290.633671
2399	-308.430606	-306.982382
3583	-325.721011	-314.673184
1731	-381.565314	-372.208567
3725	-309.710255	-273.333073
3334	-325.800680	-320.959451
3789	-273.762938	-295.667758
3112	-327.021680	-310.694873
3663	-344.446747	-371.703846
1245	-310.907810	-299.974565
247	-304.688358	-316.596735
723	-361.717032	-380.391027
3365	-396.458774	-391.841520
1785	-273.751900	-263.194362
1262	-356.712023	-359.934363
3542	-344.409533	-332.695853
1848	-273.769835	-261.034082
2472	-209.159302	-285.342452
1177	-325.808092	-324.578760
457	-380.372151	-381.093248
1504	-360.489720	-369.496600
3589	-324.543443	-369.780790
3846	-318.393987	-334.173737
2653	-361.749428	-355.638213
3014	-269.263802	-297.270015
679	-340.668108	-348.937771
2072	-344.431636	-357.658201
8	-272.545439	-290.663956
2498	-288.539500	-282.400680
2411	-193.075202	-259.568794
400	-376.570473	-382.997656
2132	-377.826580	-378.055414
274	-272.539126	-279.217956
1123	-375.393636	-414.438154
1087	-324.508933	-305.735244
1519	-352.874613	-347.359329
572	-356.752533	-346.684479
701	-265.396194	-309.156079
503	-355.514134	-357.680173
3930	-338.542975	-355.446769
475	-304.691568	-305.764184
3499	-309.702237	-276.610099
1676	-296.285473	-338.897317
1825	-271.656372	-252.793183
1862	-319.615129	-323.906901
325	-345.637577	-340.069539
232	-490.793044	-447.979554
2110	-341.867094	-325.572922
565	-356.730212	-379.249666
3110	-236.917458	-214.943838
2377	-236.916033	-231.773370
411	-397.680771	-405.380545
838	-361.709679	-352.077788
635	-324.578381	-340.863260
1875	-242.186010	-305.428491
361	-376.622353	-406.615044
595	-340.652012	-339.102162
3285	-247.192524	-298.352359
605	-456.103432	-381.133968
182	-324.474954	-323.150462
2908	-271.620997	-273.035115
92	-301.343578	-322.573785
2225	-324.612179	-334.560176
3017	-271.339346	-304.017752
584	-309.681686	-309.698266
2120	-381.630205	-385.104145
3215	-320.793270	-330.190569
2437	-356.692640	-368.265019
2247	-348.046805	-303.904847
745	-344.464270	-337.111798
3360	-382.810709	-347.887578
3599	-308.482454	-299.971863
2946	-345.649552	-352.947748
1655	-338.217210	-398.604242
2845	-307.602080	-313.646049
3697	-312.119261	-287.237300
417	-344.440065	-353.758064
3092	-340.610697	-349.658302
3544	-312.133269	-294.158635
1656	-323.352987	-335.176392
2684	-310.940657	-310.501648
11	-356.688211	-352.608943
2583	-346.859078	-318.043071
369	-361.733362	-346.223573
3484	-341.890999	-321.753598
1687	-344.407598	-351.419907
2999	-307.237456	-320.678597
3742	-271.272557	-292.724506
1491	-344.421383	-364.656710
1736	-273.764207	-265.915668
1322	-271.619912	-275.573858
2700	-304.687547	-331.235493
2477	-360.539944	-361.204550
3387	-309.727603	-320.648308
1945	-361.754136	-352.081776
3637	-309.764115	-296.351782
1783	-320.761312	-324.228788
133	-271.642927	-236.256857
3079	-270.401391	-280.403638
3089	-327.025329	-314.068522
1951	-317.408548	-330.954598
2617	-248.151318	-305.779298
3640	-309.692577	-294.141951
963	-345.645239	-347.086100
2401	-263.280728	-335.646143
659	-326.976670	-317.961706
870	-345.646965	-337.446709
3812	-271.623066	-292.030471
300	-324.602433	-325.379129
3426	-307.387663	-321.089104
611	-248.364357	-296.200274
3142	-376.617653	-358.875067
129	-308.512092	-306.955005
1055	-345.681183	-334.358935
766	-312.133805	-265.638720
1358	-340.682075	-362.607641
113	-360.478880	-364.805844
3072	-340.671263	-333.290401
388	-340.594424	-356.785741
45	-266.615452	-274.252409
3020	-287.430903	-308.927724
2446	-361.740252	-366.563461
3452	-361.758902	-362.083508
6	-345.687671	-333.743087
3788	-361.725962	-334.869459
327	-324.607903	-320.370251
2149	-341.878745	-344.350937
3807	-361.706503	-366.526412
566	-303.472917	-354.745101
1802	-361.715983	-333.597744
818	-387.475673	-387.520455
3061	-392.552088	-393.570295
1159	-325.779568	-319.357669
2572	-360.495461	-383.807989
