no_training:25	no_test:3968file identifier	 training data
1742	-288.583008
1554	-320.728167
2302	-492.008892
1372	-381.574124
1021	-232.328175
3569	-272.588302
597	-309.683901
1715	-286.486570
1380	-288.625728
1298	-308.505512
2824	-304.720708
1101	-307.244627
2601	-333.464063
2936	-324.504178
3658	-309.682445
1267	-341.841438
1414	-377.797879
997	-361.688335
3320	-310.952127
2361	-304.727460
2695	-346.871133
3419	-335.590859
1766	-270.387395
3116	-312.128429
1495	-286.516879

file identifier 	 test data 	 predicted
1576	-247.184334	-266.390954
769	-271.361537	-286.895207
2488	-363.508158	-351.296830
3294	-340.693392	-343.322063
3090	-287.362939	-282.187677
1493	-335.643923	-315.037892
3815	-288.574763	-290.584446
3241	-319.515995	-289.360909
3804	-324.573632	-330.189989
1316	-361.652250	-353.327526
1455	-381.570969	-405.051406
3773	-345.602641	-345.976870
3707	-271.620156	-236.528889
159	-273.773408	-251.091110
296	-345.688916	-370.634253
3719	-320.742924	-350.342031
3343	-320.735225	-324.717439
2272	-324.528642	-294.716000
998	-302.306196	-329.750874
1249	-272.543724	-267.264845
2581	-234.469389	-229.062807
802	-359.306313	-398.780533
504	-356.680129	-359.361773
1370	-242.180146	-298.995920
3204	-306.313706	-337.301448
1061	-343.531666	-330.985855
3333	-361.709769	-321.611474
2596	-339.467484	-369.240967
1596	-492.022084	-474.335209
456	-336.811524	-320.874555
3264	-307.260972	-356.443181
3079	-270.401391	-250.832602
331	-309.734363	-335.537194
1526	-269.267574	-303.814722
1363	-355.525451	-380.233331
3850	-308.528193	-291.601497
2481	-324.614891	-294.179682
2964	-362.945907	-347.909982
2667	-308.455402	-274.567458
1197	-308.462932	-290.970772
2611	-346.824672	-342.911737
3523	-325.728070	-328.159531
923	-322.135797	-375.090299
1383	-344.398797	-322.031788
2167	-309.681554	-319.072341
2935	-297.516418	-316.259064
1479	-309.677142	-338.012544
1386	-362.967171	-361.122132
3526	-249.285024	-262.280789
822	-336.845442	-324.249135
1289	-344.439723	-407.677501
2478	-339.450173	-370.941003
718	-392.601894	-393.225373
12	-377.816587	-360.508232
3374	-324.551244	-327.778475
2507	-291.014750	-312.858146
3816	-272.830720	-226.549862
1022	-310.902683	-317.978693
3790	-286.502445	-308.420612
2310	-338.194242	-364.859122
