no_training:5	no_test:145file identifier	 training data
133	-271.642927
95	-351.666551
126	-274.991042
55	-335.683118
81	-318.390876

file identifier 	 test data 	 predicted
56	-345.599154	-290.359048
59	-248.430371	-310.969065
115	-356.682218	-299.686315
60	-382.768883	-293.227427
66	-337.302324	-308.166373
15	-288.542593	-281.956275
51	-283.168740	-313.235153
64	-362.945802	-287.824866
45	-266.615452	-310.174529
141	-287.734664	-302.641212
69	-265.441614	-310.453554
67	-172.006141	-309.430090
113	-360.478880	-304.285957
57	-345.635513	-285.029233
10	-344.512001	-306.183885
74	-310.918822	-269.566867
132	-308.469258	-296.882886
29	-344.425700	-301.118983
143	-302.355005	-306.719951
94	-362.955075	-289.360612
121	-361.711483	-295.687634
87	-490.834069	-311.823184
78	-270.472470	-295.875977
33	-264.504487	-311.199366
117	-211.295163	-312.151744
84	-345.610574	-300.002315
145	-310.929561	-266.848715
124	-271.621961	-284.206981
71	-346.864282	-277.709926
135	-301.341304	-306.480009
25	-309.712046	-270.281379
21	-278.059333	-303.540598
128	-303.785832	-298.518385
110	-346.869123	-281.681795
107	-307.580090	-303.140552
140	-309.676929	-281.135588
6	-345.687671	-289.663233
47	-247.225618	-312.500938
3	-346.838279	-284.348228
125	-228.992613	-312.348278
30	-325.717105	-283.911674
41	-345.649146	-291.505787
114	-361.772743	-294.885627
109	-158.340943	-296.996535
48	-304.689512	-287.673530
146	-377.813815	-305.179071
131	-345.603479	-291.550695
129	-308.512092	-286.495741
134	-308.516376	-281.685467
82	-309.701458	-277.712661
122	-339.419649	-305.885994
2	-324.551643	-292.490093
148	-345.629933	-288.777770
23	-304.679494	-294.059020
5	-351.628383	-312.106734
1	-360.499843	-306.358877
139	-338.257996	-307.720690
68	-286.519735	-306.049335
35	-343.197784	-315.255823
44	-309.735489	-282.251566
65	-312.125621	-256.552357
4	-270.439280	-297.752680
137	-287.440932	-303.048206
43	-319.572842	-297.274920
39	-340.687222	-302.620317
73	-233.293627	-291.603243
98	-303.553222	-292.937100
75	-381.566310	-304.268404
77	-348.062001	-272.241581
34	-306.355655	-310.816517
20	-270.370102	-293.465577
90	-327.017113	-272.564399
103	-291.024232	-264.917831
28	-324.630221	-289.792349
11	-356.688211	-306.097716
106	-362.952198	-284.952251
22	-324.575190	-293.648655
79	-324.605178	-299.027496
18	-309.719641	-274.797855
32	-287.509315	-288.944137
58	-304.683044	-291.376395
16	-273.806874	-273.455303
42	-376.564691	-312.194735
54	-195.186228	-306.990671
100	-361.702143	-302.589476
149	-380.415966	-306.259587
17	-345.612580	-290.623234
97	-286.495035	-309.092781
24	-345.608180	-285.288655
80	-392.672883	-309.217561
13	-360.526646	-304.496329
130	-274.988525	-261.808455
127	-322.216227	-310.123124
26	-301.359287	-307.753329
36	-344.382282	-292.986164
112	-340.648166	-309.008510
116	-346.831175	-278.175122
120	-323.345161	-310.888927
52	-345.627428	-290.906224
62	-309.677968	-284.119898
7	-309.722879	-281.944668
49	-396.507540	-308.408880
37	-381.587333	-304.417682
101	-324.507184	-299.771892
93	-340.615011	-297.003971
70	-346.874234	-286.080964
86	-190.624631	-309.025321
138	-362.875317	-289.519845
76	-325.685245	-281.137326
0	-351.615495	-319.327819
27	-324.573866	-296.786074
14	-302.238859	-305.162467
136	-343.240623	-307.999458
123	-269.263476	-307.082565
85	-272.550580	-282.413389
118	-352.905052	-301.509964
119	-327.012568	-278.180251
9	-344.468531	-301.898101
19	-309.720734	-276.827030
105	-309.727110	-275.129678
147	-345.615452	-289.049609
89	-249.259410	-297.128798
8	-272.545439	-280.120367
96	-375.359188	-310.567090
108	-345.614707	-288.050917
91	-275.011437	-257.648761
63	-287.377993	-282.668437
38	-309.736982	-279.336995
83	-344.434906	-300.911605
142	-307.594137	-304.937174
111	-344.470970	-304.836738
102	-307.230370	-302.297813
99	-336.813559	-304.277267
50	-357.934562	-295.817517
104	-360.574432	-299.842406
12	-377.816587	-308.348444
53	-285.330157	-303.831219
31	-359.310420	-307.450738
144	-271.323089	-290.564700
88	-345.655534	-290.462817
61	-308.462933	-292.186786
40	-344.338878	-300.403489
46	-372.766726	-306.319021
92	-301.343578	-311.462498
72	-325.720699	-280.091557
