no_training:5	no_test:3988file identifier	 training data
2748	-321.271406
2809	-344.506029
1439	-340.590431
2185	-344.343476
304	-322.464725

file identifier 	 test data 	 predicted
522	-309.680641	-338.917599
3784	-344.450127	-332.230500
2927	-324.500425	-348.782240
3839	-231.155780	-326.092805
1077	-326.938562	-350.368976
287	-307.560718	-341.659109
154	-324.538764	-346.218055
3883	-308.516508	-350.798108
2673	-345.652182	-344.745340
676	-272.584377	-352.136891
3746	-309.736797	-352.940396
1117	-345.566120	-346.912194
1347	-359.361259	-331.485513
159	-273.773408	-347.557339
907	-381.607752	-339.716330
1422	-361.728608	-338.215024
1337	-286.498779	-338.516039
2687	-377.816463	-339.792102
3408	-287.661454	-343.884525
3271	-454.878708	-335.029002
870	-345.646965	-344.218029
1952	-344.408452	-341.589170
3205	-341.842686	-345.691966
1518	-309.683200	-351.192938
2865	-342.307696	-321.503385
2096	-345.661705	-345.174569
3003	-325.798735	-350.938225
1343	-310.895432	-352.821815
2421	-249.395323	-339.324051
842	-360.514766	-338.368329
1063	-265.440996	-334.209106
385	-305.159206	-327.041858
231	-346.860243	-349.452952
2875	-344.475122	-342.450881
485	-250.585183	-342.414632
2296	-309.691365	-352.011468
2521	-361.728609	-343.680198
1822	-344.395150	-346.141919
789	-324.581906	-341.820242
709	-286.134079	-335.371100
1029	-325.751230	-352.345128
1076	-361.656187	-346.740593
2932	-285.320198	-332.583575
2783	-272.537685	-354.849820
418	-324.565412	-343.265426
1245	-310.907810	-354.127934
161	-285.276468	-328.261567
2002	-286.504040	-336.228015
141	-287.734664	-338.975310
2145	-346.844016	-352.003273
2234	-272.580839	-353.290344
860	-397.697425	-327.150848
3814	-361.745554	-337.947363
2411	-193.075202	-311.228723
3926	-325.748612	-349.927037
1434	-344.482088	-339.111639
1950	-232.331230	-331.906990
3770	-272.544060	-351.875615
2100	-343.199390	-331.600087
1128	-361.695007	-343.691002
853	-76.404702	-224.269108
3240	-338.234966	-324.442049
884	-276.202586	-354.742779
1716	-325.784331	-348.771384
556	-272.600604	-351.457207
1091	-309.678344	-346.642476
3354	-360.529236	-332.196494
1755	-304.686811	-345.440910
1454	-288.652757	-350.699564
3464	-234.470922	-347.970258
706	-303.481839	-343.414495
3537	-346.860694	-352.688245
1416	-308.514570	-347.041464
1740	-376.599676	-334.819144
3569	-272.588302	-353.784017
1165	-309.706371	-353.608880
3706	-345.687338	-343.984117
281	-322.479769	-325.959483
2076	-274.982287	-353.179372
371	-380.374978	-333.310870
2815	-324.570906	-344.878192
1789	-310.905299	-353.952664
1685	-338.273553	-324.226098
3110	-236.917458	-352.354867
1765	-285.335887	-333.510462
1399	-341.826906	-341.072645
208	-270.399081	-340.026686
1781	-324.582445	-339.311518
2324	-346.831385	-351.766461
2329	-324.557240	-345.717987
1457	-288.573089	-352.103874
219	-307.221351	-332.617271
115	-356.682218	-337.784861
2078	-324.575989	-344.295587
2738	-324.555069	-345.184610
3909	-310.945132	-355.178728
2885	-309.686862	-350.725515
2341	-377.784360	-338.899436
99	-336.813559	-340.479843
1770	-309.719198	-348.619357
3681	-310.914919	-354.561712
294	-308.506421	-337.292241
999	-308.512721	-350.404803
1278	-362.942040	-346.007507
2471	-288.628801	-351.832325
611	-248.364357	-327.775509
2547	-323.328581	-328.196523
309	-309.718312	-351.111141
3916	-273.810780	-354.275291
3550	-341.825957	-342.627544
1004	-355.416555	-331.092641
3560	-286.463470	-337.079630
2896	-356.725069	-337.983490
885	-324.623780	-345.587078
2327	-381.624797	-333.394745
228	-346.859384	-346.129414
500	-308.452306	-349.338013
3892	-271.608843	-345.464465
724	-320.775720	-343.835031
692	-362.917261	-343.935863
2536	-273.758980	-355.072903
3905	-395.515911	-322.029746
2964	-362.945907	-345.869877
204	-287.353313	-345.505686
2309	-272.583285	-353.111599
782	-361.678341	-341.554959
341	-273.735711	-357.586338
2509	-344.380267	-342.088579
404	-324.595399	-347.732094
184	-322.436757	-329.109698
22	-324.575190	-344.382000
2190	-324.574822	-342.891400
409	-306.383308	-330.435280
3794	-317.361117	-320.597322
82	-309.701458	-351.313076
1280	-356.683566	-336.711199
592	-307.614861	-334.354865
3196	-297.530335	-325.689033
3015	-359.362011	-332.347365
1119	-304.733360	-348.090317
2077	-309.736028	-350.142080
85	-272.550580	-342.001959
3089	-327.025329	-349.139790
799	-310.910909	-352.797060
3975	-309.693760	-341.281360
2854	-325.810616	-348.374918
2073	-345.600119	-348.535983
3658	-309.682445	-351.715641
3661	-287.358011	-347.000906
1705	-286.218259	-334.105732
1258	-344.472090	-343.667936
3253	-281.476938	-330.446471
2219	-265.437885	-335.791548
3639	-345.680996	-345.360381
3020	-287.430903	-347.747506
1330	-324.575010	-344.772818
1351	-309.733696	-354.023672
1948	-195.158734	-336.030954
3525	-340.662316	-341.709284
835	-320.740782	-343.465466
450	-235.729507	-351.371768
1325	-356.758284	-339.667502
2906	-340.657508	-342.031889
3549	-323.437779	-341.571090
406	-359.295180	-325.769510
1984	-287.441165	-346.497654
1908	-286.508233	-336.204413
3985	-324.548763	-336.036680
3610	-360.476593	-338.096070
2925	-301.394865	-322.013285
2345	-342.329232	-318.318874
1084	-309.711894	-351.079009
3383	-360.602876	-340.686039
2610	-309.711468	-352.878993
1350	-343.076530	-350.255582
1499	-320.779994	-344.769604
2970	-339.501361	-337.103177
3854	-346.867382	-349.430574
3592	-323.367866	-343.448211
1971	-362.906662	-344.226160
630	-273.762561	-355.507517
3351	-285.306999	-331.126930
536	-323.348544	-334.677970
2074	-285.300440	-322.089732
3043	-196.405320	-338.843430
813	-361.733052	-343.228658
1455	-381.570969	-339.809246
1213	-324.530103	-345.223127
3024	-251.729571	-348.698172
3600	-325.781571	-349.280659
2874	-309.725707	-351.481576
3095	-339.431197	-332.087648
2839	-362.930315	-346.192899
1173	-344.465017	-341.353996
3170	-271.626697	-347.006436
270	-372.752005	-333.282976
46	-372.766726	-330.702591
435	-306.309029	-334.540696
3683	-308.510782	-347.313764
2265	-360.469291	-337.023145
2391	-310.927566	-353.960592
3	-346.838279	-349.946584
1479	-309.677142	-347.701395
2863	-287.423372	-344.517254
3407	-343.517848	-327.088037
69	-265.441614	-335.956655
2920	-326.952797	-351.669664
933	-270.430832	-344.707037
316	-341.858490	-344.232451
1802	-361.715983	-341.276418
1508	-308.462196	-345.710036
1548	-306.308471	-334.533150
152	-306.286325	-335.162753
888	-323.328290	-333.579701
3684	-362.958208	-346.824418
1467	-345.613895	-338.603496
314	-233.255379	-339.651774
185	-361.726913	-343.520842
861	-360.488871	-334.626290
2627	-235.695309	-350.821184
758	-307.574899	-340.715190
1615	-287.344000	-350.375583
1684	-320.783029	-345.403760
114	-361.772743	-341.745282
2113	-344.391557	-339.767694
1643	-310.910140	-354.880548
10	-344.512001	-341.865226
695	-345.700085	-344.694311
3237	-303.553222	-341.851871
1814	-360.537947	-334.592277
2201	-452.728039	-311.272701
3707	-271.620156	-345.325991
3644	-345.587398	-346.618269
2230	-262.056533	-305.707064
3776	-320.773105	-345.131547
190	-354.290746	-318.304278
1163	-397.709232	-330.566756
1033	-339.482903	-337.692054
182	-324.474954	-348.107109
1423	-344.413850	-342.168231
334	-245.983375	-307.670794
654	-309.727166	-352.034821
3728	-234.474951	-349.294328
2835	-362.925466	-343.710875
3044	-363.519194	-333.659598
3718	-195.186772	-333.167583
3456	-276.206318	-352.274529
738	-324.592221	-343.901710
463	-309.715058	-352.361891
2502	-309.685960	-351.760599
310	-308.480308	-349.788237
1154	-310.937644	-354.290011
2660	-307.582044	-339.733821
3771	-309.655144	-351.216119
2672	-355.556836	-331.835950
2372	-322.217569	-330.117594
2093	-324.473588	-346.424516
2249	-392.653825	-328.781382
1910	-326.978724	-347.467974
3585	-308.497008	-342.243312
2935	-297.516418	-324.885229
3930	-338.542975	-319.890452
1831	-323.386306	-337.585072
1627	-301.363590	-327.470301
666	-381.593528	-337.393908
962	-376.587043	-331.098023
1909	-345.630398	-341.076878
133	-271.642927	-346.081352
1183	-325.750970	-346.508957
848	-309.744522	-350.931111
2418	-304.734646	-348.207838
2961	-348.061993	-353.467271
583	-285.016369	-318.328120
2705	-270.384180	-336.718881
3058	-247.214450	-317.776449
1597	-336.805704	-341.357967
1704	-274.984793	-356.828318
1081	-310.912796	-353.943907
1787	-325.795649	-350.033872
2214	-245.994065	-312.840007
2686	-340.697732	-340.729702
2319	-271.316064	-346.142419
2354	-387.558484	-319.294296
3376	-273.775510	-353.228318
1857	-307.540766	-340.127505
2042	-232.364952	-331.979947
3480	-286.460642	-340.351719
1997	-271.666841	-344.563562
1228	-345.640969	-347.422805
3222	-344.494043	-345.301232
57	-345.635513	-345.257500
1341	-301.373831	-325.147944
3078	-383.966179	-348.099285
2987	-271.618137	-348.050184
2159	-324.581067	-346.384546
603	-346.867624	-348.718740
3455	-270.401061	-335.373151
1395	-375.348487	-323.908702
47	-247.225618	-321.188132
3613	-308.483617	-351.539194
1032	-346.816694	-349.379923
1800	-212.439286	-335.529469
2646	-325.800095	-349.143735
1609	-210.001565	-320.002465
3962	-341.865856	-344.603690
1735	-320.791360	-344.970882
2583	-346.859078	-350.870558
1494	-345.654016	-345.351443
3159	-324.612512	-345.138189
191	-307.610450	-335.698368
1641	-340.647224	-337.433007
2322	-355.508682	-329.895566
2711	-322.460671	-324.289025
1189	-287.322957	-346.968491
3843	-309.717869	-349.910632
289	-321.949791	-348.999947
1900	-309.689410	-353.760805
675	-346.827397	-351.037121
3151	-362.873906	-349.550392
1980	-345.680616	-345.528273
659	-326.976670	-344.151844
2893	-274.985796	-356.895782
1873	-346.842529	-351.391918
1764	-304.725676	-345.831757
3364	-305.057353	-326.863086
3607	-325.801523	-348.566312
1644	-325.774769	-348.423569
555	-361.677945	-338.255156
3071	-273.789182	-354.542543
557	-312.122696	-355.738656
330	-286.408473	-339.055970
3310	-309.721850	-351.799113
3921	-343.218379	-335.898496
2804	-344.433943	-341.911728
2739	-362.946034	-341.816480
986	-347.459586	-337.635702
2914	-270.422403	-342.468960
2071	-246.029150	-312.462960
3959	-305.831035	-350.368507
