no_training:25	no_test:3968file identifier	 training data
2753	-310.904304
535	-248.416462
35	-343.197784
372	-337.283890
1915	-361.705669
2710	-361.773017
3625	-326.948771
118	-352.905052
3042	-269.468415
233	-301.382062
1933	-270.396100
2647	-262.017735
3071	-273.789182
645	-308.540795
636	-382.818623
715	-285.275928
920	-281.489179
80	-392.672883
1109	-333.411326
2215	-289.795079
538	-324.494520
1818	-371.535911
2828	-232.030352
1690	-339.426816
1726	-381.506605

file identifier 	 test data 	 predicted
1307	-303.460433	-308.116961
1807	-344.469516	-325.825293
2917	-267.068488	-285.398712
72	-325.720699	-327.988281
550	-319.568017	-346.935233
2938	-346.875201	-345.920110
719	-309.693538	-357.544046
519	-309.687078	-307.020675
2799	-340.702898	-337.170948
3258	-324.473847	-347.727294
478	-119.052475	-162.047932
712	-294.081616	-273.401563
2191	-359.317050	-361.170209
184	-322.436757	-335.596324
1253	-312.126356	-265.962637
1049	-323.336196	-294.302997
2214	-245.994065	-257.487282
3423	-308.555641	-286.789999
802	-359.306313	-377.312656
952	-325.717725	-365.408232
3088	-308.459859	-309.247012
2238	-281.495234	-278.684459
2528	-308.467760	-333.628249
894	-338.247875	-376.249552
2482	-268.321270	-278.216327
2860	-345.600676	-343.028134
3638	-306.320806	-303.115644
3654	-307.541973	-314.143995
3360	-382.810709	-360.299867
271	-361.759779	-353.873296
1692	-362.862736	-365.526340
3239	-361.708121	-351.181394
30	-325.717105	-333.242820
2606	-323.344105	-267.819570
1751	-339.469166	-341.247623
476	-397.686127	-425.157216
2618	-361.768020	-378.646969
3756	-326.943546	-327.732680
3292	-326.937372	-297.424408
1130	-346.826923	-335.860632
1773	-304.696646	-319.874036
2725	-269.218553	-276.736951
2198	-382.804255	-351.866466
1879	-288.594527	-276.536410
2209	-382.781841	-337.337511
1097	-325.784473	-290.918273
702	-379.000257	-375.959296
1432	-324.522792	-350.634626
687	-346.841762	-331.584156
77	-348.062001	-322.767204
524	-308.507004	-285.473594
1736	-273.764207	-279.449016
1833	-302.579718	-310.000328
1321	-234.472577	-293.062668
2451	-359.328735	-396.164079
1284	-320.761539	-288.453298
3912	-308.435951	-318.672292
3592	-323.367866	-340.144912
1669	-287.426878	-304.877656
1293	-271.369084	-231.948767
1227	-322.155306	-345.946155
2122	-348.040439	-290.091886
1134	-343.068226	-320.516325
3337	-286.438448	-304.606002
2888	-361.704536	-369.960809
2613	-338.214346	-394.498694
1179	-343.195060	-365.769888
1755	-304.686811	-299.857957
1569	-234.503085	-249.431919
1224	-308.420805	-323.232442
3533	-232.036378	-263.573266
677	-324.594116	-329.778625
1476	-308.455419	-309.504753
671	-310.897268	-264.738721
1495	-286.516879	-280.824384
408	-208.863267	-215.375478
1508	-308.462196	-316.944863
3359	-325.733758	-346.408799
1869	-269.207716	-269.570389
1468	-345.650338	-360.925067
117	-211.295163	-193.890575
1184	-286.506282	-306.067798
1522	-324.485746	-321.741463
2682	-324.528297	-331.279094
1220	-325.800532	-302.511569
2576	-306.418503	-295.958702
3862	-271.646263	-246.747131
2549	-375.410333	-358.437270
3905	-395.515911	-417.994208
1903	-309.678054	-280.798873
1937	-287.438379	-258.129003
1809	-324.559733	-343.057124
3046	-322.057728	-345.791262
1891	-323.382399	-321.245741
3408	-287.661454	-328.111494
552	-340.639366	-353.753709
2158	-340.663379	-329.649536
253	-305.838224	-329.405589
1036	-340.609236	-386.882181
1843	-362.899677	-330.238955
1814	-360.537947	-349.877075
3401	-338.175569	-346.383408
2168	-310.899911	-304.161409
1904	-304.752598	-287.980073
132	-308.469258	-334.378467
3635	-308.475489	-316.971577
3965	-273.764529	-280.624493
887	-361.720206	-383.997242
2244	-414.351653	-423.105043
2994	-345.597078	-371.962884
3040	-360.506446	-363.646346
3782	-262.035127	-263.677093
56	-345.599154	-360.408491
3332	-376.610619	-422.666358
1988	-312.124451	-259.558234
1494	-345.654016	-354.731851
1753	-375.351387	-388.528383
3428	-288.564752	-276.381476
97	-286.495035	-317.320633
330	-286.408473	-297.059386
3844	-308.450468	-295.315427
1055	-345.681183	-338.467457
1711	-345.611239	-379.889877
3279	-356.732861	-352.435132
3217	-306.392828	-318.580203
392	-345.637570	-341.538328
2454	-288.578155	-271.788971
2137	-324.588239	-306.351332
332	-304.692914	-357.170861
3979	-345.651111	-363.051496
3515	-346.852204	-324.359829
3406	-286.459793	-296.780500
2334	-472.135006	-440.906012
153	-347.466594	-346.255144
3044	-363.519194	-364.423105
1031	-304.643927	-304.456716
1308	-341.814212	-348.378042
1169	-346.819305	-310.543437
355	-273.761263	-277.804492
3848	-324.564634	-354.803004
1622	-346.869712	-335.730742
3000	-309.688191	-352.385881
57	-345.635513	-332.682843
286	-324.563745	-339.735062
3595	-345.600227	-347.657676
285	-249.362379	-262.255389
1827	-343.492484	-358.150552
589	-340.604189	-348.237765
2813	-232.063900	-243.667663
