no_training:10	no_test:140file identifier	 training data
147	-345.615452
11	-356.688211
98	-303.553222
63	-287.377993
139	-338.257996
47	-247.225618
26	-301.359287
6	-345.687671
93	-340.615011
31	-359.310420

file identifier 	 test data 	 predicted
97	-286.495035	-337.552209
109	-158.340943	-228.767589
79	-324.605178	-354.775506
88	-345.655534	-341.095344
84	-345.610574	-348.718288
61	-308.462933	-345.355821
119	-327.012568	-363.211434
135	-301.341304	-301.398185
128	-303.785832	-306.479790
5	-351.628383	-348.541425
80	-392.672883	-351.430206
37	-381.587333	-360.840427
54	-195.186228	-232.836249
50	-357.934562	-364.414571
44	-309.735489	-356.121975
57	-345.635513	-344.604894
112	-340.648166	-381.912846
58	-304.683044	-344.704350
48	-304.689512	-334.260607
105	-309.727110	-348.135897
78	-270.472470	-263.565415
96	-375.359188	-343.435138
39	-340.687222	-325.746008
65	-312.125621	-321.505163
70	-346.874234	-362.092771
17	-345.612580	-334.537071
91	-275.011437	-342.719105
40	-344.338878	-324.850927
75	-381.566310	-347.646873
18	-309.719641	-325.889554
10	-344.512001	-341.412256
67	-172.006141	-240.916053
12	-377.816587	-411.339926
125	-228.992613	-253.814223
64	-362.945802	-342.100346
100	-361.702143	-376.615084
149	-380.415966	-379.474594
42	-376.564691	-379.375081
49	-396.507540	-355.534440
104	-360.574432	-331.387263
90	-327.017113	-329.637025
136	-343.240623	-331.812031
127	-322.216227	-311.117115
46	-372.766726	-348.275322
134	-308.516376	-311.395958
68	-286.519735	-308.250968
62	-309.677968	-372.735882
22	-324.575190	-347.053013
13	-360.526646	-346.182394
14	-302.238859	-337.970205
55	-335.683118	-320.303109
83	-344.434906	-345.970050
92	-301.343578	-296.918660
124	-271.621961	-305.411792
133	-271.642927	-294.791421
66	-337.302324	-307.710022
72	-325.720699	-316.454344
82	-309.701458	-317.124731
102	-307.230370	-334.654446
1	-360.499843	-365.719061
99	-336.813559	-339.481649
132	-308.469258	-335.331993
87	-490.834069	-396.989092
19	-309.720734	-338.848804
30	-325.717105	-335.608892
101	-324.507184	-392.472775
116	-346.831175	-345.720629
138	-362.875317	-363.213607
69	-265.441614	-270.365095
142	-307.594137	-333.378015
113	-360.478880	-347.772523
85	-272.550580	-420.383476
120	-323.345161	-331.884883
141	-287.734664	-342.810242
143	-302.355005	-301.850376
3	-346.838279	-351.894304
7	-309.722879	-331.336902
45	-266.615452	-308.986549
74	-310.918822	-349.396530
108	-345.614707	-331.520156
103	-291.024232	-325.739639
122	-339.419649	-377.375530
118	-352.905052	-337.279315
56	-345.599154	-342.364094
107	-307.580090	-332.392136
29	-344.425700	-343.794554
94	-362.955075	-361.901183
131	-345.603479	-367.123263
35	-343.197784	-392.310769
15	-288.542593	-317.050770
52	-345.627428	-352.049449
9	-344.468531	-363.592181
130	-274.988525	-341.118899
43	-319.572842	-324.483899
111	-344.470970	-372.953345
23	-304.679494	-350.019634
34	-306.355655	-300.730277
33	-264.504487	-290.286779
53	-285.330157	-282.377738
144	-271.323089	-298.628804
16	-273.806874	-339.600972
140	-309.676929	-390.334125
129	-308.512092	-328.343399
51	-283.168740	-287.909800
28	-324.630221	-309.924572
25	-309.712046	-289.964256
89	-249.259410	-279.122746
27	-324.573866	-352.615147
81	-318.390876	-315.888932
146	-377.813815	-361.002168
114	-361.772743	-358.490876
38	-309.736982	-333.937604
86	-190.624631	-254.054001
115	-356.682218	-349.905417
145	-310.929561	-324.016759
2	-324.551643	-339.113672
137	-287.440932	-355.335395
126	-274.991042	-305.138314
0	-351.615495	-334.520099
106	-362.952198	-335.618952
76	-325.685245	-322.625192
41	-345.649146	-359.001233
24	-345.608180	-343.643606
20	-270.370102	-262.360227
59	-248.430371	-271.174547
73	-233.293627	-276.256807
71	-346.864282	-329.922572
95	-351.666551	-341.231979
21	-278.059333	-278.353984
148	-345.629933	-325.474135
36	-344.382282	-326.032500
8	-272.545439	-325.951638
121	-361.711483	-363.909173
123	-269.263476	-284.381120
32	-287.509315	-294.672890
4	-270.439280	-281.918200
117	-211.295163	-240.077961
110	-346.869123	-374.550474
77	-348.062001	-354.038581
60	-382.768883	-342.798441
