no_training:10	no_test:3983file identifier	 training data
975	-357.171724
1522	-324.485746
3111	-318.340705
2752	-381.632242
3346	-318.327053
642	-234.476516
2586	-191.810916
3128	-341.867138
2971	-312.131841
2555	-287.427764

file identifier 	 test data 	 predicted
2801	-310.932716	-278.836996
1560	-340.645686	-371.416833
359	-346.832402	-347.334749
273	-323.312375	-279.777146
3865	-362.899954	-349.214028
3105	-346.821661	-340.684975
3392	-361.774979	-374.284830
924	-324.528533	-354.147876
3797	-376.587519	-375.992029
3171	-345.599912	-327.252935
2167	-309.681554	-311.724845
3539	-324.625415	-342.516027
3379	-273.761967	-291.468324
3491	-361.750275	-353.017206
747	-359.350089	-365.359672
3852	-361.710525	-349.333436
3607	-325.801523	-291.814857
1686	-288.648208	-308.410815
3312	-323.647099	-318.703600
1598	-308.471397	-318.815738
2759	-393.905418	-356.795294
1061	-343.531666	-349.404332
239	-270.446608	-283.181227
1080	-288.570006	-339.445678
551	-382.817123	-365.037130
419	-312.128001	-339.702083
2442	-345.636611	-347.282347
3156	-362.941094	-368.844388
2670	-326.934805	-318.612629
288	-355.557059	-385.737051
78	-270.472470	-275.229708
971	-324.624537	-292.547243
3053	-490.831786	-396.956252
3162	-324.546164	-333.249910
3146	-289.872162	-317.350963
1147	-304.755780	-313.853973
761	-312.126820	-336.643001
1843	-362.899677	-343.020668
526	-344.430692	-300.570312
2118	-324.560961	-324.884776
1477	-303.462312	-287.133149
3169	-310.902849	-317.043792
1703	-286.154755	-317.140015
1898	-360.497612	-375.479879
2707	-310.915408	-291.020578
3333	-361.709769	-381.569004
274	-272.539126	-327.523514
2364	-360.507160	-340.137465
2762	-306.370119	-298.477951
1583	-345.655509	-315.976949
563	-345.644179	-349.082754
2608	-306.369631	-318.303903
3776	-320.773105	-266.244676
3275	-308.757315	-290.127240
3369	-158.342346	-125.487088
377	-360.527122	-375.117968
1697	-345.613396	-350.170557
1968	-324.538807	-361.260261
110	-346.869123	-350.691246
1956	-308.461475	-340.378325
1743	-346.856186	-324.969652
