no_training:5	no_test:145file identifier	 training data
117	-211.295163
16	-273.806874
11	-356.688211
110	-346.869123
12	-377.816587

file identifier 	 test data 	 predicted
104	-360.574432	-360.563115
77	-348.062001	-261.818146
22	-324.575190	-95.422585
145	-310.929561	-266.520361
62	-309.677968	-345.862864
112	-340.648166	-374.013567
51	-283.168740	-46.584362
42	-376.564691	-51.670615
127	-322.216227	-53.132639
64	-362.945802	-82.037645
80	-392.672883	-36.043049
137	-287.440932	-126.381283
106	-362.952198	-87.114173
4	-270.439280	-95.794195
129	-308.512092	-87.655157
102	-307.230370	-361.508601
92	-301.343578	-52.944924
95	-351.666551	-44.508421
146	-377.813815	-380.755674
57	-345.635513	-72.425913
115	-356.682218	-355.353806
53	-285.330157	-63.115947
141	-287.734664	-90.673836
24	-345.608180	-72.122062
133	-271.642927	-103.116101
114	-361.772743	-88.475540
66	-337.302324	-32.799040
38	-309.736982	-344.952473
96	-375.359188	-35.821233
98	-303.553222	-357.717924
111	-344.470970	-375.528358
100	-361.702143	-96.615392
144	-271.323089	-98.361500
36	-344.382282	-367.821616
6	-345.687671	-83.062222
91	-275.011437	-80.243620
48	-304.689512	-92.240864
30	-325.717105	-87.556264
89	-249.259410	-332.463504
116	-346.831175	-343.509982
68	-286.519735	-355.753499
44	-309.735489	-343.163909
54	-195.186228	-286.554021
34	-306.355655	-311.014359
120	-323.345161	-312.880791
113	-360.478880	-352.983271
15	-288.542593	-98.830240
122	-339.419649	-64.024822
59	-248.430371	-265.585169
27	-324.573866	-96.467002
69	-265.441614	-277.806692
149	-380.415966	-52.676829
63	-287.377993	-81.053434
25	-309.712046	-347.964512
26	-301.359287	-51.465865
105	-309.727110	-343.833642
49	-396.507540	-35.274089
128	-303.785832	-88.175143
73	-233.293627	-101.704734
74	-310.918822	-268.433349
43	-319.572842	-326.724667
32	-287.509315	-101.884220
90	-327.017113	-117.250889
1	-360.499843	-347.276023
41	-345.649146	-76.442142
101	-324.507184	-122.012026
72	-325.720699	-89.826823
71	-346.864282	-344.941884
3	-346.838279	-346.490322
18	-309.719641	-346.257200
109	-158.340943	-123.980338
13	-360.526646	-358.967939
56	-345.599154	-74.462815
60	-382.768883	-72.361519
70	-346.874234	-344.127109
86	-190.624631	-59.368355
139	-338.257996	-49.506033
81	-318.390876	-54.708443
121	-361.711483	-107.395017
85	-272.550580	-328.983645
93	-340.615011	-363.592763
55	-335.683118	-58.552925
65	-312.125621	-71.837217
17	-345.612580	-79.052044
61	-308.462933	-96.109058
31	-359.310420	-44.074514
94	-362.955075	-86.236683
29	-344.425700	-372.591702
147	-345.615452	-76.815340
33	-264.504487	-68.434860
123	-269.263476	-285.222874
9	-344.468531	-371.097420
0	-351.615495	-44.847206
134	-308.516376	-82.512453
40	-344.338878	-366.936203
37	-381.587333	-374.212762
78	-270.472470	-103.449393
108	-345.614707	-79.549083
148	-345.629933	-71.144885
103	-291.024232	-95.500646
119	-327.012568	-112.905485
5	-351.628383	-44.833498
88	-345.655534	-81.177870
118	-352.905052	-353.257370
19	-309.720734	-346.135095
20	-270.370102	-83.614396
99	-336.813559	-368.048726
84	-345.610574	-86.473448
136	-343.240623	-59.133729
87	-490.834069	-19.949118
140	-309.676929	-345.695927
58	-304.683044	-93.560548
132	-308.469258	-94.334002
67	-172.006141	-85.051010
47	-247.225618	-65.739378
83	-344.434906	-372.124026
76	-325.685245	-90.516277
45	-266.615452	-113.040067
135	-301.341304	-53.392294
143	-302.355005	-67.390760
28	-324.630221	-91.520172
79	-324.605178	-103.239719
2	-324.551643	-90.125418
97	-286.495035	-354.719190
46	-372.766726	-51.216671
126	-274.991042	-81.550227
75	-381.566310	-376.006842
82	-309.701458	-347.927795
35	-343.197784	-63.756971
7	-309.722879	-340.587244
142	-307.594137	-94.551609
39	-340.687222	-373.250767
125	-228.992613	-59.499318
124	-271.621961	-108.590299
52	-345.627428	-73.891296
23	-304.679494	-96.107564
14	-302.238859	-69.785961
50	-357.934562	-89.388927
131	-345.603479	-72.800152
8	-272.545439	-334.997669
138	-362.875317	-84.952513
107	-307.580090	-99.524692
10	-344.512001	-367.948675
130	-274.988525	-82.533742
21	-278.059333	-33.948328
