no_training:5	no_test:145file identifier	 training data
113	-360.478880
79	-324.605178
38	-309.736982
0	-351.615495
25	-309.712046

file identifier 	 test data 	 predicted
31	-359.310420	-332.986743
148	-345.629933	-319.469223
8	-272.545439	-312.953504
71	-346.864282	-314.099025
7	-309.722879	-318.087511
122	-339.419649	-332.480179
23	-304.679494	-323.876493
52	-345.627428	-319.816590
48	-304.689512	-321.477807
28	-324.630221	-323.549738
106	-362.952198	-319.207040
131	-345.603479	-325.262270
2	-324.551643	-325.968390
56	-345.599154	-323.130471
36	-344.382282	-329.119581
26	-301.359287	-334.666903
50	-357.934562	-327.896026
135	-301.341304	-332.542163
112	-340.648166	-332.085099
108	-345.614707	-323.427456
15	-288.542593	-311.272464
145	-310.929561	-304.521522
125	-228.992613	-337.301563
115	-356.682218	-331.073934
118	-352.905052	-327.910116
107	-307.580090	-332.468057
17	-345.612580	-323.877883
149	-380.415966	-336.411079
83	-344.434906	-330.745192
27	-324.573866	-327.295432
127	-322.216227	-334.887370
81	-318.390876	-337.028246
99	-336.813559	-327.821392
142	-307.594137	-330.994327
147	-345.615452	-322.537730
77	-348.062001	-309.089784
138	-362.875317	-323.340794
65	-312.125621	-299.240191
111	-344.470970	-328.492047
91	-275.011437	-297.282675
143	-302.355005	-330.592249
18	-309.719641	-310.522434
19	-309.720734	-310.622491
146	-377.813815	-332.602663
140	-309.676929	-319.295532
128	-303.785832	-329.562376
82	-309.701458	-309.683336
109	-158.340943	-326.803858
5	-351.628383	-336.371336
110	-346.869123	-314.349196
20	-270.370102	-329.070433
41	-345.649146	-322.127859
80	-392.672883	-334.608647
144	-271.323089	-320.562516
72	-325.720699	-316.059322
123	-269.263476	-333.175372
35	-343.197784	-336.808508
47	-247.225618	-333.534340
13	-360.526646	-335.502144
90	-327.017113	-309.547177
66	-337.302324	-332.157696
70	-346.874234	-318.380402
119	-327.012568	-310.460615
92	-301.343578	-330.495746
75	-381.566310	-333.823832
68	-286.519735	-330.594243
16	-273.806874	-304.819819
78	-270.472470	-326.476628
84	-345.610574	-325.806790
67	-172.006141	-335.804144
96	-375.359188	-333.405004
14	-302.238859	-335.530629
11	-356.688211	-331.510066
37	-381.587333	-333.996088
141	-287.734664	-328.149848
76	-325.685245	-316.426300
94	-362.955075	-323.628903
46	-372.766726	-332.012084
42	-376.564691	-337.416761
88	-345.655534	-318.619041
121	-361.711483	-329.007155
101	-324.507184	-329.937751
22	-324.575190	-330.611919
45	-266.615452	-333.632448
134	-308.516376	-314.755725
89	-249.259410	-329.585478
29	-344.425700	-333.449219
60	-382.768883	-322.051129
4	-270.439280	-327.220472
24	-345.608180	-323.000987
63	-287.377993	-317.098308
126	-274.991042	-296.760324
129	-308.512092	-322.131179
58	-304.683044	-323.682200
40	-344.338878	-326.266634
10	-344.512001	-329.645062
1	-360.499843	-331.035937
44	-309.735489	-316.743237
95	-351.666551	-336.371065
133	-271.642927	-319.865531
55	-335.683118	-333.242471
73	-233.293627	-325.106804
98	-303.553222	-327.894885
97	-286.495035	-332.969157
74	-310.918822	-304.586691
62	-309.677968	-321.390903
116	-346.831175	-313.981456
61	-308.462933	-323.056040
39	-340.687222	-330.313457
43	-319.572842	-330.597249
6	-345.687671	-319.395964
34	-306.355655	-337.157050
21	-278.059333	-332.248449
32	-287.509315	-320.730108
9	-344.468531	-326.984297
3	-346.838279	-315.298850
87	-490.834069	-337.596493
136	-343.240623	-332.502634
93	-340.615011	-327.597465
53	-285.330157	-329.944198
69	-265.441614	-330.687491
103	-291.024232	-302.641833
132	-308.469258	-322.817982
12	-377.816587	-335.310344
124	-271.621961	-317.091773
120	-323.345161	-334.286304
85	-272.550580	-315.010840
137	-287.440932	-330.458063
57	-345.635513	-320.825031
130	-274.988525	-299.113751
33	-264.504487	-336.750272
100	-361.702143	-330.932794
49	-396.507540	-335.723877
51	-283.168740	-336.936947
86	-190.624631	-333.554679
64	-362.945802	-319.015322
114	-361.772743	-327.025858
102	-307.230370	-329.481540
117	-211.295163	-336.643645
54	-195.186228	-334.579073
104	-360.574432	-331.397922
139	-338.257996	-331.994280
59	-248.430371	-336.099965
105	-309.727110	-312.881550
30	-325.717105	-316.941198
