no_training:5	no_test:3988file identifier	 training data
2384	-281.469893
1235	-265.447270
3319	-376.604793
2195	-289.873479
306	-307.335530

file identifier 	 test data 	 predicted
3006	-308.470648	-1.385002
336	-308.524858	-1.001568
44	-309.735489	-3.911652
1474	-340.654517	-292.829146
2332	-342.335241	-0.344248
1843	-362.899677	-0.933188
910	-270.384937	-2.242087
2224	-307.568767	-1.372615
368	-345.595021	-0.879844
3657	-312.124380	-0.887490
1151	-392.620909	-0.143925
1353	-359.297643	-0.431505
2527	-297.554699	-0.832937
3709	-340.613243	-290.832472
1367	-325.812267	-1.163739
747	-359.350089	-0.348160
1966	-302.558699	-250.411568
564	-272.569586	-5.497078
2355	-336.816043	-277.037609
3201	-346.845480	-1.664113
1795	-356.736238	-201.793395
2032	-287.663174	-1.417753
573	-286.504534	-295.617133
653	-344.473681	-290.126441
2990	-376.661483	-365.721953
2036	-309.733888	-3.330960
2229	-319.560814	-226.030688
824	-310.952875	-2.867953
654	-309.727166	-3.868299
3135	-272.569212	-6.435363
3674	-309.731169	-3.463594
2209	-382.781841	-0.273845
1780	-345.606551	-0.409100
3044	-363.519194	-0.281253
1552	-346.865957	-2.073948
1637	-343.503600	-213.499341
1765	-285.335887	-277.425712
2738	-324.555069	-2.202353
296	-345.688916	-0.687240
2549	-375.410333	-0.081444
1669	-287.426878	-3.541794
2631	-380.316551	-366.826831
2915	-344.371144	-284.710469
3741	-169.860788	-1.965603
489	-356.745773	-207.645308
332	-304.692914	-1.493947
3958	-291.015785	-1.481694
3537	-346.860694	-1.879944
980	-356.743821	-208.756618
3436	-361.762744	-2.114453
1707	-288.590006	-2.230260
314	-233.255379	-6.687723
3017	-271.339346	-3.783522
258	-371.546126	-0.090128
899	-321.230055	-0.360957
3695	-309.651827	-2.801138
2505	-344.440744	-286.442749
195	-296.296482	-0.225490
3381	-309.731402	-3.135078
3988	-309.707600	-3.043777
734	-233.242250	-3.608497
324	-307.534482	-2.726631
1517	-359.342366	-0.404578
2125	-310.908354	-2.481334
613	-309.689486	-3.664588
1229	-288.582662	-3.194191
3865	-362.899954	-0.787221
3880	-357.942023	-1.315976
424	-309.717380	-2.712150
831	-346.867207	-2.324923
