no_training:5	no_test:145file identifier	 training data
45	-266.615452
35	-343.197784
91	-275.011437
11	-356.688211
100	-361.702143

file identifier 	 test data 	 predicted
126	-274.991042	-288.241630
47	-247.225618	-242.454628
102	-307.230370	-303.880565
98	-303.553222	-337.259209
33	-264.504487	-265.117777
131	-345.603479	-335.787150
133	-271.642927	-249.394170
41	-345.649146	-326.624842
128	-303.785832	-284.147809
31	-359.310420	-341.553046
52	-345.627428	-308.842103
145	-310.929561	-265.299835
65	-312.125621	-293.010631
19	-309.720734	-280.869876
30	-325.717105	-315.397783
3	-346.838279	-323.633691
118	-352.905052	-346.969880
132	-308.469258	-311.682836
28	-324.630221	-309.321116
46	-372.766726	-348.238383
108	-345.614707	-326.522643
86	-190.624631	-244.769734
115	-356.682218	-335.043409
38	-309.736982	-322.574047
24	-345.608180	-320.676694
104	-360.574432	-326.847984
130	-274.988525	-307.592746
43	-319.572842	-336.617848
73	-233.293627	-243.588876
83	-344.434906	-341.179165
15	-288.542593	-310.525015
72	-325.720699	-314.001159
146	-377.813815	-351.715602
117	-211.295163	-226.042985
13	-360.526646	-346.079713
26	-301.359287	-299.086286
95	-351.666551	-344.480129
120	-323.345161	-339.425423
136	-343.240623	-345.424034
116	-346.831175	-302.905202
55	-335.683118	-344.858978
96	-375.359188	-350.559492
40	-344.338878	-327.698347
59	-248.430371	-231.770239
4	-270.439280	-273.356396
62	-309.677968	-313.908876
78	-270.472470	-258.966101
89	-249.259410	-262.986525
110	-346.869123	-326.458826
114	-361.772743	-346.470197
81	-318.390876	-326.479414
109	-158.340943	-190.138398
137	-287.440932	-303.259050
71	-346.864282	-300.660275
37	-381.587333	-335.433385
68	-286.519735	-269.725876
94	-362.955075	-319.300919
36	-344.382282	-303.785094
92	-301.343578	-291.960151
27	-324.573866	-316.013552
54	-195.186228	-230.047145
148	-345.629933	-306.431449
23	-304.679494	-318.667818
8	-272.545439	-296.381835
6	-345.687671	-307.878200
5	-351.628383	-346.168851
74	-310.918822	-329.651480
135	-301.341304	-295.502865
106	-362.952198	-311.437492
61	-308.462933	-312.184061
103	-291.024232	-319.646169
87	-490.834069	-387.269215
69	-265.441614	-285.887757
20	-270.370102	-277.800832
56	-345.599154	-328.326602
93	-340.615011	-318.816205
51	-283.168740	-267.812849
14	-302.238859	-335.833979
42	-376.564691	-356.201515
125	-228.992613	-225.376522
70	-346.874234	-312.864283
25	-309.712046	-278.650222
39	-340.687222	-326.613987
119	-327.012568	-333.991009
57	-345.635513	-327.949256
143	-302.355005	-324.626980
80	-392.672883	-357.895499
75	-381.566310	-362.174264
113	-360.478880	-336.452462
17	-345.612580	-314.643227
7	-309.722879	-315.262126
90	-327.017113	-296.122653
99	-336.813559	-339.097480
105	-309.727110	-309.221553
58	-304.683044	-321.187241
63	-287.377993	-276.745209
50	-357.934562	-343.641453
34	-306.355655	-278.611276
122	-339.419649	-317.797769
32	-287.509315	-321.895125
82	-309.701458	-295.414753
60	-382.768883	-317.210813
22	-324.575190	-326.829101
16	-273.806874	-298.421887
124	-271.621961	-248.414061
101	-324.507184	-359.019422
0	-351.615495	-352.943533
12	-377.816587	-357.212149
111	-344.470970	-330.642267
123	-269.263476	-285.225384
147	-345.615452	-315.995545
44	-309.735489	-300.024969
18	-309.719641	-287.171850
121	-361.711483	-343.556760
134	-308.516376	-280.920236
77	-348.062001	-333.659059
141	-287.734664	-295.934268
107	-307.580090	-304.330787
76	-325.685245	-313.944124
88	-345.655534	-314.651872
142	-307.594137	-272.599334
129	-308.512092	-307.173975
64	-362.945802	-321.573318
48	-304.689512	-293.001868
21	-278.059333	-245.630688
127	-322.216227	-329.801686
112	-340.648166	-352.432434
53	-285.330157	-298.577518
79	-324.605178	-309.319613
97	-286.495035	-298.836394
9	-344.468531	-360.203531
140	-309.676929	-323.928682
2	-324.551643	-324.476847
66	-337.302324	-289.708067
49	-396.507540	-343.845816
1	-360.499843	-348.321796
10	-344.512001	-330.853347
144	-271.323089	-298.396866
29	-344.425700	-309.505453
67	-172.006141	-201.439021
138	-362.875317	-342.464048
149	-380.415966	-330.967417
139	-338.257996	-354.180892
84	-345.610574	-328.818658
85	-272.550580	-353.886644
