no_training:1500	no_test:2493file identifier	 training data
1068	-308.470010
1956	-308.461475
968	-308.470667
1110	-325.781398
3187	-272.591906
1855	-360.497728
3354	-360.529236
2193	-383.976576
17	-345.612580
3713	-325.748400
1199	-377.813742
2645	-362.923114
3456	-276.206318
1569	-234.503085
1038	-267.106213
248	-339.489875
3697	-312.119261
3074	-272.553250
3005	-249.248680
830	-320.767103
2940	-339.418028
2113	-344.391557
3266	-287.736841
1826	-285.242094
3072	-340.671263
2994	-345.597078
59	-248.430371
1521	-323.665247
411	-397.680771
1196	-346.840727
3208	-288.572843
1544	-324.594826
2984	-362.935648
2314	-345.658870
765	-317.447668
1710	-361.726166
2519	-323.585680
3308	-381.582831
3154	-309.714008
1912	-310.915653
1662	-377.834156
2982	-325.722723
3282	-362.972786
3607	-325.801523
3464	-234.470922
563	-345.644179
1471	-346.857623
1852	-309.685790
3293	-360.535142
529	-309.725786
217	-271.648392
1760	-326.940002
2109	-321.219665
173	-396.486463
575	-272.582834
1693	-234.474613
436	-360.521191
3169	-310.902849
3445	-286.508374
1678	-310.955296
1472	-306.080007
1416	-308.514570
866	-340.620625
126	-274.991042
2	-324.551643
2305	-376.633716
85	-272.550580
435	-306.309029
2411	-193.075202
911	-356.711832
3190	-232.325947
1154	-310.937644
778	-324.573162
3843	-309.717869
1691	-272.595294
1587	-322.133444
3785	-348.045948
1999	-233.547877
655	-325.771459
912	-323.344400
2290	-343.224836
3474	-309.730988
1482	-312.132386
2040	-317.409527
1879	-288.594527
2760	-155.908941
2755	-381.595252
3045	-310.906568
1720	-309.692095
274	-272.539126
271	-361.759779
684	-361.753989
2116	-340.646768
2511	-250.500016
910	-270.384937
3035	-344.404557
1169	-346.819305
1562	-309.676327
1944	-325.796840
583	-285.016369
3156	-362.941094
3067	-271.304881
3463	-304.735360
318	-310.954514
80	-392.672883
3475	-321.247305
825	-340.536374
1230	-323.396217
3090	-287.362939
2553	-302.545562
1560	-340.645686
1924	-340.591587
3094	-324.601619
160	-309.685140
2562	-375.357530
1353	-359.297643
1676	-296.285473
742	-272.588370
3269	-381.624381
3837	-343.468335
3277	-354.254979
3389	-309.689740
3368	-308.496367
434	-338.195462
2968	-310.909942
1574	-245.997884
1261	-268.282665
2022	-344.425164
1060	-345.713205
1761	-376.622507
1589	-324.608694
3425	-324.547564
1087	-324.508933
3586	-287.506415
2489	-250.583259
304	-322.464725
2933	-360.538112
2386	-352.829520
3988	-309.707600
3658	-309.682445
1453	-309.720334
1479	-309.677142
3876	-304.574737
667	-360.533083
1503	-327.014214
953	-392.650949
3496	-302.303890
2467	-325.805017
2551	-325.792606
3080	-344.436248
443	-325.754109
3546	-233.219124
3134	-271.319942
3051	-192.736096
2103	-346.834331
2897	-346.825923
2340	-310.899612
1659	-487.002792
1928	-326.927990
1833	-302.579718
367	-360.491873
12	-377.816587
2425	-322.435505
2359	-360.468392
138	-362.875317
302	-340.632285
695	-345.700085
784	-377.848074
3611	-324.577560
3030	-324.500475
3028	-346.861640
1520	-309.728493
620	-346.820834
3070	-281.491976
477	-265.399968
1667	-323.323781
459	-348.056615
3595	-345.600227
3046	-322.057728
2819	-360.551444
1821	-308.473320
3104	-310.941183
3139	-344.437158
1727	-324.606977
1051	-346.860404
2621	-305.145002
2988	-310.923406
1205	-304.682331
2604	-304.743934
3548	-79.764152
3174	-272.844804
3303	-272.589883
2203	-310.911529
1777	-265.408147
3429	-274.987297
3488	-340.672417
664	-335.632054
3856	-306.313590
355	-273.761263
1234	-325.796704
2674	-342.352279
567	-339.489014
1989	-287.426977
1080	-288.570006
3957	-307.291354
1374	-322.175807
3905	-395.515911
2836	-345.652670
1319	-308.560759
1808	-356.676972
3801	-310.937414
2347	-308.476587
1109	-333.411326
1213	-324.530103
3454	-376.600944
1801	-301.335636
3106	-273.735646
1264	-324.536694
3048	-381.616883
2821	-308.511516
232	-490.793044
2070	-114.483613
1740	-376.599676
2823	-309.730966
2846	-273.780933
1827	-343.492484
538	-324.494520
2221	-308.512137
1104	-287.315479
2439	-324.485913
1433	-325.729800
623	-265.457424
2889	-341.871347
3175	-309.649998
2706	-345.667357
501	-345.630685
3252	-340.610842
2972	-320.764992
566	-303.472917
2946	-345.649552
2673	-345.652182
2527	-297.554699
63	-287.377993
1493	-335.643923
829	-310.909285
2789	-340.629283
1713	-323.381747
531	-226.107205
3261	-232.025930
1869	-269.207716
253	-305.838224
1497	-251.731545
358	-272.544323
1138	-308.444609
1418	-325.725274
3894	-322.469844
1470	-272.542270
2983	-346.833689
1345	-376.540686
559	-362.935404
3236	-310.912270
2493	-346.822460
3273	-288.589678
3040	-360.506446
3177	-287.662612
2062	-303.437471
2981	-327.026688
3199	-273.811544
2873	-307.545713
2086	-308.486338
3590	-340.660106
1032	-346.816694
1324	-270.399280
123	-269.263476
2952	-308.511290
3287	-271.458576
3977	-288.552886
2730	-286.492223
804	-248.395289
2476	-346.865438
3142	-376.617653
594	-325.809558
3377	-360.549337
2927	-324.500425
440	-307.226474
3145	-324.570872
3063	-317.413890
2601	-333.464063
2552	-340.624424
2631	-380.316551
1716	-325.784331
1404	-346.883049
668	-267.103350
1646	-340.684749
3922	-270.394284
3619	-325.779372
2267	-291.016020
2088	-362.871515
2471	-288.628801
2541	-341.834413
1913	-310.912131
3138	-345.651520
3245	-327.024699
843	-308.437835
149	-380.415966
3560	-286.463470
1584	-251.727102
525	-273.812813
3411	-286.134060
3335	-275.020322
983	-341.851447
3558	-339.464817
1532	-309.731599
245	-340.656722
702	-379.000257
1729	-361.740062
868	-312.124574
3370	-396.486664
546	-306.365166
1512	-346.839595
200	-345.625804
1998	-324.536830
3472	-340.657197
942	-325.715957
2015	-308.518276
2516	-309.661518
3754	-324.570035
3079	-270.401391
857	-245.711897
3418	-308.467120
2127	-308.519863
2614	-232.164586
688	-324.491475
3896	-307.280331
3428	-288.564752
631	-371.449232
127	-322.216227
1861	-235.696852
877	-359.317823
939	-344.481802
641	-322.439472
2255	-360.513163
2642	-324.578146
3253	-281.476938
1631	-345.642285
1823	-340.656176
122	-339.419649
2814	-325.804528
3817	-288.554600
50	-357.934562
2992	-343.202564
489	-356.745773
2676	-325.784384
1635	-360.520081
2942	-325.778444
398	-345.636145
1161	-308.513516
1791	-272.554824
1917	-325.790782
3654	-307.541973
3198	-288.680991
509	-307.238995
3027	-336.811099
2997	-380.371074
1694	-273.743311
1786	-325.785038
3062	-381.573048
3983	-322.115604
3650	-382.756764
449	-325.753993
1015	-344.454928
3949	-359.301320
2090	-308.473428
3517	-396.475511
24	-345.608180
3220	-273.806349
3521	-342.324182
1595	-309.686571
2355	-336.816043
