no_training:10	no_test:3983file identifier	 training data
2483	-322.158791
2353	-281.504579
3162	-324.546164
1112	-287.644079
3178	-345.605421
1501	-288.653529
3493	-232.333258
3168	-323.614890
628	-325.726991
287	-307.560718

file identifier 	 test data 	 predicted
2832	-250.585843	-255.202376
695	-345.700085	-380.226059
1580	-271.339821	-310.309645
541	-325.714161	-368.179331
1226	-195.226072	-223.052003
1242	-308.508254	-331.978294
2698	-344.434438	-315.940868
3697	-312.119261	-362.515914
1374	-322.175807	-307.193080
3817	-288.554600	-308.339935
461	-273.773506	-306.820693
2258	-303.453218	-343.087899
3989	-272.542369	-290.179003
922	-272.844560	-321.560523
3235	-339.416290	-325.217838
2573	-307.303421	-297.154846
3016	-309.730329	-346.446225
496	-377.794221	-362.629301
2115	-266.626759	-270.181835
3595	-345.600227	-364.515581
73	-233.293627	-277.393577
3921	-343.218379	-318.124952
2700	-304.687547	-339.608727
3744	-339.414779	-315.260956
3452	-361.758902	-374.517462
2618	-361.768020	-371.459487
3568	-308.468418	-385.021281
874	-271.611192	-330.716069
603	-346.867624	-343.676769
2437	-356.692640	-372.916512
713	-308.484017	-302.666340
2314	-345.658870	-363.109023
2578	-324.576080	-328.868723
1256	-312.119596	-348.149582
3241	-319.515995	-323.010397
2931	-361.729140	-343.789543
3533	-232.036378	-287.282813
1530	-272.549380	-302.671513
1552	-346.865957	-386.758401
2342	-309.680487	-368.874269
2415	-340.676441	-331.956576
3170	-271.626697	-262.683409
1322	-271.619912	-300.791148
173	-396.486463	-324.163037
421	-288.627624	-318.873554
3376	-273.775510	-319.503329
1954	-226.144377	-220.946155
258	-371.546126	-320.262792
3703	-287.697316	-308.856126
314	-233.255379	-265.214861
1330	-324.575010	-325.198458
3056	-269.180682	-290.743906
910	-270.384937	-281.622992
2029	-380.417684	-335.276786
728	-309.678404	-324.320580
1643	-310.910140	-287.118379
2469	-270.392444	-267.730895
3534	-320.785748	-330.576254
818	-387.475673	-323.511092
2897	-346.825923	-373.249582
2074	-285.300440	-280.746763
3829	-323.654114	-306.235658
3591	-273.762889	-331.465872
782	-361.678341	-342.150134
3887	-242.196351	-217.495765
2128	-308.504896	-314.610555
993	-317.364547	-280.303868
2285	-340.578657	-324.477459
3372	-309.705858	-335.180499
878	-308.466070	-341.768991
1042	-305.904676	-339.520814
3130	-270.427802	-295.084159
2969	-286.484904	-297.533570
1474	-340.654517	-340.499945
700	-310.938181	-345.480110
947	-322.454079	-301.137087
2588	-376.538277	-345.296655
2335	-346.825562	-349.336509
2387	-391.391111	-308.944076
2984	-362.935648	-394.764833
927	-340.676668	-325.505753
3186	-346.829695	-341.748411
105	-309.727110	-342.372014
440	-307.226474	-310.544688
1665	-336.802871	-352.140509
3428	-288.564752	-297.112317
159	-273.773408	-378.222560
1202	-361.725394	-356.489682
789	-324.581906	-352.363533
777	-307.544712	-289.841184
3504	-308.561061	-289.503132
405	-273.804251	-328.905180
3942	-287.507193	-320.919804
3722	-308.759135	-317.580825
1031	-304.643927	-322.988575
2902	-271.653205	-270.904472
1690	-339.426816	-327.992200
3598	-340.671493	-306.218188
2623	-235.700285	-295.433574
1614	-325.736331	-335.898637
3807	-361.706503	-360.708533
1148	-284.062954	-265.548692
664	-335.632054	-319.724485
2663	-361.722327	-345.571131
1369	-392.662003	-327.330142
1303	-345.676156	-364.761262
1109	-333.411326	-274.147644
2158	-340.663379	-326.293799
3161	-309.678595	-290.007580
1118	-306.032266	-293.276693
1583	-345.655509	-351.809111
1003	-308.516378	-332.262525
813	-361.733052	-344.917574
1990	-281.482892	-276.822928
3256	-153.459846	-156.153583
3034	-360.418556	-344.330835
3070	-281.491976	-254.093287
844	-324.606050	-319.850321
413	-301.369263	-275.802027
170	-340.667287	-339.052422
497	-287.470402	-308.255802
3465	-324.548021	-332.985564
1310	-307.529289	-307.809921
1606	-308.462382	-306.607515
3743	-325.726182	-341.825070
1502	-340.679724	-333.396599
3903	-340.636306	-379.842463
2515	-323.341413	-299.097027
1723	-307.290176	-310.945018
3381	-309.731402	-331.478569
3895	-325.808333	-361.024083
2337	-324.588418	-366.108660
366	-324.576206	-316.990304
1946	-346.841836	-353.532637
3933	-307.569255	-306.016601
3682	-291.017820	-287.010669
254	-285.284456	-260.400079
2020	-272.514099	-272.096460
1168	-308.454820	-322.404453
3517	-396.475511	-324.215903
2992	-343.202564	-328.153128
2999	-307.237456	-323.827628
2470	-309.688189	-346.673707
3931	-288.683173	-351.136331
568	-303.458583	-341.333161
186	-340.606711	-320.860814
3650	-382.756764	-364.076012
1396	-346.886411	-327.598574
3498	-381.585231	-346.939083
453	-375.430225	-316.154059
3757	-281.482952	-283.572655
267	-345.641113	-366.364778
3739	-324.566515	-322.662777
3194	-301.367422	-261.778118
2371	-307.253245	-304.613952
543	-310.937295	-321.197117
2080	-325.793131	-316.241245
1323	-289.811983	-274.757884
1469	-324.444698	-330.211361
2212	-346.837271	-311.940742
1391	-323.317575	-303.016793
2396	-307.546144	-290.691022
1132	-310.938583	-316.612912
1145	-312.129019	-333.677568
2870	-289.872470	-297.481288
1734	-359.354596	-321.764385
2298	-270.396464	-275.109349
1681	-310.908780	-356.517231
617	-376.521083	-343.120102
2670	-326.934805	-332.782643
707	-381.585428	-360.360549
1631	-345.642285	-328.201402
1957	-206.721858	-165.799115
2501	-232.377706	-274.394669
1669	-287.426878	-299.062544
3679	-320.794248	-339.860835
1966	-302.558699	-289.215301
2943	-340.654874	-323.023901
973	-325.790444	-329.999021
1804	-324.542706	-331.021250
1289	-344.439723	-351.009254
3508	-309.675176	-351.841065
3467	-308.494487	-304.241463
458	-340.699868	-314.465576
22	-324.575190	-330.294953
1054	-323.427722	-325.060735
2377	-236.916033	-237.533856
500	-308.452306	-340.569624
370	-356.698196	-313.971913
2998	-246.027383	-215.665022
3038	-288.542113	-311.045315
2102	-361.723581	-368.445561
142	-307.594137	-298.345169
1667	-323.323781	-317.623471
3557	-344.382663	-334.466195
285	-249.362379	-272.548769
671	-310.897268	-353.588616
2117	-346.839895	-362.347319
2486	-307.239887	-322.579098
2229	-319.560814	-326.214339
1382	-360.492675	-326.742662
914	-361.707841	-371.404407
802	-359.306313	-328.997467
3350	-339.431591	-324.674942
1517	-359.342366	-311.245136
422	-288.692943	-329.974937
3885	-304.728655	-291.406090
505	-338.531538	-299.533395
377	-360.527122	-369.098438
3693	-273.779498	-295.093837
997	-361.688335	-343.920147
3711	-303.469034	-298.822668
3681	-310.914919	-306.945328
464	-324.485629	-296.031913
3894	-322.469844	-297.310974
352	-288.557016	-316.242113
2047	-286.246880	-296.016449
3233	-304.691526	-332.339958
1386	-362.967171	-368.506161
3925	-325.718488	-356.831332
2356	-323.346816	-304.077332
2201	-452.728039	-296.965974
2784	-273.803873	-284.859229
3718	-195.186772	-216.648553
1715	-286.486570	-275.970153
476	-397.686127	-371.026788
3206	-346.853173	-359.716533
1465	-382.796989	-353.428596
3475	-321.247305	-277.656033
1121	-333.449362	-266.471142
3440	-322.135917	-290.390828
2488	-363.508158	-328.364221
727	-272.562906	-312.378394
2733	-310.940764	-285.319262
55	-335.683118	-330.419034
2665	-348.031230	-368.924240
1017	-308.419735	-325.721873
1370	-242.180146	-215.694565
2876	-360.574465	-334.635218
1199	-377.813742	-367.540733
1721	-339.479764	-327.230053
1255	-381.635881	-361.733975
1933	-270.396100	-277.856545
1729	-361.740062	-360.474584
3030	-324.500475	-325.768682
2677	-309.684577	-389.332985
1486	-380.373644	-322.541249
3236	-310.912270	-309.417751
59	-248.430371	-226.184171
3252	-340.610842	-335.751940
185	-361.726913	-336.431570
3923	-309.737951	-325.122718
3786	-308.759185	-338.800979
2095	-348.034975	-365.329618
2456	-345.610758	-346.952988
1965	-288.555445	-302.992240
2345	-342.329232	-309.293517
2620	-324.587670	-291.686000
668	-267.103350	-230.545887
3655	-287.379629	-294.063009
2139	-381.581478	-352.643211
348	-196.432825	-207.545261
429	-288.570364	-310.721382
179	-362.928160	-363.093539
251	-265.386781	-269.065279
3609	-269.176442	-259.332233
2978	-340.669862	-327.351976
3593	-304.614300	-325.349555
2291	-286.514923	-281.291906
2012	-382.788561	-385.708476
702	-379.000257	-349.761028
697	-340.621200	-310.126051
2174	-324.606491	-309.651956
121	-361.711483	-358.780912
3627	-323.347112	-328.767257
2530	-345.673444	-367.739490
2101	-361.717364	-370.559813
2658	-308.461040	-320.099654
3319	-376.604793	-332.208567
725	-325.725266	-332.273515
3628	-272.509064	-321.186933
2358	-322.169697	-294.311419
241	-309.718177	-300.744365
39	-340.687222	-327.434692
1039	-360.575277	-338.219077
2880	-346.831172	-319.971963
1962	-382.756724	-356.210102
270	-372.752005	-321.832841
2357	-325.754267	-323.244118
3243	-377.816466	-341.779524
477	-265.399968	-265.432633
3748	-376.556657	-319.239916
3746	-309.736797	-332.542176
398	-345.636145	-318.753647
2712	-274.985024	-322.512507
880	-345.648463	-339.920143
3211	-310.908555	-375.442507
1938	-341.826148	-356.315221
2564	-325.789398	-370.982477
3725	-309.710255	-295.766290
498	-273.791878	-300.956523
3301	-371.491061	-317.807803
2072	-344.431636	-324.528592
1482	-312.132386	-334.351802
3214	-344.426062	-341.095168
1356	-271.372094	-292.382110
338	-272.544500	-283.611877
2529	-229.969129	-219.348110
981	-303.499320	-327.813696
1162	-309.684472	-331.022007
1111	-335.656557	-311.142979
1581	-345.660520	-344.174103
3918	-289.794194	-316.399700
1732	-269.170665	-292.165246
2846	-273.780933	-285.979867
486	-288.678720	-345.887814
3666	-309.735874	-361.544484
2369	-273.760271	-291.150279
1149	-325.796862	-367.420626
2248	-377.773452	-341.313221
3003	-325.798735	-322.702337
756	-325.798888	-360.606654
3090	-287.362939	-297.239486
2577	-381.600777	-383.617268
2421	-249.395323	-281.829407
3555	-360.547370	-326.156962
3615	-210.071468	-217.459242
1134	-343.068226	-360.946785
1621	-346.884834	-369.896435
3913	-308.551230	-366.713749
1534	-340.632075	-349.564353
2628	-359.341296	-313.160087
5	-351.628383	-333.013808
3769	-304.586424	-323.323253
1798	-312.126342	-362.578607
1488	-320.766344	-293.656876
1456	-308.496384	-322.720899
3300	-344.499155	-329.283630
1443	-346.867442	-348.426036
788	-324.467888	-312.100343
1392	-353.321142	-250.788639
349	-309.687623	-327.831633
1999	-233.547877	-288.763942
3631	-303.560350	-327.970108
3169	-310.902849	-316.677759
177	-362.872710	-356.249853
3008	-323.359336	-321.256603
2027	-376.585000	-332.310601
3374	-324.551244	-314.362906
1295	-346.829652	-332.131908
1416	-308.514570	-326.748235
2543	-376.588479	-327.754936
342	-323.351196	-336.485360
3462	-272.538255	-283.979262
2309	-272.583285	-299.421430
382	-344.494711	-349.212278
2693	-340.638326	-360.676210
584	-309.681686	-329.673733
785	-273.796695	-301.740809
1847	-325.753767	-338.841932
3082	-272.586248	-330.041180
63	-287.377993	-293.207117
1059	-303.436180	-302.558629
3773	-345.602641	-337.366620
817	-345.619715	-341.808368
1454	-288.652757	-338.314354
901	-270.446915	-278.702114
3294	-340.693392	-336.249722
1767	-285.277900	-285.293158
753	-361.710299	-334.539621
91	-275.011437	-329.778216
2404	-323.340989	-313.812165
3109	-324.582824	-323.373597
3535	-323.235679	-300.692807
3919	-304.721921	-361.150167
2062	-303.437471	-272.204774
2026	-272.837907	-324.868249
871	-309.680919	-354.835934
1385	-309.679840	-327.000205
2881	-345.594203	-338.474811
3822	-309.665941	-296.795573
3815	-288.574763	-326.805970
865	-304.728720	-359.498894
594	-325.809558	-322.713389
2597	-412.494644	-319.240323
3645	-304.681903	-326.173100
1627	-301.363590	-270.343201
3144	-308.472241	-305.617515
719	-309.693538	-349.150324
1252	-301.395982	-265.447642
1980	-345.680616	-343.600726
149	-380.415966	-344.211459
30	-325.717105	-329.231581
2463	-288.576502	-286.126993
298	-377.795528	-375.911222
