no_training:10	no_test:3983file identifier	 training data
461	-273.773506
3905	-395.515911
274	-272.539126
2700	-304.687547
25	-309.712046
3911	-345.639354
3808	-345.614760
852	-361.731511
1222	-325.805865
473	-346.828378

file identifier 	 test data 	 predicted
1764	-304.725676	-303.946071
2887	-345.641890	-344.300834
1036	-340.609236	-327.623760
3707	-271.620156	-323.428916
2474	-357.944802	-309.585112
1428	-265.391486	-316.501004
1277	-309.706892	-313.566785
3654	-307.541973	-349.839785
2686	-340.697732	-320.578128
2568	-325.718022	-325.051353
1180	-306.364186	-347.509359
604	-320.777491	-311.756408
211	-357.939331	-308.891082
1209	-392.612820	-290.501035
655	-325.771459	-325.441559
213	-249.281074	-308.171960
3929	-321.233569	-347.572417
3043	-196.405320	-295.659202
2175	-324.545475	-326.305367
1905	-231.145151	-324.185142
3788	-361.725962	-358.743415
3669	-285.267165	-331.476534
3277	-354.254979	-302.109835
1667	-323.323781	-328.272583
450	-235.729507	-284.774425
3366	-323.268818	-322.014279
394	-344.385642	-346.448584
3578	-286.432515	-334.520160
3641	-360.485033	-363.211701
905	-360.513668	-361.972021
3757	-281.482952	-322.287646
3021	-360.495540	-358.880728
3147	-338.530072	-318.663956
901	-270.446915	-320.676941
2456	-345.610758	-346.036367
903	-309.685872	-317.345627
943	-303.497783	-298.962394
725	-325.725266	-326.200777
3396	-273.815873	-268.187404
3477	-348.046236	-344.568083
250	-360.538828	-357.300737
1006	-336.843788	-318.062466
2683	-309.686061	-314.574502
2083	-322.434119	-346.737657
2178	-339.455981	-323.734099
2192	-307.232824	-310.351637
739	-309.678703	-309.949814
573	-286.504534	-338.105137
1754	-269.221561	-319.124975
3238	-340.667053	-319.605480
2993	-346.825502	-345.199159
1603	-232.363630	-324.696003
2704	-320.786981	-312.345006
3759	-270.393902	-321.091179
2901	-318.323005	-316.763843
2363	-324.610150	-328.088925
3499	-309.702237	-312.158346
3181	-307.209274	-315.071087
1308	-341.814212	-325.573192
705	-362.953848	-359.907503
2948	-382.790431	-299.751859
2448	-346.833271	-343.984166
64	-362.945802	-360.417001
2231	-346.825174	-345.902624
534	-324.575799	-327.904458
3856	-306.313590	-350.172277
2791	-194.254127	-315.425871
3426	-307.387663	-310.951898
3594	-272.544482	-270.424991
1838	-356.685238	-306.566109
3565	-286.474509	-335.236133
207	-285.281032	-337.645584
1696	-320.785074	-311.897425
467	-273.793804	-265.134709
3611	-324.577560	-325.729048
2408	-356.708234	-315.531827
3917	-274.985822	-268.187617
456	-336.811524	-325.162509
3630	-287.660591	-335.255792
960	-310.940611	-312.920153
1091	-309.678344	-317.886749
3360	-382.810709	-296.025965
2567	-320.795216	-313.158561
2610	-309.711468	-312.958783
422	-288.692943	-295.200858
2978	-340.669862	-321.617978
2438	-392.565188	-295.189033
1707	-288.590006	-291.080206
3236	-310.912270	-314.206180
35	-343.197784	-345.669563
3310	-309.721850	-311.952925
2673	-345.652182	-346.790077
1380	-288.625728	-294.721186
3557	-344.382663	-346.908273
1217	-325.773675	-327.935163
2125	-310.908354	-315.996802
3542	-344.409533	-340.935701
2227	-356.712771	-311.945139
1368	-288.584029	-298.182161
3665	-323.329494	-321.908160
154	-324.538764	-324.423771
1664	-310.904974	-316.551608
2827	-345.615042	-345.152974
2382	-380.343633	-294.090634
491	-287.737498	-336.032131
2597	-412.494644	-255.625295
236	-325.758113	-324.323552
497	-287.470402	-295.885812
1721	-339.479764	-320.154798
2048	-235.699029	-284.600304
1684	-320.783029	-314.258525
3971	-360.530885	-354.657577
2270	-355.497046	-311.632949
2217	-344.408081	-346.738442
1824	-336.855265	-321.543239
3842	-376.587741	-327.480841
3036	-310.907823	-315.573466
540	-346.830523	-343.675172
2378	-339.490841	-323.612762
580	-360.537290	-357.806100
3708	-270.397474	-323.711917
1102	-116.609549	-300.471154
2605	-346.869041	-344.823467
