no_training:10	no_test:3983file identifier	 training data
2823	-309.730966
3743	-325.726182
1779	-288.583563
918	-310.917344
3282	-362.972786
12	-377.816587
2708	-308.512758
2920	-326.952797
1082	-310.901659
3486	-437.484875

file identifier 	 test data 	 predicted
1240	-310.907666	-308.706691
2997	-380.371074	-0.102460
2067	-280.248350	-0.282016
3155	-376.605641	-0.084363
1516	-249.358446	-209.690110
3521	-342.324182	-0.120901
2602	-345.645491	-286.833811
1037	-306.397746	-1.061072
3190	-232.325947	-210.707070
3707	-271.620156	-269.309145
260	-359.369049	-0.068905
839	-302.254301	-0.699228
1497	-251.731545	-282.457314
797	-278.075775	-0.161665
3857	-340.686134	-361.318618
1539	-382.755486	-242.881365
1665	-336.802871	-359.162458
3702	-362.951503	-352.372981
3464	-234.470922	-198.029638
2467	-325.805017	-338.489630
1931	-310.900102	-302.639406
469	-325.775843	-323.053837
811	-304.567859	-302.664219
2629	-356.679047	-0.569887
258	-371.546126	-0.034296
1743	-346.856186	-284.694355
599	-343.312201	-0.173713
3725	-309.710255	-295.472005
718	-392.601894	-0.030170
3898	-356.700248	-0.470012
673	-345.680831	-292.392868
1939	-242.205627	-0.461393
3541	-379.527167	-0.025646
2726	-324.475651	-1.836538
3193	-320.725883	-3.109320
2646	-325.800095	-335.475311
3634	-340.646592	-359.231307
2305	-376.633716	-0.083360
2178	-339.455981	-0.184589
3531	-344.458268	-328.427407
3460	-288.678290	-263.261142
1074	-304.697680	-297.718214
227	-377.805829	-370.493380
1335	-283.156647	-0.220536
1592	-271.616430	-264.934837
299	-195.196751	-123.512571
761	-312.126820	-1.619973
3137	-272.533448	-294.541570
83	-344.434906	-361.750429
3148	-324.567513	-2.700041
1434	-344.482088	-364.704793
1071	-360.495618	-0.692008
3968	-287.425634	-4.008008
2376	-346.840597	-289.315177
668	-267.103350	-0.399593
3561	-343.190300	-0.162472
2034	-345.586124	-287.154678
3908	-272.847530	-295.856138
3269	-381.624381	-370.087004
8	-272.545439	-291.568695
1633	-247.201165	-0.668341
3644	-345.587398	-287.478128
165	-327.013034	-317.884831
2537	-317.434422	-0.109686
3217	-306.392828	-1.331776
3684	-362.958208	-351.328655
753	-361.710299	-1.670597
3175	-309.649998	-300.323684
3461	-320.776316	-2.124781
3341	-291.021228	-3.356048
3493	-232.333258	-205.348048
2255	-360.513163	-0.563760
2399	-308.430606	-297.910347
1994	-383.983835	-260.827769
1636	-233.551389	-257.221724
3980	-372.708066	-0.070420
850	-271.623957	-265.200471
936	-382.773457	-248.206447
3539	-324.625415	-2.006575
2111	-348.048744	-295.410405
3840	-309.681264	-299.659868
3991	-372.765028	-0.094813
2850	-288.580309	-289.947434
1531	-345.640098	-287.833330
3202	-310.908741	-302.805106
2148	-309.718089	-303.045646
3652	-361.720088	-1.296545
2951	-308.569129	-302.238014
1089	-344.451793	-360.753246
826	-248.137789	-1.647445
1862	-319.615129	-0.978124
1675	-271.277972	-285.014917
659	-326.976670	-324.650639
1465	-382.796989	-253.753020
3712	-300.148891	-0.255266
2272	-324.528642	-1.535461
2788	-345.596027	-285.009469
1479	-309.677142	-301.834550
2346	-310.909551	-304.601947
3351	-285.306999	-0.514642
2009	-273.812948	-293.399277
1218	-287.431740	-6.532264
1521	-323.665247	-342.736019
