no_training:10	no_test:140file identifier	 training data
66	-337.302324
17	-345.612580
86	-190.624631
24	-345.608180
73	-233.293627
45	-266.615452
68	-286.519735
64	-362.945802
144	-271.323089
100	-361.702143

file identifier 	 test data 	 predicted
121	-361.711483	-356.489535
126	-274.991042	-257.707467
44	-309.735489	-291.606755
136	-343.240623	-348.263183
65	-312.125621	-294.422681
141	-287.734664	-289.356234
32	-287.509315	-279.020400
135	-301.341304	-302.909720
122	-339.419649	-397.415792
98	-303.553222	-281.867926
40	-344.338878	-343.475234
106	-362.952198	-309.231223
111	-344.470970	-337.932855
31	-359.310420	-358.299243
148	-345.629933	-330.788019
38	-309.736982	-302.125695
80	-392.672883	-356.521084
2	-324.551643	-329.090878
33	-264.504487	-241.789806
115	-356.682218	-360.332462
114	-361.772743	-328.462378
82	-309.701458	-296.655847
37	-381.587333	-355.092032
63	-287.377993	-274.000703
27	-324.573866	-336.138400
42	-376.564691	-364.899355
94	-362.955075	-320.641302
9	-344.468531	-322.629252
93	-340.615011	-350.817858
47	-247.225618	-248.233986
137	-287.440932	-355.151057
74	-310.918822	-297.761024
95	-351.666551	-361.790784
35	-343.197784	-389.889290
140	-309.676929	-343.372028
127	-322.216227	-326.157962
76	-325.685245	-344.233878
8	-272.545439	-301.018441
70	-346.874234	-339.184446
78	-270.472470	-248.667250
119	-327.012568	-320.367966
55	-335.683118	-331.802257
112	-340.648166	-352.155676
129	-308.512092	-304.546381
123	-269.263476	-255.430854
116	-346.831175	-316.115371
41	-345.649146	-330.633812
4	-270.439280	-248.524237
13	-360.526646	-335.154904
139	-338.257996	-375.528286
107	-307.580090	-269.139289
75	-381.566310	-344.131809
14	-302.238859	-349.338602
18	-309.719641	-301.504389
77	-348.062001	-283.661435
10	-344.512001	-327.790812
49	-396.507540	-367.181881
5	-351.628383	-365.881071
48	-304.689512	-316.963981
149	-380.415966	-378.024491
11	-356.688211	-338.659951
46	-372.766726	-365.802397
103	-291.024232	-294.111907
117	-211.295163	-190.923218
134	-308.516376	-289.912089
52	-345.627428	-323.478280
29	-344.425700	-358.853193
26	-301.359287	-286.388183
58	-304.683044	-309.524904
67	-172.006141	-153.636234
59	-248.430371	-226.012611
22	-324.575190	-343.327220
12	-377.816587	-384.766567
85	-272.550580	-316.521829
133	-271.642927	-231.668555
71	-346.864282	-288.129425
146	-377.813815	-357.577951
61	-308.462933	-337.421841
90	-327.017113	-340.822987
53	-285.330157	-265.140342
15	-288.542593	-272.898989
50	-357.934562	-334.687655
16	-273.806874	-256.283399
57	-345.635513	-326.986191
7	-309.722879	-281.291506
128	-303.785832	-274.712606
96	-375.359188	-370.006714
92	-301.343578	-302.686331
0	-351.615495	-356.954834
104	-360.574432	-333.068356
143	-302.355005	-297.479835
87	-490.834069	-425.524731
19	-309.720734	-307.324614
39	-340.687222	-310.736373
72	-325.720699	-307.267621
124	-271.621961	-288.595498
1	-360.499843	-372.417058
125	-228.992613	-196.269030
138	-362.875317	-357.524910
62	-309.677968	-337.280239
83	-344.434906	-344.189697
54	-195.186228	-162.804871
118	-352.905052	-340.566033
101	-324.507184	-359.496485
79	-324.605178	-381.352655
81	-318.390876	-327.048813
142	-307.594137	-307.591263
130	-274.988525	-243.972101
120	-323.345161	-343.815041
21	-278.059333	-255.782167
147	-345.615452	-327.759500
88	-345.655534	-337.427919
97	-286.495035	-289.334473
105	-309.727110	-318.252739
25	-309.712046	-301.805944
102	-307.230370	-324.278302
99	-336.813559	-337.210658
108	-345.614707	-341.755342
6	-345.687671	-316.772281
51	-283.168740	-268.194163
56	-345.599154	-325.966578
69	-265.441614	-251.115193
60	-382.768883	-329.261433
30	-325.717105	-301.805512
84	-345.610574	-319.550933
20	-270.370102	-266.128235
34	-306.355655	-307.415339
28	-324.630221	-301.570089
23	-304.679494	-307.011388
89	-249.259410	-253.294356
36	-344.382282	-326.316206
132	-308.469258	-331.678202
145	-310.929561	-279.500541
109	-158.340943	-101.600129
91	-275.011437	-238.964089
131	-345.603479	-326.139295
43	-319.572842	-314.054960
110	-346.869123	-311.264098
3	-346.838279	-304.827877
113	-360.478880	-358.200686
