no_training:25	no_test:3968file identifier	 training data
2724	-376.591176
3841	-371.541704
1406	-375.394844
729	-343.084333
3331	-233.545899
1326	-266.616319
274	-272.539126
3280	-344.483775
2692	-356.663387
2399	-308.430606
1525	-345.608193
2316	-306.361448
2152	-308.540101
2730	-286.492223
1369	-392.662003
3421	-324.571081
1143	-367.635675
1489	-266.777425
2518	-360.566272
1565	-325.735821
1391	-323.317575
506	-234.516241
1269	-307.563525
1157	-309.691584
3536	-352.836930

file identifier 	 test data 	 predicted
2971	-312.131841	-0.577420
1006	-336.843788	-335.687484
1395	-375.348487	-371.128977
1430	-361.720960	-316.990773
3354	-360.529236	-349.315214
1096	-309.689595	-307.911018
1834	-381.615289	-299.415114
3821	-308.427345	-313.012935
2470	-309.688189	-318.585050
2395	-297.523583	-305.984693
880	-345.648463	-337.031093
2782	-340.664407	-333.931032
823	-361.732840	-309.930131
1244	-345.616998	-331.773054
1342	-361.712098	-309.971899
484	-351.639205	-364.842130
411	-397.680771	-343.765860
2027	-376.585000	-368.283168
331	-309.734363	-309.133159
1110	-325.781398	-321.606276
905	-360.513668	-350.944610
251	-265.386781	-240.062097
2071	-246.029150	-230.350345
1726	-381.506605	-329.847655
918	-310.917344	-1.017730
3362	-345.632413	-339.332702
1108	-341.839596	-326.163394
486	-288.678720	-305.350945
3411	-286.134060	-273.502104
206	-309.688611	-317.802958
3372	-309.705858	-304.671999
2677	-309.684577	-307.686852
686	-391.370332	-137.698011
671	-310.897268	-0.949887
2400	-345.592410	-327.212323
1041	-371.504707	-376.997610
2161	-361.735863	-313.478529
3597	-360.539435	-351.007223
2848	-339.419688	-319.543264
2549	-375.410333	-375.284680
1920	-361.714679	-319.184610
3198	-288.680991	-304.565065
1380	-288.625728	-300.253680
3702	-362.951503	-299.919294
1418	-325.725274	-321.351464
1662	-377.834156	-312.081026
3307	-318.647923	-310.036658
1619	-340.600021	-338.764958
3159	-324.612512	-325.798481
31	-359.310420	-371.767985
2317	-308.503515	-313.954836
3297	-360.526636	-358.747459
3767	-324.568597	-316.461956
1833	-302.579718	-311.088400
2689	-309.673807	-310.304158
2218	-325.756157	-318.866974
3581	-319.540355	-335.978353
1561	-325.749687	-292.210620
435	-306.309029	-322.036858
2101	-361.717364	-317.945212
3044	-363.519194	-380.419774
1135	-310.903412	-0.960286
3410	-271.316922	-270.641633
1803	-270.394458	-287.877312
246	-313.537245	-340.081596
1309	-287.723848	-302.288201
2912	-346.883119	-339.819972
621	-310.899323	-0.823593
1478	-309.691634	-312.622854
566	-303.472917	-279.427816
2795	-379.572458	-371.037774
3022	-234.455424	-237.127079
