no_training:10	no_test:3983file identifier	 training data
222	-412.548009
2578	-324.576080
470	-303.460335
1143	-367.635675
3428	-288.564752
1598	-308.471397
3397	-356.702115
559	-362.935404
1440	-270.441325
2222	-340.678668

file identifier 	 test data 	 predicted
962	-376.587043	-45.427636
3190	-232.325947	-244.201900
3079	-270.401391	-286.815461
2873	-307.545713	-297.489782
2741	-297.520999	-45.572946
3209	-346.834502	-47.609305
1586	-272.837559	-38.399529
1126	-270.392715	-258.632279
3374	-324.551244	-325.357376
1097	-325.784473	-323.711137
2612	-345.627545	-284.227595
1444	-304.691748	-309.983125
2341	-377.784360	-358.468638
1077	-326.938562	-28.174340
3012	-276.205920	-21.946441
3387	-309.727603	-55.653029
3562	-360.524672	-353.889264
3705	-345.665479	-295.055764
2455	-344.431301	-335.435914
703	-340.656580	-336.755346
2629	-356.679047	-355.834036
20	-270.370102	-286.481006
1266	-324.582035	-328.353416
3878	-360.554015	-353.015690
2236	-235.698987	-46.743635
3144	-308.472241	-295.421955
867	-283.179781	-40.269975
3187	-272.591906	-65.564153
1358	-340.682075	-335.576300
2495	-307.596472	-301.100810
2665	-348.031230	-18.565460
80	-392.672883	-28.433296
1545	-308.468255	-298.328916
1923	-287.427777	-271.317475
2960	-271.360631	-308.420694
881	-234.470813	-255.693559
2019	-340.659620	-333.690909
1969	-360.529678	-352.267828
1195	-285.287913	-78.273361
2682	-324.528297	-305.884642
3628	-272.509064	-48.311240
1044	-304.687053	-306.801154
3840	-309.681264	-61.528014
182	-324.474954	-313.169318
2770	-288.588657	-323.923377
1451	-348.052763	-21.395370
221	-310.917273	-24.021452
1981	-306.313924	-343.719560
2752	-381.632242	-358.973070
725	-325.725266	-331.326371
2954	-305.915530	-62.404288
2226	-276.206257	-22.580603
3498	-381.585231	-352.516736
3282	-362.972786	-342.758587
3017	-271.339346	-305.467328
1132	-310.938583	-24.215616
812	-308.509197	-301.891134
211	-357.939331	-328.051989
3435	-361.728293	-318.940322
1071	-360.495618	-356.741939
630	-273.762561	-30.997903
3469	-356.686540	-350.296934
130	-274.988525	-25.105964
1182	-304.738393	-305.613400
1272	-308.486687	-305.871280
17	-345.612580	-295.435743
3044	-363.519194	-34.924399
1047	-346.836177	-45.231259
1963	-325.761942	-332.798217
263	-341.853650	-303.362691
1765	-285.335887	-72.136572
3642	-324.565306	-310.994790
3467	-308.494487	-304.634162
3112	-327.021680	-30.980187
926	-345.680086	-294.934909
3934	-381.630276	-352.298694
3655	-287.379629	-299.534888
1389	-272.510742	-49.887382
83	-344.434906	-327.976630
1300	-324.595031	-319.960207
