no_training:25	no_test:3968file identifier	 training data
1860	-308.507458
1289	-344.439723
573	-286.504534
1320	-340.656628
625	-308.514390
812	-308.509197
2704	-320.786981
1561	-325.749687
3180	-323.669200
3636	-324.624318
593	-303.525517
1460	-309.684108
911	-356.711832
1058	-324.585402
2400	-345.592410
1397	-271.624640
839	-302.254301
851	-270.117027
2736	-310.922181
3785	-348.045948
3939	-317.386479
966	-339.467091
460	-360.488733
3043	-196.405320
2402	-235.696227

file identifier 	 test data 	 predicted
1406	-375.394844	-285.534200
1899	-308.478846	-298.912013
1485	-309.731369	-307.852934
2268	-302.558547	-331.331706
523	-345.565792	-341.854034
339	-356.705991	-354.109094
2113	-344.391557	-340.845703
1366	-345.633122	-341.480155
165	-327.013034	-175.616287
1422	-361.728608	-309.704630
3760	-280.314080	-291.841800
3902	-382.757521	-347.752679
2659	-324.461004	-320.282743
1573	-233.255259	-253.932059
1349	-286.542391	-295.373637
1979	-308.462923	-301.130487
3765	-453.654335	-0.185801
288	-355.557059	-1.597292
3774	-305.130184	-4.330344
3054	-269.129580	-280.045992
1675	-271.277972	-253.202728
3112	-327.021680	-165.970433
1351	-309.733696	-308.205530
517	-344.434827	-340.473642
2819	-360.551444	-350.792240
2628	-359.341296	-1.934420
1529	-354.275774	-0.539123
3522	-309.691414	-296.790102
1543	-323.360471	-315.720996
1285	-346.860450	-290.465596
2985	-304.745635	-300.389147
1726	-381.506605	-346.655805
2122	-348.040439	-346.776812
3419	-335.590859	-318.154005
1149	-325.796862	-278.616330
3648	-324.631468	-325.615074
3786	-308.759185	-303.110857
2518	-360.566272	-360.518234
1524	-272.550818	-296.917247
68	-286.519735	-293.358215
1795	-356.736238	-353.881534
774	-395.551843	-0.174193
3138	-345.651520	-341.977686
1767	-285.277900	-312.520012
958	-302.599262	-337.389015
3145	-324.570872	-320.050369
1836	-268.273739	-292.770381
1012	-266.609146	-290.185609
1388	-250.583643	-232.045074
330	-286.408473	-287.849709
1028	-360.421732	-359.136618
3124	-308.562031	-304.103293
3534	-320.785748	-323.120840
3358	-326.934987	-163.402747
2866	-344.431605	-338.056515
3483	-308.500974	-303.554801
265	-236.916125	-14.478004
1469	-324.444698	-316.024599
1583	-345.655509	-340.487720
968	-308.470667	-298.525382
2127	-308.519863	-292.619973
1706	-382.777508	-323.267763
31	-359.310420	-1.668968
3108	-361.653332	-307.059590
769	-271.361537	-252.333775
3187	-272.591906	-282.395978
1504	-360.489720	-361.158284
2912	-346.883119	-290.885606
2712	-274.985024	-5.424659
987	-273.765811	-288.579093
2338	-268.888303	-261.075733
1083	-309.726295	-301.804473
3359	-325.733758	-291.267932
3735	-360.522940	-348.446775
3329	-310.909123	-335.783999
2132	-377.826580	-351.488392
2749	-340.645995	-338.996308
3807	-361.706503	-298.230113
3715	-381.567301	-340.586747
2555	-287.427764	-293.875252
1116	-356.691214	-353.709038
1391	-323.317575	-331.773041
2891	-308.511094	-300.639271
35	-343.197784	-320.616244
3375	-324.594534	-323.722228
1102	-116.609549	-25.024207
26	-301.359287	-2.629182
757	-345.678211	-343.174603
947	-322.454079	-323.469204
2547	-323.328581	-338.947470
3967	-273.758273	-306.360528
849	-360.532987	-350.418780
2783	-272.537685	-297.647009
1999	-233.547877	-227.925311
3821	-308.427345	-307.848105
3723	-345.597175	-326.165758
1310	-307.529289	-323.456126
2072	-344.431636	-340.740842
519	-309.687078	-270.952978
949	-344.463502	-343.428116
58	-304.683044	-296.176695
706	-303.481839	-308.455843
3597	-360.539435	-355.831011
2730	-286.492223	-289.961160
640	-345.616264	-340.485539
1897	-197.629387	-212.194819
236	-325.758113	-310.565494
1738	-273.759338	-308.778345
3490	-359.315205	-1.465347
2658	-308.461040	-292.945508
1848	-273.769835	-291.330397
2774	-310.910631	-334.307202
3184	-308.439671	-308.971509
618	-308.467888	-305.684651
1159	-325.779568	-280.054571
1246	-318.406529	-3.493580
2429	-306.081547	-301.273260
1827	-343.492484	-356.328955
3832	-346.836423	-291.486592
2915	-344.371144	-338.186379
3097	-309.716094	-305.927129
1016	-305.129953	-6.997185
414	-192.762455	-158.584869
3678	-285.255880	-314.056893
3390	-309.736085	-296.619123
2086	-308.486338	-309.555459
3660	-288.651313	-286.373256
624	-312.119017	-2.558538
2151	-289.802108	-202.060339
1611	-348.044714	-342.830523
2256	-303.503801	-310.645520
1131	-324.580815	-325.418767
3091	-341.869641	-330.525407
1613	-346.890723	-284.569850
3871	-346.859809	-256.315726
2249	-392.653825	-0.783527
1566	-380.438011	-292.255320
2446	-361.740252	-306.590119
965	-323.329385	-339.334091
558	-344.464151	-336.437844
766	-312.133805	-2.497043
2479	-271.622821	-252.994763
1332	-209.144909	-213.333154
2243	-340.673964	-342.408293
3764	-308.483519	-308.626810
3884	-323.333263	-349.279672
2242	-362.870426	-305.271921
327	-324.607903	-311.868711
3416	-320.770681	-323.520823
16	-273.806874	-302.221936
3463	-304.735360	-297.632679
1308	-341.814212	-340.729028
2635	-323.324700	-348.731659
2773	-325.684055	-279.341579
1780	-345.606551	-341.906770
1783	-320.761312	-319.631175
1752	-296.265627	-1.284412
2908	-271.620997	-242.030341
1510	-322.425235	-312.731544
1014	-301.385442	-3.407711
3086	-360.507527	-357.544334
1918	-319.573117	-344.996015
570	-275.012535	-5.002642
1595	-309.686571	-297.844240
3285	-247.192524	-7.099622
2808	-340.646073	-331.776073
3888	-323.359825	-305.107700
1423	-344.413850	-341.375672
2135	-346.861074	-289.902543
1885	-345.647670	-341.699739
1394	-396.500849	-1.127465
3776	-320.773105	-314.905950
932	-361.764881	-300.089775
1629	-272.526778	-295.158180
2342	-309.680487	-282.650721
1456	-308.496384	-284.071883
3901	-346.822424	-274.510335
1821	-308.473320	-305.998661
699	-307.243079	-317.149656
631	-371.449232	-295.449625
3469	-356.686540	-343.184851
2201	-452.728039	-165.298447
1744	-288.535621	-249.565057
2216	-308.505718	-306.267681
7	-309.722879	-279.836095
1339	-285.316421	-316.647472
408	-208.863267	-9.190565
841	-361.736259	-306.647907
656	-376.605347	-311.562189
3559	-309.721434	-306.251139
3373	-271.613890	-288.868318
1805	-344.380468	-341.690952
925	-307.567279	-311.588155
104	-360.574432	-341.774484
1743	-346.856186	-284.929646
3455	-270.401061	-292.984645
2017	-310.940345	-339.407168
3546	-233.219124	-258.658004
329	-380.402442	-278.877653
1997	-271.666841	-242.842108
2653	-361.749428	-303.849432
1089	-344.451793	-342.830196
145	-310.929561	-332.524531
978	-324.545574	-323.554749
642	-234.476516	-207.844846
3233	-304.691526	-284.550732
566	-303.472917	-302.145765
435	-306.309029	-333.981931
1507	-310.914024	-326.178176
3231	-380.446861	-277.179093
2539	-321.276274	-316.309007
2818	-335.618370	-311.041144
612	-397.697891	-330.321261
2631	-380.316551	-298.689604
1631	-345.642285	-333.500205
299	-195.196751	-198.019236
1112	-287.644079	-282.617131
3303	-272.589883	-292.952557
3621	-346.815715	-260.300326
3192	-313.554802	-317.201679
2453	-268.273240	-301.602434
762	-346.863396	-288.054558
993	-317.364547	-317.063310
1984	-287.441165	-311.609498
2884	-324.471313	-321.967683
1318	-310.897519	-336.793412
1072	-272.554773	-274.101931
9	-344.468531	-339.124892
209	-308.493663	-308.762387
