no_training:25	no_test:3968file identifier	 training data
3605	-372.755216
1950	-232.331230
3903	-340.636306
2463	-288.576502
3108	-361.653332
1527	-271.621836
759	-398.888473
157	-376.519880
1456	-308.496384
3555	-360.547370
2245	-308.434866
673	-345.680831
3673	-309.691463
637	-360.557419
3085	-322.130736
212	-324.605613
488	-346.861837
551	-382.817123
1287	-355.515622
1972	-233.542445
2086	-308.486338
398	-345.636145
1398	-234.469383
3758	-272.557350
3536	-352.836930

file identifier 	 test data 	 predicted
2428	-309.682996	-311.746380
1003	-308.516378	-324.900002
2988	-310.923406	-309.303318
2277	-383.973315	-305.942559
2189	-325.762375	-316.954462
518	-289.791234	-294.459552
3353	-324.514429	-334.981616
1018	-354.272548	-327.467119
3759	-270.393902	-264.168824
144	-271.323089	-276.053342
1539	-382.755486	-363.470441
3819	-397.692021	-399.824718
1674	-360.499243	-356.710368
3729	-376.562796	-372.821030
3424	-348.051118	-316.677932
604	-320.777491	-339.599251
1548	-306.308471	-265.716388
3001	-270.386138	-276.820131
3219	-339.428557	-328.773598
1626	-345.619567	-344.844042
1553	-323.448965	-374.478173
3149	-372.694726	-349.550190
2570	-324.626187	-312.099357
2383	-324.593866	-360.097125
1916	-360.557411	-355.460339
3479	-265.289023	-282.424356
1135	-310.903412	-269.940796
3457	-324.559213	-338.213273
991	-345.602096	-313.924745
2153	-309.673226	-308.046253
768	-193.039603	-270.514188
3150	-310.942587	-274.216842
361	-376.622353	-352.533366
3308	-381.582831	-381.920674
2997	-380.371074	-386.187189
1863	-381.631601	-356.630624
13	-360.526646	-382.284037
3473	-360.527434	-367.264045
1259	-288.590804	-283.879548
3923	-309.737951	-294.227364
1669	-287.426878	-316.138339
596	-325.754527	-340.591897
3538	-271.350701	-287.875253
445	-319.610687	-365.261165
1686	-288.648208	-284.444710
1425	-288.648476	-283.584707
2294	-341.831947	-327.101764
3349	-207.916786	-276.399821
1637	-343.503600	-299.341065
2138	-340.684371	-359.933436
24	-345.608180	-360.092967
307	-302.239101	-340.554455
509	-307.238995	-368.840772
765	-317.447668	-314.989592
2445	-324.576679	-364.044393
101	-324.507184	-355.196313
2634	-326.927446	-306.600477
1426	-381.607770	-390.241610
2054	-302.588564	-290.087712
1508	-308.462196	-333.687828
469	-325.775843	-348.612682
3449	-297.510804	-290.375395
2558	-472.145935	-395.728253
225	-346.842403	-301.246845
203	-340.663148	-350.149034
4	-270.439280	-270.313947
1937	-287.438379	-305.061493
2666	-303.423742	-249.500868
152	-306.286325	-286.039222
3509	-288.685117	-315.049783
2391	-310.927566	-214.147548
3072	-340.671263	-353.480541
3317	-269.177232	-269.088259
3087	-392.563319	-367.206263
2203	-310.911529	-311.300957
3216	-344.380260	-357.282165
3875	-309.655400	-317.642956
634	-154.960361	-303.436346
2752	-381.632242	-360.471586
2315	-273.793520	-235.494183
965	-323.329385	-323.197761
2584	-360.567154	-356.593601
1209	-392.612820	-376.099497
819	-276.204532	-179.834160
2682	-324.528297	-340.029945
1390	-340.660793	-329.450842
1782	-308.555419	-304.057347
1392	-353.321142	-279.236665
309	-309.718312	-271.418908
2919	-340.635773	-370.391450
1546	-318.321510	-329.568256
1728	-362.942862	-310.027635
178	-188.042067	-283.208621
2066	-432.401755	-374.029873
3258	-324.473847	-352.265856
239	-270.446608	-286.046605
289	-321.949791	-291.986979
2677	-309.684577	-323.041522
701	-265.396194	-255.539483
1861	-235.696852	-158.463458
2198	-382.804255	-350.507140
3762	-351.646368	-367.386349
2444	-318.641916	-308.536077
981	-303.499320	-340.180609
882	-169.557758	-302.103883
1710	-361.726166	-358.969560
3201	-346.845480	-332.897842
2610	-309.711468	-298.506135
3928	-377.799358	-392.302252
1521	-323.665247	-278.994410
2524	-392.642251	-355.044077
141	-287.734664	-297.487123
2817	-340.641240	-353.793767
3503	-266.630629	-252.159107
3893	-341.097446	-329.882951
517	-344.434827	-355.194305
1411	-327.023352	-309.007556
3469	-356.686540	-339.998796
3801	-310.937414	-239.428139
1522	-324.485746	-309.621568
81	-318.390876	-327.543274
3884	-323.333263	-330.255511
3589	-324.543443	-335.932047
391	-345.584667	-333.124567
3067	-271.304881	-285.892472
672	-345.661057	-380.556476
1556	-340.659506	-346.580907
625	-308.514390	-312.700921
2117	-346.839895	-340.926868
2005	-305.155985	-279.270686
3444	-289.794376	-284.057060
2589	-361.718361	-347.271010
2743	-234.516409	-246.880544
2922	-352.890573	-335.508741
55	-335.683118	-372.186060
3396	-273.815873	-246.839769
3604	-273.812100	-221.230887
1589	-324.608694	-322.306895
3697	-312.119261	-256.295008
3620	-359.351415	-393.747910
1431	-344.392695	-340.347468
3124	-308.562031	-307.905433
3277	-354.254979	-325.424461
3055	-285.313284	-239.973664
2226	-276.206257	-208.784794
1808	-356.676972	-329.815371
3053	-490.831786	-424.117857
418	-324.565412	-324.801808
2314	-345.658870	-350.971037
1386	-362.967171	-319.341291
3661	-287.358011	-278.297275
2869	-306.113519	-330.070408
2271	-310.916474	-268.517132
366	-324.576206	-330.278666
3745	-310.912788	-297.220684
1691	-272.595294	-280.927783
966	-339.467091	-368.947217
1934	-341.769746	-343.239942
2230	-262.056533	-251.680363
2771	-310.910278	-315.588411
3800	-346.862839	-271.120651
3965	-273.764529	-227.918312
1062	-324.496997	-323.212801
1792	-363.504227	-388.942922
1625	-320.776082	-343.798367
2135	-346.861074	-326.903917
3657	-312.124380	-179.352902
34	-306.355655	-269.896258
2174	-324.606491	-302.249258
2475	-381.524347	-373.295863
653	-344.473681	-349.282024
2182	-340.610000	-331.888134
2923	-325.801905	-309.372226
1964	-309.726463	-326.567364
1974	-345.655745	-329.668898
3525	-340.662316	-349.698433
1323	-289.811983	-263.684240
2653	-361.749428	-358.002947
3225	-362.875945	-348.123886
622	-341.886905	-329.668521
3916	-273.810780	-254.570959
2472	-209.159302	-279.767214
700	-310.938181	-273.312905
1273	-355.513035	-380.572294
232	-490.793044	-455.695077
3081	-302.557878	-298.142687
545	-356.698773	-381.260560
1740	-376.599676	-384.595122
664	-335.632054	-345.287326
2019	-340.659620	-364.566715
1639	-345.640072	-350.416648
2109	-321.219665	-312.508128
540	-346.830523	-331.618005
3143	-286.432042	-289.575749
205	-269.465281	-247.346375
214	-348.052027	-291.363344
3615	-210.071468	-244.415600
287	-307.560718	-276.396150
3378	-325.831718	-307.296402
450	-235.729507	-158.237647
478	-119.052475	-288.865081
2971	-312.131841	-239.817877
3040	-360.506446	-379.010090
737	-336.836792	-342.561714
2183	-339.459869	-379.759467
2907	-344.466563	-346.526305
2728	-304.742823	-321.849905
3076	-247.198000	-233.929700
3934	-381.630276	-369.821804
2309	-272.583285	-303.481592
2924	-348.045292	-289.331211
1163	-397.709232	-400.568811
1115	-325.773014	-350.463265
1285	-346.860450	-308.997350
3899	-337.265273	-302.018808
1237	-360.542541	-362.158348
741	-344.434318	-356.453709
1585	-360.545832	-356.519240
1742	-288.583008	-296.343873
2010	-323.385837	-336.520242
1170	-310.895183	-307.261802
2821	-308.511516	-333.039740
867	-283.179781	-236.473200
3347	-286.510514	-268.799203
3142	-376.617653	-366.904423
1324	-270.399280	-271.529968
1962	-382.756724	-382.764970
980	-356.743821	-354.781791
668	-267.103350	-245.172080
563	-345.644179	-372.901801
2003	-324.579943	-357.234546
538	-324.494520	-300.425174
3220	-273.806349	-262.886053
641	-322.439472	-267.223466
2915	-344.371144	-348.382005
1310	-307.529289	-298.131864
1849	-324.547957	-323.727845
2124	-345.600825	-344.728382
3806	-309.676410	-325.311234
2112	-304.729640	-309.526234
125	-228.992613	-274.498893
1743	-346.856186	-314.592660
3018	-345.638117	-348.968913
3666	-309.735874	-327.294226
1750	-287.645651	-280.285211
1713	-323.381747	-344.231930
252	-305.913756	-296.692805
1633	-247.201165	-248.335594
3774	-305.130184	-301.709240
3407	-343.517848	-310.723892
2494	-274.984732	-235.688332
1541	-310.912991	-286.745079
2149	-341.878745	-311.844028
601	-324.603558	-308.766776
3617	-345.608658	-342.618422
1497	-251.731545	-197.981790
1712	-345.612640	-338.298760
1961	-197.629416	-206.081204
707	-381.585428	-376.293342
3315	-269.176979	-272.683587
745	-344.464270	-316.283896
3874	-323.344889	-327.505663
1188	-306.054267	-360.705891
3371	-286.517424	-293.340573
2130	-271.612772	-241.843442
3950	-270.439135	-259.761825
3747	-324.521162	-324.018027
2240	-381.627040	-384.597990
2626	-305.900638	-261.556915
3419	-335.590859	-385.666332
3765	-453.654335	-421.346408
2822	-310.902197	-304.153134
3829	-323.654114	-290.482583
557	-312.122696	-265.073494
343	-360.502305	-375.304472
2841	-360.524422	-388.902843
186	-340.606711	-333.909963
930	-346.898838	-312.865199
1351	-309.733696	-292.123615
2011	-270.099401	-328.530977
1716	-325.784331	-313.619027
177	-362.872710	-346.198354
3706	-345.687338	-369.611876
3821	-308.427345	-300.388901
3118	-236.917873	-207.016966
3158	-269.271320	-299.463782
1817	-339.459612	-377.310172
2270	-355.497046	-367.688599
3984	-344.418857	-372.265548
2175	-324.545475	-330.092779
3809	-310.902628	-276.372631
1265	-227.324775	-220.031478
1676	-296.285473	-297.173355
3885	-304.728655	-324.566607
3540	-321.236907	-319.326950
94	-362.955075	-332.035750
879	-303.556846	-347.293898
3608	-372.729173	-349.956972
1384	-361.755719	-354.115434
2097	-345.639692	-370.216954
1415	-338.156727	-334.875631
503	-355.514134	-387.085111
703	-340.656580	-346.695444
1700	-320.782427	-336.159889
2330	-287.681216	-237.184272
209	-308.493663	-320.737344
1075	-325.751822	-296.118906
2293	-269.216495	-272.141314
1213	-324.530103	-339.249757
3543	-287.318584	-332.150147
3627	-323.347112	-322.834344
3204	-306.313706	-288.369744
2452	-344.424745	-362.581563
3587	-322.421320	-309.457803
539	-341.886521	-351.928804
3109	-324.582824	-302.165958
1370	-242.180146	-267.998223
115	-356.682218	-342.257587
809	-361.738091	-351.930014
2886	-324.530742	-322.932957
364	-117.824798	-319.323291
401	-325.712603	-315.720438
2284	-359.298380	-390.638189
3526	-249.285024	-258.299614
1043	-324.605875	-329.796514
2722	-344.423318	-384.609173
3184	-308.439671	-329.903662
3101	-360.503577	-356.582586
3037	-288.567911	-314.325070
1909	-345.630398	-361.997669
3610	-360.476593	-360.382190
1383	-344.398797	-373.627264
923	-322.135797	-338.544470
1015	-344.454928	-362.112161
3681	-310.914919	-276.788229
9	-344.468531	-388.097550
3334	-325.800680	-324.820411
1858	-343.238086	-342.170460
715	-285.275928	-253.742668
1826	-285.242094	-303.441297
3987	-324.506120	-336.601954
437	-309.705971	-271.803145
2522	-307.545457	-294.744663
2942	-325.778444	-334.247846
901	-270.446915	-228.254481
3530	-309.739069	-319.518701
2952	-308.511290	-345.307934
1814	-360.537947	-363.484634
585	-229.918003	-255.002218
3061	-392.552088	-361.752428
1779	-288.583563	-311.594109
1641	-340.647224	-361.143527
1479	-309.677142	-301.915045
360	-346.890881	-297.064975
65	-312.125621	-245.776969
3211	-310.908555	-293.928106
1368	-288.584029	-305.745845
122	-339.419649	-338.680955
3784	-344.450127	-355.805997
2507	-291.014750	-271.549419
1843	-362.899677	-344.540745
3606	-310.906553	-314.361630
325	-345.637577	-374.666621
159	-273.773408	-260.712637
2894	-309.717750	-303.244632
3231	-380.446861	-368.600633
1029	-325.751230	-286.099607
2310	-338.194242	-326.919593
2773	-325.684055	-305.932130
1353	-359.297643	-367.636052
2435	-229.013797	-282.706090
88	-345.655534	-354.682276
2840	-284.048718	-264.451637
3176	-432.852890	-330.215816
2542	-326.951186	-298.513906
1997	-271.666841	-284.602154
3278	-298.952950	-229.743194
3954	-271.611366	-257.785007
670	-324.618078	-350.236323
1344	-341.767606	-329.601353
2487	-361.694757	-358.171032
2580	-309.722373	-283.841064
2144	-324.574829	-319.495709
3454	-376.600944	-377.563423
2734	-309.719592	-301.096693
1542	-370.291993	-314.137052
904	-345.608456	-342.036423
3296	-345.650105	-324.200375
1276	-340.667317	-368.785586
3623	-341.892484	-310.348657
135	-301.341304	-304.740093
2053	-320.769272	-323.917202
3112	-327.021680	-348.148369
1319	-308.560759	-310.176528
3674	-309.731169	-274.365673
2285	-340.578657	-352.372887
1818	-371.535911	-368.127315
2935	-297.516418	-294.059444
3074	-272.553250	-267.016681
3616	-225.221461	-275.652489
3169	-310.902849	-293.943447
2673	-345.652182	-380.220987
3242	-397.707881	-390.383554
3693	-273.779498	-258.024083
772	-381.599310	-364.833916
2966	-308.428791	-338.065506
1899	-308.478846	-319.466533
143	-302.355005	-328.580051
3206	-346.853173	-315.689909
1178	-382.751729	-387.775181
198	-303.934323	-293.422033
2128	-308.504896	-297.420196
2063	-344.402806	-355.681824
2214	-245.994065	-268.335171
984	-248.443503	-253.772331
1704	-274.984793	-214.715894
1221	-344.436348	-350.322060
3631	-303.560350	-333.848068
2793	-306.384286	-273.566098
678	-308.506580	-297.596896
3047	-285.293918	-291.212610
2158	-340.663379	-351.446426
3389	-309.689740	-304.883022
589	-340.604189	-354.399455
1264	-324.536694	-338.174868
560	-344.385047	-337.019934
3495	-288.563768	-306.862994
2903	-308.505951	-315.604964
851	-270.117027	-281.318209
936	-382.773457	-373.947303
1293	-271.369084	-319.397849
1045	-344.449852	-357.116461
273	-323.312375	-297.626750
2181	-340.656656	-356.855028
2760	-155.908941	-344.069715
1960	-345.602645	-346.044621
3274	-196.407957	-201.383838
482	-272.599303	-278.722989
3704	-348.035847	-309.389097
3705	-345.665479	-314.736202
77	-348.062001	-300.192733
1927	-361.739999	-329.860119
2259	-361.734611	-373.114749
1180	-306.364186	-288.581802
3726	-382.754967	-372.405535
1286	-310.906869	-305.406596
3667	-249.293044	-245.419732
3092	-340.610697	-337.109583
353	-197.632222	-191.246984
1245	-310.907810	-285.513162
2962	-309.686114	-309.693099
3120	-309.689111	-313.131724
3505	-274.983383	-273.397338
3848	-324.564634	-310.782632
3888	-323.359825	-328.196425
89	-249.259410	-273.272835
3743	-325.726182	-319.740277
1734	-359.354596	-385.124478
3602	-361.683811	-335.595627
1514	-320.781098	-341.727473
3071	-273.789182	-253.975268
3634	-340.646592	-365.698208
1685	-338.273553	-337.738200
3520	-325.752207	-337.876707
2696	-353.269456	-279.125841
1448	-372.747155	-366.339284
