no_training:5	no_test:145file identifier	 training data
88	-345.655534
14	-302.238859
1	-360.499843
98	-303.553222
55	-335.683118

file identifier 	 test data 	 predicted
103	-291.024232	-281.042313
144	-271.323089	-312.549068
78	-270.472470	-317.998028
35	-343.197784	-325.269823
42	-376.564691	-316.074827
142	-307.594137	-317.424812
34	-306.355655	-320.275125
110	-346.869123	-298.745387
61	-308.462933	-316.232645
31	-359.310420	-312.698709
115	-356.682218	-316.148673
112	-340.648166	-319.949636
91	-275.011437	-271.517929
38	-309.736982	-299.794369
100	-361.702143	-315.875010
135	-301.341304	-316.269275
85	-272.550580	-296.870465
41	-345.649146	-313.325474
131	-345.603479	-314.072036
36	-344.382282	-315.408912
44	-309.735489	-305.194708
137	-287.440932	-322.568221
53	-285.330157	-316.668963
56	-345.599154	-312.894857
32	-287.509315	-304.556119
0	-351.615495	-309.456485
18	-309.719641	-297.656013
3	-346.838279	-299.617174
40	-344.338878	-311.273591
30	-325.717105	-305.038649
16	-273.806874	-287.853758
54	-195.186228	-320.931874
138	-362.875317	-312.535297
2	-324.551643	-307.295384
96	-375.359188	-316.398002
145	-310.929561	-281.168473
128	-303.785832	-315.263584
60	-382.768883	-317.153663
48	-304.689512	-305.930789
17	-345.612580	-307.921270
20	-270.370102	-315.195439
39	-340.687222	-318.819382
69	-265.441614	-322.597340
125	-228.992613	-321.266607
81	-318.390876	-311.106772
64	-362.945802	-313.540010
113	-360.478880	-308.294081
73	-233.293627	-312.241954
120	-323.345161	-316.678587
124	-271.621961	-306.452489
62	-309.677968	-304.928196
130	-274.988525	-278.000189
83	-344.434906	-313.491660
141	-287.734664	-313.474564
63	-287.377993	-302.566791
95	-351.666551	-310.958788
146	-377.813815	-314.781934
15	-288.542593	-303.881435
133	-271.642927	-308.133564
66	-337.302324	-316.821333
76	-325.685245	-301.057566
22	-324.575190	-313.737002
27	-324.573866	-307.777039
79	-324.605178	-310.381704
49	-396.507540	-312.497314
70	-346.874234	-310.187771
134	-308.516376	-309.212038
46	-372.766726	-310.370329
123	-269.263476	-309.302486
47	-247.225618	-315.755853
8	-272.545439	-300.035756
90	-327.017113	-288.143576
107	-307.580090	-320.977746
37	-381.587333	-318.217796
121	-361.711483	-320.736085
117	-211.295163	-323.693115
148	-345.629933	-306.003212
10	-344.512001	-311.201435
52	-345.627428	-307.916164
6	-345.687671	-309.414142
122	-339.419649	-319.579557
23	-304.679494	-311.786221
111	-344.470970	-318.752050
4	-270.439280	-312.376654
50	-357.934562	-315.219979
99	-336.813559	-316.415671
58	-304.683044	-313.800752
108	-345.614707	-310.947468
104	-360.574432	-313.358555
114	-361.772743	-308.992978
19	-309.720734	-293.561976
7	-309.722879	-305.952688
97	-286.495035	-319.802132
129	-308.512092	-302.995084
109	-158.340943	-319.835367
59	-248.430371	-321.504177
75	-381.566310	-322.387619
101	-324.507184	-314.223469
51	-283.168740	-320.447244
77	-348.062001	-289.413263
43	-319.572842	-312.183916
118	-352.905052	-319.338694
102	-307.230370	-316.716958
126	-274.991042	-269.578607
65	-312.125621	-275.434727
74	-310.918822	-288.032839
84	-345.610574	-316.768347
57	-345.635513	-307.227827
25	-309.712046	-299.351921
92	-301.343578	-318.154615
87	-490.834069	-318.051395
24	-345.608180	-309.357776
119	-327.012568	-292.551698
45	-266.615452	-317.603630
28	-324.630221	-316.255415
136	-343.240623	-315.969355
68	-286.519735	-320.151409
26	-301.359287	-314.949591
33	-264.504487	-322.447095
132	-308.469258	-317.786329
86	-190.624631	-313.492233
93	-340.615011	-313.424449
127	-322.216227	-312.315650
80	-392.672883	-309.066806
106	-362.952198	-307.094437
147	-345.615452	-308.114772
29	-344.425700	-309.599672
21	-278.059333	-310.805975
140	-309.676929	-303.619899
5	-351.628383	-314.250538
82	-309.701458	-293.203547
71	-346.864282	-295.157435
143	-302.355005	-313.358827
139	-338.257996	-310.564549
11	-356.688211	-315.929157
72	-325.720699	-304.760109
116	-346.831175	-300.043639
67	-172.006141	-318.565820
9	-344.468531	-317.609052
13	-360.526646	-317.562165
149	-380.415966	-318.572924
89	-249.259410	-314.841745
105	-309.727110	-296.354730
94	-362.955075	-305.068544
12	-377.816587	-324.434226
