no_training:5	no_test:145file identifier	 training data
86	-190.624631
49	-396.507540
136	-343.240623
123	-269.263476
19	-309.720734

file identifier 	 test data 	 predicted
147	-345.615452	-323.672339
146	-377.813815	-357.416398
117	-211.295163	-168.690909
23	-304.679494	-297.627782
55	-335.683118	-368.504930
38	-309.736982	-289.560315
36	-344.382282	-302.612324
43	-319.572842	-345.731956
83	-344.434906	-319.606819
104	-360.574432	-365.538061
137	-287.440932	-333.352448
118	-352.905052	-368.578167
70	-346.874234	-297.206478
48	-304.689512	-294.404803
30	-325.717105	-291.828569
127	-322.216227	-349.110690
133	-271.642927	-217.734729
8	-272.545439	-297.360763
79	-324.605178	-325.196431
92	-301.343578	-290.048908
113	-360.478880	-344.119148
140	-309.676929	-330.481069
126	-274.991042	-216.960401
110	-346.869123	-299.458652
107	-307.580090	-269.780687
94	-362.955075	-315.467345
44	-309.735489	-278.913000
51	-283.168740	-258.884014
91	-275.011437	-232.233350
93	-340.615011	-350.460207
135	-301.341304	-290.200864
65	-312.125621	-241.319563
64	-362.945802	-297.269314
102	-307.230370	-328.161656
74	-310.918822	-274.606954
22	-324.575190	-313.830944
66	-337.302324	-321.209061
69	-265.441614	-270.778300
20	-270.370102	-218.800087
9	-344.468531	-358.905050
82	-309.701458	-233.580208
14	-302.238859	-355.767590
128	-303.785832	-260.165328
109	-158.340943	-64.825572
88	-345.655534	-297.301964
85	-272.550580	-324.975513
37	-381.587333	-333.186873
134	-308.516376	-296.264110
24	-345.608180	-295.233881
73	-233.293627	-225.992419
17	-345.612580	-303.952151
10	-344.512001	-337.641089
71	-346.864282	-295.161703
6	-345.687671	-304.780746
101	-324.507184	-350.225453
67	-172.006141	-143.981174
5	-351.628383	-369.738036
42	-376.564691	-351.786486
68	-286.519735	-238.901303
18	-309.719641	-270.627138
60	-382.768883	-327.124447
27	-324.573866	-313.942530
72	-325.720699	-273.669102
148	-345.629933	-286.473363
114	-361.772743	-329.966709
144	-271.323089	-296.531490
103	-291.024232	-256.884415
13	-360.526646	-364.756364
108	-345.614707	-310.649836
47	-247.225618	-207.831275
98	-303.553222	-333.507970
81	-318.390876	-360.707627
54	-195.186228	-178.251434
53	-285.330157	-262.185956
46	-372.766726	-371.934907
63	-287.377993	-278.489315
61	-308.462933	-318.399695
40	-344.338878	-288.989720
7	-309.722879	-272.024469
56	-345.599154	-293.474943
78	-270.472470	-250.780281
119	-327.012568	-309.133868
58	-304.683044	-294.098883
96	-375.359188	-396.638008
120	-323.345161	-344.066332
29	-344.425700	-306.357886
75	-381.566310	-319.750096
32	-287.509315	-347.432479
143	-302.355005	-345.167790
28	-324.630221	-343.791463
112	-340.648166	-355.893601
89	-249.259410	-213.215364
84	-345.610574	-332.749340
35	-343.197784	-380.648429
129	-308.512092	-286.209192
15	-288.542593	-247.727783
125	-228.992613	-167.822102
90	-327.017113	-273.908106
2	-324.551643	-304.407314
132	-308.469258	-318.345179
52	-345.627428	-293.804072
1	-360.499843	-343.510513
142	-307.594137	-254.832738
124	-271.621961	-227.368986
34	-306.355655	-255.479334
97	-286.495035	-277.935862
145	-310.929561	-258.104973
33	-264.504487	-215.153506
105	-309.727110	-275.115359
39	-340.687222	-352.143810
111	-344.470970	-332.071003
121	-361.711483	-323.156340
77	-348.062001	-270.575228
12	-377.816587	-382.626454
131	-345.603479	-314.481497
138	-362.875317	-313.956930
116	-346.831175	-292.523228
57	-345.635513	-286.103272
11	-356.688211	-349.860437
141	-287.734664	-249.755175
99	-336.813559	-347.825371
76	-325.685245	-286.059224
21	-278.059333	-259.547574
50	-357.934562	-347.519850
41	-345.649146	-313.536541
80	-392.672883	-377.451270
115	-356.682218	-365.175615
106	-362.952198	-299.902196
59	-248.430371	-208.662504
3	-346.838279	-274.993592
26	-301.359287	-272.295993
87	-490.834069	-391.564085
130	-274.988525	-246.107392
4	-270.439280	-251.982698
100	-361.702143	-339.075686
149	-380.415966	-351.562490
31	-359.310420	-382.704654
95	-351.666551	-376.613566
122	-339.419649	-352.422307
62	-309.677968	-320.843193
45	-266.615452	-247.479568
0	-351.615495	-384.016508
16	-273.806874	-262.623927
139	-338.257996	-363.493273
25	-309.712046	-251.669728
