no_training:25	no_test:3968file identifier	 training data
672	-345.661057
2348	-285.253877
1194	-381.612648
1674	-360.499243
1003	-308.516378
694	-344.360007
610	-324.629068
3368	-308.496367
2904	-302.545112
3670	-286.248451
2861	-288.654312
459	-348.056615
927	-340.676668
3715	-381.567301
461	-273.773506
1990	-281.482892
1521	-323.665247
2926	-320.764569
1611	-348.044714
3458	-345.693035
2204	-310.904876
2288	-345.612787
1630	-323.431776
2981	-327.026688
1917	-325.790782

file identifier 	 test data 	 predicted
3839	-231.155780	-286.050554
2675	-303.787203	-297.137625
1958	-340.595950	-337.816040
2502	-309.685960	-309.737800
2948	-382.790431	-381.986911
692	-362.917261	-357.802736
3982	-324.592116	-328.448614
774	-395.551843	-166.495093
1554	-320.728167	-318.288131
3031	-270.411205	-312.404873
2470	-309.688189	-310.130803
2165	-319.567241	-319.887096
3356	-270.447268	-310.943130
1811	-346.855968	-345.969701
2918	-271.326117	-273.092927
3811	-274.982348	-271.154528
33	-264.504487	-277.858832
231	-346.860243	-346.126624
1939	-242.205627	-260.311754
2671	-344.377098	-343.898703
1390	-340.660793	-340.241135
3478	-343.296547	-343.785907
1472	-306.080007	-306.103118
1843	-362.899677	-356.093682
1131	-324.580815	-321.590531
1024	-302.535621	-301.336699
1949	-340.674935	-341.680442
199	-309.673895	-310.231351
3939	-317.386479	-273.186874
996	-307.544316	-342.110639
2543	-376.588479	-335.193986
3703	-287.697316	-293.631645
3970	-305.897998	-328.348479
619	-325.787161	-327.042049
2392	-272.551442	-263.754246
2770	-288.588657	-289.898438
701	-265.396194	-316.099686
2503	-345.653983	-346.524451
3403	-339.424322	-338.952563
898	-305.906901	-331.671985
903	-309.685872	-313.066746
2630	-282.871678	-285.047017
3153	-340.622406	-344.084503
3575	-309.736328	-309.141597
1887	-361.696319	-354.231945
1549	-340.689515	-338.452447
1652	-301.316399	-299.586358
1093	-325.718074	-327.265806
517	-344.434827	-345.344814
3434	-360.560766	-348.840052
795	-246.023231	-260.410558
2244	-414.351653	-88.502758
3813	-340.620847	-340.993435
325	-345.637577	-345.934621
650	-193.034094	-260.088144
2951	-308.569129	-307.933326
628	-325.726991	-325.849667
2663	-361.722327	-352.629654
1359	-229.927277	-286.331115
3987	-324.506120	-328.708276
1329	-309.710338	-309.059952
3614	-288.627505	-287.420877
3661	-287.358011	-289.086964
3438	-312.132858	-311.757198
1126	-270.392715	-310.362681
2821	-308.511516	-306.872443
1546	-318.321510	-317.927944
849	-360.532987	-351.933591
3626	-310.902465	-308.724764
209	-308.493663	-307.682347
2662	-345.635068	-346.367677
2608	-306.369631	-340.988938
2883	-308.757991	-340.363106
316	-341.858490	-341.910911
3202	-310.908741	-311.572465
3191	-284.360325	-291.703872
250	-360.538828	-349.454982
2220	-272.538190	-265.686192
2021	-346.818246	-347.633731
1212	-304.733723	-328.051462
36	-344.382282	-343.714461
2489	-250.583259	-295.112475
3952	-269.175627	-311.651965
3862	-271.646263	-312.804126
1706	-382.777508	-381.507881
939	-344.481802	-346.854433
395	-234.447743	-280.682900
2084	-361.708021	-348.155226
111	-344.470970	-347.151831
3029	-285.281493	-291.524927
1657	-338.273162	-335.160657
3602	-361.683811	-349.860542
1143	-367.635675	-172.334341
2419	-287.353473	-287.595140
952	-325.717725	-325.011853
1948	-195.158734	-286.188387
1474	-340.654517	-339.162562
751	-361.724921	-352.317760
3264	-307.260972	-308.946771
2872	-288.581144	-290.265226
761	-312.126820	-310.036276
3144	-308.472241	-307.703476
3488	-340.672417	-339.930973
2914	-270.422403	-311.894643
3512	-340.641866	-341.207049
3894	-322.469844	-321.995028
1193	-324.550139	-330.192743
534	-324.575799	-322.390225
2639	-302.580808	-300.701039
2096	-345.661705	-345.251022
2924	-348.045292	-348.917266
3372	-309.705858	-309.605705
1462	-312.136049	-312.462350
856	-324.568212	-324.040621
844	-324.606050	-327.252369
2795	-379.572458	-196.747126
1661	-322.148261	-317.789072
1177	-325.808092	-328.119950
1231	-324.569596	-324.805266
3891	-346.821929	-347.144672
917	-323.320690	-313.148794
798	-208.842347	-272.491217
3662	-360.469577	-354.531040
702	-379.000257	-338.873780
1047	-346.836177	-347.527106
377	-360.527122	-351.662238
2728	-304.742823	-327.276617
647	-338.268974	-335.316916
919	-272.589999	-268.064097
2237	-325.784144	-326.407202
92	-301.343578	-302.375640
1972	-233.542445	-289.687430
1806	-324.610229	-320.718617
1354	-382.790027	-381.967859
3572	-322.172641	-319.647888
718	-392.601894	-288.076994
1602	-318.339586	-314.142688
1539	-382.755486	-381.491860
2759	-393.905418	-286.050344
47	-247.225618	-263.084449
596	-325.754527	-328.307333
82	-309.701458	-310.248187
1425	-288.648476	-289.343595
2677	-309.684577	-310.190695
1083	-309.726295	-310.034076
130	-274.988525	-271.289823
1733	-322.169100	-312.895619
818	-387.475673	-198.154203
400	-376.570473	-337.876282
3635	-308.475489	-306.513547
786	-307.544728	-343.021662
2225	-324.612179	-320.121388
417	-344.440065	-345.654204
796	-344.453746	-345.182092
502	-306.349558	-341.673310
2590	-340.650928	-337.853028
1409	-285.282853	-290.385727
632	-361.705069	-356.360965
3527	-309.716030	-309.566036
1178	-382.751729	-382.578511
1005	-273.786179	-266.420463
2250	-339.462492	-336.184140
2481	-324.614891	-320.706858
604	-320.777491	-319.750107
1048	-286.495416	-292.006148
1829	-382.804482	-381.533677
3558	-339.464817	-337.999458
3856	-306.313590	-342.289505
1491	-344.421383	-348.343364
1021	-232.328175	-289.786008
3822	-309.665941	-309.508016
3764	-308.483519	-307.532196
2267	-291.016020	-290.849162
76	-325.685245	-323.644251
1179	-343.195060	-345.131978
559	-362.935404	-355.722147
1847	-325.753767	-323.485250
3103	-340.631134	-337.108331
1732	-269.170665	-309.119750
2854	-325.810616	-328.687035
2702	-309.685148	-310.342393
3961	-308.561152	-307.266142
3276	-344.508729	-345.643898
182	-324.474954	-324.728803
2049	-344.463291	-346.725748
3985	-324.548763	-326.305268
847	-324.608363	-324.125081
1957	-206.721858	-241.017940
1571	-470.915515	-85.543612
341	-273.735711	-268.115334
149	-380.415966	-379.205039
2718	-382.782995	-378.956243
2536	-273.758980	-269.702656
1259	-288.590804	-287.895953
