no_training:25	no_test:3968file identifier	 training data
738	-324.592221
3098	-345.658421
2083	-322.434119
205	-269.465281
711	-341.849127
1974	-345.655745
1798	-312.126342
2204	-310.904876
981	-303.499320
519	-309.687078
761	-312.126820
1415	-338.156727
3058	-247.214450
3856	-306.313590
3870	-345.605387
2886	-324.530742
3360	-382.810709
2523	-344.512144
3473	-360.527434
1023	-309.663477
2046	-286.493052
3591	-273.762889
3209	-346.834502
349	-309.687623
1225	-196.409349

file identifier 	 test data 	 predicted
2984	-362.935648	-109.648998
1572	-322.170570	-203.563527
629	-309.712115	-315.129958
478	-119.052475	-221.164522
178	-188.042067	-134.998030
1935	-361.677841	-326.932786
1397	-271.624640	-113.204147
1984	-287.441165	-318.104530
1836	-268.273739	-311.063236
412	-372.768039	-312.777991
1856	-321.958301	-123.280514
2732	-324.579850	-329.418251
1626	-345.619567	-346.127154
1254	-325.753541	-112.243177
2047	-286.246880	-309.064085
919	-272.589999	-272.724828
2971	-312.131841	-306.355508
1625	-320.776082	-330.267207
2579	-273.765811	-282.939044
1177	-325.808092	-108.400068
863	-285.288405	-317.347510
888	-323.328290	-345.674947
1047	-346.836177	-350.329318
2229	-319.560814	-348.204194
2224	-307.568767	-317.949208
375	-346.857432	-344.698352
2255	-360.513163	-364.691288
403	-272.843742	-74.513786
317	-325.797397	-103.601820
3067	-271.304881	-264.545059
2588	-376.538277	-319.088473
1813	-307.550360	-322.955264
1766	-270.387395	-311.866732
3353	-324.514429	-324.372555
3908	-272.847530	-73.053792
3212	-360.575745	-360.721110
2755	-381.595252	-371.936456
3797	-376.587519	-329.772127
2435	-229.013797	-115.618032
2082	-302.567313	-329.528518
3132	-309.670613	-303.434193
871	-309.680919	-308.236507
305	-346.859213	-350.607297
2346	-310.909551	-312.926352
1988	-312.124451	-310.834229
3296	-345.650105	-343.589495
2627	-235.695309	-84.981761
1890	-371.608385	-328.913222
3278	-298.952950	-57.320390
1884	-307.577822	-322.530405
943	-303.497783	-303.926989
2516	-309.661518	-315.238482
1989	-287.426977	-318.813993
397	-288.630839	-112.896761
3511	-324.552260	-323.285790
921	-325.682121	-103.505841
1073	-233.249538	-294.905209
422	-288.692943	-112.588808
2368	-325.804686	-105.617666
2243	-340.673964	-341.955779
3624	-324.614194	-326.262585
1466	-340.657975	-341.614461
2400	-345.592410	-345.782919
350	-320.793580	-320.735398
1753	-375.351387	-328.027328
2313	-312.122262	-306.845693
1950	-232.331230	-227.822481
2527	-297.554699	-201.967662
2119	-323.665987	-327.463552
571	-339.423497	-335.792582
64	-362.945802	-100.858742
2260	-271.351786	-268.861415
3648	-324.631468	-326.095545
3615	-210.071468	-239.796316
2500	-286.498235	-287.491219
2501	-232.377706	-227.229444
2405	-318.344936	-202.433309
3676	-346.840522	-349.097422
1919	-407.364323	-39.233669
1399	-341.826906	-339.353933
113	-360.478880	-370.140180
483	-309.705795	-304.038749
3320	-310.952127	-307.018980
481	-307.573371	-316.815319
2043	-344.484341	-342.878735
3172	-274.982310	-305.466240
2443	-288.547509	-106.425305
1414	-377.797879	-372.768719
2946	-345.649552	-343.145552
2598	-308.508949	-306.931257
1416	-308.514570	-303.077475
2103	-346.834331	-341.517250
2985	-304.745635	-304.690681
51	-283.168740	-103.724905
3487	-210.101789	-220.336943
250	-360.538828	-360.953132
104	-360.574432	-352.812459
3803	-287.351460	-316.618795
474	-281.476832	-315.985715
3694	-338.246643	-336.283315
2423	-338.238743	-338.555040
3340	-229.879598	-329.055107
1956	-308.461475	-307.007324
3835	-309.693085	-313.137688
2602	-345.645491	-347.350077
1469	-324.444698	-320.563159
1513	-306.368494	-334.701609
2364	-360.507160	-372.978329
550	-319.568017	-348.237975
2194	-273.757530	-290.922210
3448	-324.634377	-326.324739
822	-336.845442	-337.765040
2722	-344.423318	-337.410284
3966	-376.570141	-308.961509
2614	-232.164586	-276.805634
1040	-268.307873	-319.269726
60	-382.768883	-381.088471
3393	-359.297522	-192.455665
3434	-360.560766	-365.686065
3808	-345.614760	-343.336675
952	-325.717725	-103.585217
2366	-286.466852	-282.837705
2127	-308.519863	-305.546533
1964	-309.726463	-310.491487
2273	-324.579188	-321.056458
2919	-340.635773	-340.373561
1409	-285.282853	-327.751951
3965	-273.764529	-293.922190
439	-288.690999	-114.623466
100	-361.702143	-331.389444
2954	-305.915530	-304.261294
3915	-309.687698	-311.917613
