no_training:25	no_test:3968file identifier	 training data
2228	-308.518356
3554	-309.689751
2766	-285.279992
1468	-345.650338
2809	-344.506029
3118	-236.917873
3372	-309.705858
3219	-339.428557
3225	-362.875945
524	-308.507004
1115	-325.773014
3392	-361.774979
2067	-280.248350
3571	-309.676719
904	-345.608456
2829	-340.622886
1413	-247.214861
598	-193.088340
3181	-307.209274
634	-154.960361
899	-321.230055
1857	-307.540766
2903	-308.505951
129	-308.512092
2465	-339.464024

file identifier 	 test data 	 predicted
493	-336.819674	-318.573597
1772	-361.717972	-326.100206
3279	-356.732861	-128.791145
2479	-271.622821	-304.760407
698	-274.985880	-79.311317
2212	-346.837271	-318.284672
696	-356.709466	-135.603270
3905	-395.515911	-87.931804
2310	-338.194242	-312.374676
3583	-325.721011	-318.528518
3570	-272.514475	-298.515069
1818	-371.535911	-322.565431
3943	-376.602183	-359.352040
3851	-326.998454	-94.520966
2995	-381.584942	-362.271984
3271	-454.878708	-91.792574
179	-362.928160	-344.824882
3208	-288.572843	-308.386811
893	-232.317400	-261.041783
1562	-309.676327	-310.745120
3710	-308.565933	-306.235190
3442	-381.635659	-326.057769
892	-288.621895	-316.180597
3788	-361.725962	-344.238400
1265	-227.324775	-247.150520
290	-348.056024	-96.049182
2929	-345.638912	-342.995228
1515	-360.502298	-142.966091
2075	-345.606444	-344.595591
3726	-382.754967	-370.411073
65	-312.125621	-85.233545
1394	-396.500849	-288.881018
663	-323.347275	-156.873935
3266	-287.736841	-291.270734
3786	-308.759185	-324.064074
2536	-273.758980	-105.999154
2404	-323.340989	-134.899218
1059	-303.436180	-314.015584
3306	-361.650084	-356.165294
336	-308.524858	-308.197219
2788	-345.596027	-346.193450
1262	-356.712023	-125.593156
2318	-348.039301	-98.963179
237	-268.287661	-288.688683
1638	-344.481904	-332.004752
3301	-371.491061	-322.644159
828	-361.684892	-364.060345
2423	-338.238743	-316.466930
1101	-307.244627	-329.579328
629	-309.712115	-306.980065
138	-362.875317	-338.397061
2517	-308.462063	-308.286383
1224	-308.420805	-305.378420
3407	-343.517848	-140.886904
790	-341.836780	-340.332257
1033	-339.482903	-340.329037
2477	-360.539944	-133.398062
1883	-346.839066	-315.802346
827	-303.556664	-315.934180
545	-356.698773	-148.038713
1041	-371.504707	-326.985168
186	-340.606711	-336.947274
1906	-324.613156	-319.647121
1504	-360.489720	-140.024155
3966	-376.570141	-345.069229
423	-304.694187	-304.102814
2591	-325.773278	-327.162176
1811	-346.855968	-311.169309
532	-344.369744	-321.980084
1757	-285.313612	-294.758499
829	-310.909285	-105.539102
93	-340.615011	-311.743220
3281	-309.716743	-310.589837
3022	-234.455424	-267.379904
381	-341.835557	-342.636793
810	-269.144656	-128.342927
284	-360.500454	-133.045561
3708	-270.397474	-278.808352
1878	-346.819711	-315.240054
1379	-325.731549	-327.724002
1796	-307.536544	-329.563101
1057	-391.518453	-99.934008
3191	-284.360325	-267.987255
2583	-346.859078	-316.268005
769	-271.361537	-265.207053
1220	-325.800532	-336.426439
2681	-308.466840	-308.787874
3810	-372.726782	-349.228806
2542	-326.951186	-105.208438
2283	-231.111403	-251.942566
60	-382.768883	-372.260623
2233	-319.556235	-156.276001
2028	-346.821466	-309.311473
2949	-346.838702	-313.206336
3654	-307.541973	-320.303330
3390	-309.736085	-315.576087
133	-271.642927	-302.183211
3647	-325.794522	-331.391498
422	-288.692943	-311.519170
3924	-270.393737	-278.414885
3971	-360.530885	-142.564786
2968	-310.909942	-103.933282
2411	-193.075202	-197.962719
