no_training:25	no_test:3968file identifier	 training data
1101	-307.244627
1257	-346.855622
1713	-323.381747
3681	-310.914919
3104	-310.941183
970	-310.911364
1776	-325.785476
1659	-487.002792
2689	-309.673807
276	-380.379743
493	-336.819674
3319	-376.604793
584	-309.681686
2332	-342.335241
3630	-287.660591
1531	-345.640098
3317	-269.177232
705	-362.953848
900	-288.561991
3303	-272.589883
3942	-287.507193
2615	-360.501085
129	-308.512092
860	-397.697425
2647	-262.017735

file identifier 	 test data 	 predicted
849	-360.532987	-360.845930
692	-362.917261	-366.189008
478	-119.052475	-240.830439
3822	-309.665941	-308.996185
2789	-340.629283	-308.447986
1008	-248.448467	-288.414007
2751	-273.787799	-271.966880
3733	-309.678068	-309.529158
3035	-344.404557	-343.480420
3127	-327.010419	-324.721914
1090	-272.500426	-271.724716
3958	-291.015785	-292.879612
1349	-286.542391	-288.257430
2161	-361.735863	-365.532382
3373	-271.613890	-271.678964
1608	-361.758032	-359.694058
3552	-325.793166	-321.904089
2700	-304.687547	-306.435197
2401	-263.280728	-279.576866
2250	-339.462492	-312.227364
1855	-360.497728	-359.486482
2676	-325.784384	-325.070760
3766	-344.436564	-344.373597
3429	-274.987297	-274.450376
2053	-320.769272	-309.837012
3709	-340.613243	-310.646403
148	-345.629933	-344.788706
2502	-309.685960	-310.397750
3678	-285.255880	-291.034687
1786	-325.785038	-326.119959
3237	-303.553222	-303.429760
2658	-308.461040	-308.266285
974	-303.468081	-305.612334
3889	-360.533387	-362.695713
3282	-362.972786	-363.206213
1417	-381.586740	-378.757238
1899	-308.478846	-308.146087
210	-362.938898	-356.797623
490	-231.142581	-252.617181
1561	-325.749687	-321.251552
136	-343.240623	-345.220895
1757	-285.313612	-293.829916
748	-324.572987	-323.939892
1642	-344.345376	-341.140213
2616	-272.542567	-270.931372
3991	-372.765028	-294.874889
2476	-346.865438	-345.862154
2910	-307.536915	-323.478208
2124	-345.600825	-344.044472
870	-345.646965	-344.964150
14	-302.238859	-306.478908
1976	-346.831692	-345.815021
1085	-231.092208	-251.879106
426	-362.933001	-363.435545
2559	-319.571638	-310.396761
311	-287.724713	-288.057171
1719	-232.050342	-273.408232
596	-325.754527	-326.471107
2486	-307.239887	-307.247397
3348	-304.715963	-306.092690
2723	-324.554067	-323.292820
3230	-344.454591	-343.820065
881	-234.470813	-274.236948
898	-305.906901	-309.832317
1430	-361.720960	-363.352913
3761	-352.866322	-279.665170
3800	-346.862839	-346.628097
1987	-325.775071	-325.163717
1873	-346.842529	-345.477388
903	-309.685872	-308.981753
