no_training:25	no_test:3968file identifier	 training data
1439	-340.590431
1456	-308.496384
2378	-339.490841
5	-351.628383
797	-278.075775
3592	-323.367866
1539	-382.755486
910	-270.384937
3033	-325.785262
3741	-169.860788
3718	-195.186772
2668	-310.906004
2345	-342.329232
309	-309.718312
2423	-338.238743
3355	-345.648365
2014	-371.537915
3676	-346.840522
1396	-346.886411
1403	-308.462299
3190	-232.325947
885	-324.623780
746	-273.802095
3483	-308.500974
3769	-304.586424

file identifier 	 test data 	 predicted
3948	-340.614465	-318.084920
1224	-308.420805	-305.592998
1569	-234.503085	-239.860299
42	-376.564691	-407.876110
2447	-323.330261	-308.251460
2351	-304.614169	-328.705827
1217	-325.773675	-316.933721
404	-324.595399	-308.322150
3918	-289.794194	-326.254557
660	-271.630416	-272.205276
2759	-393.905418	-419.316310
1193	-324.550139	-326.275779
3783	-310.912792	-297.954570
333	-308.507517	-279.453109
622	-341.886905	-326.090889
1327	-320.768458	-341.288946
3362	-345.632413	-343.393155
689	-341.818686	-350.278972
512	-346.861026	-367.247108
2507	-291.014750	-302.220161
3614	-288.627505	-305.871891
2496	-326.954795	-385.546073
1774	-324.585556	-293.569079
2897	-346.825923	-366.412091
1014	-301.385442	-301.348917
71	-346.864282	-324.352160
984	-248.443503	-279.960140
355	-273.761263	-331.273036
3804	-324.573632	-318.989463
246	-313.537245	-301.079660
3885	-304.728655	-307.440896
78	-270.472470	-235.407479
1091	-309.678344	-339.082633
567	-339.489014	-339.555903
2799	-340.702898	-322.619344
1649	-346.868661	-346.234416
2266	-289.766576	-306.955702
3009	-307.265383	-289.137001
1274	-309.686648	-323.026910
939	-344.481802	-359.803353
3895	-325.808333	-304.156172
474	-281.476832	-235.831443
3495	-288.563768	-306.303403
1435	-193.963318	-202.810905
2852	-274.986857	-300.559999
2386	-352.829520	-377.811039
2900	-272.554670	-257.709339
1261	-268.282665	-229.948318
11	-356.688211	-374.636425
3716	-361.720799	-343.559766
2229	-319.560814	-290.965005
3196	-297.530335	-281.330203
771	-346.903261	-366.094496
3881	-357.951284	-363.537667
1211	-286.498633	-272.259753
318	-310.954514	-336.647792
1591	-249.397368	-247.767302
1837	-381.574917	-383.101125
369	-361.733362	-360.335523
2146	-310.932540	-330.979122
3923	-309.737951	-289.594707
2042	-232.364952	-223.439090
1858	-343.238086	-345.698961
1848	-273.769835	-334.209137
440	-307.226474	-287.218093
2419	-287.353473	-287.488346
1750	-287.645651	-262.128846
953	-392.650949	-387.162632
1162	-309.684472	-337.651336
3142	-376.617653	-344.105715
234	-308.467880	-330.013641
2689	-309.673807	-274.973992
588	-309.684571	-298.145342
2912	-346.883119	-346.557975
3158	-269.271320	-262.705805
608	-309.688960	-321.331679
540	-346.830523	-398.625293
521	-262.065493	-240.367699
1742	-288.583008	-291.597822
1032	-346.816694	-339.458701
1085	-231.092208	-204.721239
1171	-325.721867	-337.786555
1531	-345.640098	-337.421944
1617	-355.508183	-371.315525
367	-360.491873	-346.027396
2837	-325.730097	-333.242736
3041	-345.692143	-323.502464
1981	-306.313924	-282.175642
2296	-309.691365	-304.968583
2497	-325.763216	-313.217297
482	-272.599303	-292.773108
164	-340.675814	-329.091725
1947	-303.533559	-322.801026
1272	-308.486687	-303.723466
3052	-291.017787	-281.426282
3970	-305.897998	-329.409877
3857	-340.686134	-333.632950
3327	-348.059242	-341.014018
2340	-310.899612	-321.027942
3987	-324.506120	-342.454906
366	-324.576206	-323.885539
2782	-340.664407	-357.196502
1878	-346.819711	-353.900698
3764	-308.483519	-293.932661
3409	-356.696744	-373.383387
2589	-361.718361	-358.949146
3464	-234.470922	-257.612045
1982	-345.609374	-302.411205
3050	-303.940271	-365.884981
3771	-309.655144	-327.633972
2665	-348.031230	-327.605074
3744	-339.414779	-358.553429
2216	-308.505718	-314.455998
3682	-291.017820	-336.435783
3128	-341.867138	-329.222753
2826	-308.764658	-283.559322
2745	-322.118085	-344.180097
1903	-309.678054	-292.537572
2366	-286.466852	-282.765894
856	-324.568212	-315.742773
1207	-324.584396	-301.591442
2530	-345.673444	-351.521716
2066	-432.401755	-419.874952
2379	-361.769162	-351.264732
1998	-324.536830	-359.983348
3139	-344.437158	-297.907468
1473	-340.678945	-343.279105
866	-340.620625	-333.158660
2740	-360.536920	-398.501144
3518	-340.655390	-343.586261
1833	-302.579718	-301.097646
2023	-317.402836	-290.943493
2560	-339.452794	-319.245643
3106	-273.735646	-311.738515
6	-345.687671	-333.244298
1289	-344.439723	-356.889578
1285	-346.860450	-353.101165
3780	-323.320574	-342.823612
428	-324.570042	-322.709798
766	-312.133805	-356.719405
3199	-273.811544	-283.787614
2672	-355.556836	-340.527179
1979	-308.462923	-271.562252
1588	-323.678800	-309.951655
2513	-345.631685	-335.655468
1823	-340.656176	-349.929365
144	-271.323089	-244.101140
3094	-324.601619	-315.932952
751	-361.724921	-345.255065
3711	-303.469034	-282.077697
2583	-346.859078	-337.400492
1570	-325.783642	-287.987168
99	-336.813559	-351.140710
2180	-340.665904	-375.858552
354	-285.174014	-289.322383
3023	-323.343769	-318.678984
2402	-235.696227	-236.489285
1174	-345.614442	-347.013476
1948	-195.158734	-211.931876
2463	-288.576502	-287.879867
2262	-325.780603	-312.179740
2403	-326.955365	-351.551361
3829	-323.654114	-295.163988
1243	-323.582949	-282.731750
642	-234.476516	-233.076219
311	-287.724713	-249.715548
779	-356.732185	-353.322373
3585	-308.497008	-318.091271
1786	-325.785038	-337.470008
855	-271.614051	-270.806538
1780	-345.606551	-332.388490
1769	-324.569009	-286.716112
2207	-301.330754	-273.682746
2874	-309.725707	-318.684837
3937	-361.713179	-349.389044
552	-340.639366	-351.184607
2855	-268.917900	-254.594854
3777	-339.431092	-355.736382
1608	-361.758032	-361.754682
1876	-251.732828	-258.578981
860	-397.697425	-427.693417
3527	-309.716030	-297.644587
3671	-326.941692	-318.555855
1795	-356.736238	-331.155916
2720	-231.102112	-174.933312
2930	-310.906738	-341.743589
1934	-341.769746	-368.718643
3324	-345.641848	-314.941765
2793	-306.384286	-287.096266
1752	-296.265627	-289.788012
235	-270.375081	-238.838699
466	-382.782183	-372.335325
1784	-324.497693	-347.382330
2776	-313.573888	-310.374400
3476	-304.737418	-322.633107
270	-372.752005	-367.937715
3093	-334.424572	-337.675314
3385	-324.583090	-331.969934
414	-192.762455	-223.732046
2621	-305.145002	-284.826502
1603	-232.363630	-213.171223
1089	-344.451793	-343.526694
2540	-211.295796	-209.731299
2866	-344.431605	-345.741378
809	-361.738091	-335.819797
1550	-301.345683	-310.452721
2043	-344.484341	-347.164829
2254	-359.388326	-345.078866
1446	-319.575102	-322.258634
2414	-382.803358	-352.450067
3488	-340.672417	-336.833029
2559	-319.571638	-331.617859
1674	-360.499243	-383.659070
1147	-304.755780	-326.682664
3713	-325.748400	-319.018933
2510	-325.797299	-338.991453
3600	-325.781571	-335.789414
2073	-345.600119	-309.573684
2882	-322.444150	-288.219750
3595	-345.600227	-374.178246
2958	-324.580268	-360.035004
3344	-325.748658	-315.044543
2833	-248.375248	-279.191656
1515	-360.502298	-375.583792
533	-287.720383	-278.496848
1951	-317.408548	-298.574242
2957	-323.644468	-305.631937
3925	-325.718488	-331.349812
3068	-306.015194	-325.512130
978	-324.545574	-322.013062
3546	-233.219124	-254.858427
1940	-334.429558	-345.383919
3709	-340.613243	-360.957786
1643	-310.910140	-333.064540
1107	-267.060326	-260.328867
205	-269.465281	-263.433366
254	-285.284456	-278.966577
685	-320.029854	-329.400312
423	-304.694187	-293.082775
3897	-324.519277	-331.031636
3496	-302.303890	-303.146763
1546	-318.321510	-339.627921
3489	-308.508824	-339.310246
2798	-307.259167	-266.501454
1610	-196.406419	-216.289713
1311	-288.545722	-268.004314
3616	-225.221461	-204.837080
2683	-309.686061	-312.820560
3021	-360.495540	-343.790576
1845	-302.309526	-317.137368
2821	-308.511516	-329.613271
965	-323.329385	-282.794191
2991	-272.841336	-260.629755
1208	-345.608535	-359.006428
558	-344.464151	-328.026951
1330	-324.575010	-330.352772
3308	-381.582831	-316.751266
82	-309.701458	-308.582949
1794	-325.712420	-307.844483
2884	-324.471313	-306.132925
3563	-227.798785	-229.739244
3446	-306.044918	-336.222648
