no_training:25	no_test:3968file identifier	 training data
624	-312.119017
2382	-380.343633
3682	-291.017820
868	-312.124574
3905	-395.515911
3409	-356.696744
2214	-245.994065
976	-382.776658
785	-273.796695
2756	-153.742562
980	-356.743821
1150	-308.551121
3659	-340.683837
2840	-284.048718
2094	-325.812885
1242	-308.508254
3839	-231.155780
194	-308.496245
1571	-470.915515
2216	-308.505718
3915	-309.687698
1982	-345.609374
232	-490.793044
763	-308.429953
3194	-301.367422

file identifier 	 test data 	 predicted
1325	-356.758284	-357.645730
355	-273.761263	-270.499077
460	-360.488733	-354.765063
847	-324.608363	-95.721673
1168	-308.454820	-304.252844
3072	-340.671263	-342.411927
3656	-310.918831	-252.205795
2788	-345.596027	-347.552876
1617	-355.508183	-360.735124
2323	-310.954565	-256.834836
3959	-305.831035	-316.685153
1404	-346.883049	-287.434230
3715	-381.567301	-322.937375
920	-281.489179	-287.563815
1692	-362.862736	-309.781263
2007	-308.499105	-310.335378
43	-319.572842	-365.068895
2940	-339.418028	-342.480710
832	-308.470270	-308.539134
1723	-307.290176	-348.032789
2767	-340.635968	-335.491314
3137	-272.533448	-309.101499
1138	-308.444609	-306.424863
3375	-324.594534	-92.181978
849	-360.532987	-353.118422
3334	-325.800680	-328.521318
247	-304.688358	-302.563244
1003	-308.516378	-309.570979
2360	-340.636727	-332.145650
404	-324.595399	-103.736653
3968	-287.425634	-122.595881
2353	-281.504579	-287.237466
1618	-345.629039	-344.936978
3984	-344.418857	-339.827372
3766	-344.436564	-323.831419
2293	-269.216495	-350.787616
21	-278.059333	-47.308092
2272	-324.528642	-88.458993
710	-340.625597	-337.812123
1626	-345.619567	-346.030057
1416	-308.514570	-310.785854
90	-327.017113	-107.815399
51	-283.168740	-301.319482
3862	-271.646263	-331.732199
2055	-304.724717	-305.367131
1172	-357.927353	-87.458298
867	-283.179781	-302.541216
1478	-309.691634	-304.869798
3478	-343.296547	-339.419671
2635	-323.324700	-362.024571
1413	-247.214861	-244.781840
1375	-345.645053	-347.974763
3198	-288.680991	-334.337603
3475	-321.247305	-265.994766
338	-272.544500	-323.251905
2726	-324.475651	-95.184254
3502	-376.564063	-389.509261
2952	-308.511290	-308.541590
3462	-272.538255	-307.309699
2895	-273.764673	-273.256635
1652	-301.316399	-301.925098
2591	-325.773278	-324.559563
3864	-288.639421	-322.567851
3671	-326.941692	-114.899733
1943	-325.729335	-321.109339
2366	-286.466852	-350.474331
1289	-344.439723	-344.007091
843	-308.437835	-302.317939
2496	-326.954795	-115.389771
1188	-306.054267	-277.614167
3527	-309.716030	-295.636450
524	-308.507004	-303.492333
753	-361.710299	-89.969246
2159	-324.581067	-93.127522
1775	-306.353871	-360.180209
58	-304.683044	-304.244583
2014	-371.537915	-229.638770
2741	-297.520999	-299.586941
2049	-344.463291	-339.305693
2649	-381.581036	-329.705697
1257	-346.855622	-292.611169
3093	-334.424572	-253.604736
414	-192.762455	-287.665402
2286	-309.728265	-292.360701
121	-361.711483	-107.841054
601	-324.603558	-122.086646
2685	-344.426408	-338.552614
3845	-344.454717	-332.169802
3346	-318.327053	-318.421210
3085	-322.130736	-303.355027
1462	-312.136049	-308.146838
528	-288.538806	-329.771654
3698	-360.508088	-353.072081
1175	-361.742598	-85.391838
2203	-310.911529	-251.489613
3858	-308.459001	-308.425682
2262	-325.780603	-326.621940
432	-344.390227	-340.598252
953	-392.650949	-403.136505
2138	-340.684371	-337.802993
908	-310.911406	-253.594749
3122	-232.329070	-334.063405
1630	-323.431776	-360.232719
2191	-359.317050	-364.381534
1179	-343.195060	-333.568307
736	-325.799293	-317.565819
2778	-325.711441	-320.703992
3331	-233.545899	-244.562648
3799	-291.018995	-289.553912
1622	-346.869712	-291.003815
2667	-308.455402	-304.122151
3022	-234.455424	-339.425435
618	-308.467888	-304.882651
1713	-323.381747	-362.463254
364	-117.824798	-274.811542
2829	-340.622886	-345.870680
170	-340.667287	-333.140425
