no_training:5	no_test:145file identifier	 training data
53	-285.330157
93	-340.615011
136	-343.240623
8	-272.545439
105	-309.727110

file identifier 	 test data 	 predicted
54	-195.186228	-308.795069
28	-324.630221	-306.781614
122	-339.419649	-315.632504
17	-345.612580	-305.161589
65	-312.125621	-282.649204
6	-345.687671	-301.792026
134	-308.516376	-296.240247
131	-345.603479	-307.512496
96	-375.359188	-308.220083
32	-287.509315	-303.888024
129	-308.512092	-301.980091
107	-307.580090	-310.702515
40	-344.338878	-310.156725
130	-274.988525	-283.997399
44	-309.735489	-294.518559
46	-372.766726	-312.588644
142	-307.594137	-307.937968
137	-287.440932	-315.178421
58	-304.683044	-303.870853
143	-302.355005	-309.844839
42	-376.564691	-310.740554
100	-361.702143	-309.670665
126	-274.991042	-278.119587
85	-272.550580	-290.665602
30	-325.717105	-300.394304
31	-359.310420	-311.820983
2	-324.551643	-307.332271
24	-345.608180	-305.702498
12	-377.816587	-313.046958
0	-351.615495	-310.582965
101	-324.507184	-308.611255
89	-249.259410	-310.973894
25	-309.712046	-292.393570
52	-345.627428	-301.139323
37	-381.587333	-314.202189
123	-269.263476	-309.467796
64	-362.945802	-302.559436
61	-308.462933	-305.425738
19	-309.720734	-296.668877
35	-343.197784	-311.014468
147	-345.615452	-306.188641
75	-381.566310	-311.936564
111	-344.470970	-306.439916
15	-288.542593	-289.579563
108	-345.614707	-300.458870
47	-247.225618	-306.795258
110	-346.869123	-294.914325
70	-346.874234	-299.267461
80	-392.672883	-306.394356
9	-344.468531	-306.195080
144	-271.323089	-302.900344
23	-304.679494	-299.700833
71	-346.864282	-291.790308
69	-265.441614	-304.988012
73	-233.293627	-306.480497
39	-340.687222	-307.048887
88	-345.655534	-304.440788
141	-287.734664	-308.171081
26	-301.359287	-309.728467
119	-327.012568	-294.457279
1	-360.499843	-315.648956
5	-351.628383	-311.680394
135	-301.341304	-306.846471
124	-271.621961	-306.532090
104	-360.574432	-303.163201
22	-324.575190	-310.713594
48	-304.689512	-304.803823
127	-322.216227	-308.656256
72	-325.720699	-299.135766
16	-273.806874	-286.197394
83	-344.434906	-313.029905
14	-302.238859	-315.504705
18	-309.719641	-290.628724
62	-309.677968	-301.615656
116	-346.831175	-294.051139
38	-309.736982	-299.579570
92	-301.343578	-306.583843
13	-360.526646	-315.681817
50	-357.934562	-310.568219
98	-303.553222	-312.769299
121	-361.711483	-308.647464
133	-271.642927	-301.388702
56	-345.599154	-301.285519
74	-310.918822	-287.961606
117	-211.295163	-311.645019
145	-310.929561	-287.883965
10	-344.512001	-306.194863
149	-380.415966	-314.762665
125	-228.992613	-312.562423
66	-337.302324	-313.989614
87	-490.834069	-314.504367
81	-318.390876	-312.546503
86	-190.624631	-312.931969
140	-309.676929	-299.590469
113	-360.478880	-311.385257
34	-306.355655	-307.704292
115	-356.682218	-313.668832
106	-362.952198	-302.705279
128	-303.785832	-307.531088
148	-345.629933	-303.455031
103	-291.024232	-283.196424
112	-340.648166	-311.661417
21	-278.059333	-309.494157
51	-283.168740	-315.496358
49	-396.507540	-313.447903
118	-352.905052	-311.505812
99	-336.813559	-309.400802
36	-344.382282	-309.194223
63	-287.377993	-300.318031
139	-338.257996	-313.500805
78	-270.472470	-303.743188
55	-335.683118	-305.731780
27	-324.573866	-305.994810
94	-362.955075	-304.139469
60	-382.768883	-301.139089
82	-309.701458	-289.741443
132	-308.469258	-301.581058
120	-323.345161	-310.775836
146	-377.813815	-314.397451
77	-348.062001	-293.061596
68	-286.519735	-312.492282
102	-307.230370	-309.886989
97	-286.495035	-306.148215
33	-264.504487	-313.584262
84	-345.610574	-308.465504
114	-361.772743	-310.333395
109	-158.340943	-302.944554
43	-319.572842	-309.821667
7	-309.722879	-298.871488
95	-351.666551	-311.489081
67	-172.006141	-315.601029
57	-345.635513	-301.945596
45	-266.615452	-308.525409
20	-270.370102	-312.356582
41	-345.649146	-305.394644
90	-327.017113	-291.571891
4	-270.439280	-307.156305
3	-346.838279	-294.389126
138	-362.875317	-300.674730
91	-275.011437	-280.906219
11	-356.688211	-308.065185
76	-325.685245	-299.056178
59	-248.430371	-314.369916
79	-324.605178	-306.917011
29	-344.425700	-309.192229
