no_training:25	no_test:3968file identifier	 training data
2296	-309.691365
1404	-346.883049
520	-309.720011
3142	-376.617653
3489	-308.508824
808	-320.774349
1931	-310.900102
2308	-324.460752
93	-340.615011
1444	-304.691748
3931	-288.683173
1743	-346.856186
2902	-271.653205
17	-345.612580
2738	-324.555069
3918	-289.794194
1642	-344.345376
2861	-288.654312
3007	-319.573727
1438	-356.728392
2153	-309.673226
429	-288.570364
1812	-307.275809
1794	-325.712420
3139	-344.437158

file identifier 	 test data 	 predicted
3716	-361.720799	-311.020904
2573	-307.303421	-313.527592
508	-325.801512	-325.820806
3975	-309.693760	-289.128561
2772	-343.232602	-356.104053
2056	-325.729141	-328.000288
3513	-340.637067	-320.170022
2961	-348.061993	-290.932553
610	-324.629068	-315.556088
113	-360.478880	-350.841479
1215	-335.566430	-364.229514
1185	-324.558175	-324.177517
1222	-325.805865	-324.597955
3580	-345.661657	-337.685998
2552	-340.624424	-319.817558
3161	-309.678595	-309.811525
2688	-284.964138	-23.987808
1811	-346.855968	-341.067702
3676	-346.840522	-347.223734
1136	-271.296056	-259.854715
2524	-392.642251	-6.444726
1777	-265.408147	-291.602540
176	-308.554162	-314.464916
1989	-287.426977	-305.364441
2876	-360.574465	-357.406306
3621	-346.815715	-338.961679
1272	-308.486687	-307.207233
509	-307.238995	-290.160111
2423	-338.238743	-7.821050
2406	-306.386594	-331.466699
1731	-381.565314	-339.659246
1293	-271.369084	-250.259199
806	-308.768073	-318.591780
208	-270.399081	-312.869255
715	-285.275928	-326.066001
2822	-310.902197	-316.080234
3741	-169.860788	-18.851222
1799	-346.861635	-342.491155
3313	-360.526364	-342.628122
2997	-380.371074	-364.282383
1477	-303.462312	-301.738227
990	-309.684377	-307.260214
1762	-361.755551	-311.654498
643	-345.663386	-340.557879
15	-288.542593	-275.006900
1646	-340.684749	-321.187990
3199	-273.811544	-300.258466
2853	-325.794835	-327.362934
2591	-325.773278	-327.923829
1900	-309.689410	-306.068749
63	-287.377993	-317.775567
3510	-340.674744	-339.620272
1181	-323.657279	-309.009565
2055	-304.724717	-298.051477
1857	-307.540766	-321.570762
2529	-229.969129	-18.813495
1141	-115.679136	-31.655044
3643	-309.660190	-305.781431
1473	-340.678945	-336.395262
3667	-249.293044	-247.704820
2820	-308.557865	-313.148189
3609	-269.176442	-298.904558
3982	-324.592116	-318.679536
3102	-310.903589	-314.087593
3879	-339.483894	-358.374104
3192	-313.554802	-8.256435
763	-308.429953	-310.751774
675	-346.827397	-344.758101
1613	-346.890723	-346.844951
3624	-324.614194	-323.415611
274	-272.539126	-248.677061
1611	-348.044714	-293.469287
1842	-362.894239	-353.642161
3058	-247.214450	-27.435708
2904	-302.545112	-318.027412
3140	-284.987905	-25.647083
367	-360.491873	-354.787884
1890	-371.608385	-6.845826
2341	-377.784360	-335.007009
3439	-301.389192	-14.928797
2259	-361.734611	-311.577463
1169	-346.819305	-341.530429
295	-320.770299	-320.635569
649	-340.685408	-336.937200
3584	-281.484877	-319.174550
3712	-300.148891	-8.765456
1361	-346.840635	-347.302782
3438	-312.132858	-17.752528
3771	-309.655144	-305.418419
2971	-312.131841	-16.364610
1079	-287.347000	-316.754002
518	-289.791234	-289.041803
2574	-273.812881	-299.304652
3436	-361.762744	-308.186652
317	-325.797397	-325.701140
847	-324.608363	-319.597882
3128	-341.867138	-342.321017
743	-309.719124	-298.709905
1450	-273.757658	-300.610003
2635	-323.324700	-335.013365
2682	-324.528297	-321.596485
2099	-288.573876	-276.780719
1578	-233.217482	-293.668094
3916	-273.810780	-298.912594
4	-270.439280	-318.492285
2010	-323.385837	-322.968670
1203	-261.802956	-10.489661
817	-345.619715	-337.833877
2948	-382.790431	-361.959001
1660	-274.985107	-23.691369
2294	-341.831947	-332.220795
2667	-308.455402	-297.046460
1778	-305.036659	-12.908852
2357	-325.754267	-325.804941
1190	-377.830859	-321.940050
3618	-309.731536	-311.481330
2102	-361.723581	-311.486521
3880	-357.942023	-313.506046
2618	-361.768020	-311.254062
3757	-281.482952	-331.360494
1360	-362.941781	-343.629046
2447	-323.330261	-338.911466
3520	-325.752207	-329.609428
3600	-325.781571	-328.046336
2993	-346.825502	-347.274194
3488	-340.672417	-339.289736
2100	-343.199390	-361.134480
2168	-310.899911	-297.314478
1013	-271.300649	-258.143596
1581	-345.660520	-343.045496
620	-346.820834	-339.207357
2004	-346.839235	-345.168632
2370	-360.496984	-346.771159
3390	-309.736085	-306.829753
1648	-345.660642	-349.876696
480	-325.760797	-323.258970
548	-233.555951	-232.294661
2632	-306.344083	-336.192736
2363	-324.610150	-316.497667
1479	-309.677142	-305.104799
1100	-380.373569	-375.078608
703	-340.656580	-330.675785
1092	-360.552974	-351.702319
1219	-306.334850	-338.563064
2434	-377.845502	-342.119805
690	-375.420808	-4.378038
3045	-310.906568	-309.917194
736	-325.799293	-323.228778
11	-356.688211	-349.282620
584	-309.681686	-295.544254
1115	-325.773014	-326.748412
472	-273.761356	-297.121865
796	-344.453746	-341.458413
2285	-340.578657	-335.018229
1826	-285.242094	-324.395167
1174	-345.614442	-345.452887
790	-341.836780	-339.606172
2633	-324.627681	-317.777000
464	-324.485629	-325.490086
3506	-320.804155	-316.761705
3642	-324.565306	-325.448440
2859	-362.909074	-352.845190
153	-347.466594	-368.590649
932	-361.764881	-304.290538
1605	-345.703157	-341.975185
1006	-336.843788	-336.321014
3437	-288.585212	-288.316021
1234	-325.796704	-328.667656
85	-272.550580	-249.929098
2662	-345.635068	-341.646634
3893	-341.097446	-4.813455
623	-265.457424	-303.378299
347	-309.687405	-308.373437
1005	-273.786179	-289.532580
1333	-270.359564	-317.754109
3190	-232.325947	-241.493966
2858	-346.862070	-328.475080
287	-307.560718	-324.756060
667	-360.533083	-353.337965
1370	-242.180146	-11.744717
588	-309.684571	-306.967141
1988	-312.124451	-19.054857
2417	-336.838171	-339.283503
619	-325.787161	-324.754915
2149	-341.878745	-339.963132
749	-249.280474	-257.991534
112	-340.648166	-322.843846
879	-303.556846	-302.466920
911	-356.711832	-354.318559
120	-323.345161	-326.323520
776	-325.781815	-323.832846
22	-324.575190	-320.544586
193	-307.285557	-298.312553
2257	-307.238509	-272.177644
40	-344.338878	-350.836036
2639	-302.580808	-330.240093
1816	-344.357220	-349.660660
1558	-270.389386	-313.059182
592	-307.614861	-322.078700
2519	-323.585680	-320.105796
1844	-325.808754	-327.203920
1752	-296.265627	-6.848155
3905	-395.515911	-2.002895
3091	-341.869641	-339.807411
2097	-345.639692	-339.040558
410	-325.835955	-328.217028
1134	-343.068226	-341.018920
1086	-272.587059	-258.792925
3620	-359.351415	-9.354439
1252	-301.395982	-15.487023
187	-341.842120	-343.920680
88	-345.655534	-347.556260
3631	-303.560350	-306.544072
7	-309.722879	-298.953962
1760	-326.940002	-277.949986
2647	-262.017735	-6.885169
36	-344.382282	-348.891848
701	-265.396194	-282.901509
1619	-340.600021	-338.332496
1599	-304.689816	-311.394095
3343	-320.735225	-322.187278
3012	-276.205920	-18.167055
554	-340.688787	-337.068359
2802	-325.804486	-320.089597
1351	-309.733696	-309.613091
64	-362.945802	-344.785027
3711	-303.469034	-303.386401
2290	-343.224836	-350.577215
1986	-344.459234	-328.450182
2784	-273.803873	-293.817494
1735	-320.791360	-323.416608
3500	-323.345473	-307.464239
3094	-324.601619	-322.596089
3787	-381.580675	-339.034731
14	-302.238859	-329.877041
1846	-344.370966	-346.036299
3772	-356.752251	-353.305628
3061	-392.552088	-5.727535
731	-355.501990	-10.330668
1577	-355.468067	-9.848790
1540	-285.217962	-325.009936
3314	-305.846541	-303.036223
867	-283.179781	-8.183026
3384	-357.949026	-313.857228
3718	-195.186772	-182.306982
3152	-335.591582	-365.362359
792	-310.898648	-304.412768
20	-270.370102	-312.200032
301	-324.570823	-315.896633
863	-285.288405	-335.445527
3494	-324.573795	-317.458053
3852	-361.710525	-309.528810
3486	-437.484875	-0.296248
412	-372.768039	-373.882208
3823	-303.527274	-288.055080
91	-275.011437	-24.740653
1446	-319.575102	-335.698747
