no_training:5	no_test:3988file identifier	 training data
872	-309.711438
3408	-287.661454
2668	-310.906004
2572	-360.495461
2340	-310.899612

file identifier 	 test data 	 predicted
3520	-325.752207	-292.319853
55	-335.683118	-112.215350
2003	-324.579943	-282.714709
1097	-325.784473	-290.822267
966	-339.467091	-242.153023
3938	-345.645388	-328.965838
1572	-322.170570	-289.299104
334	-245.983375	-263.049335
2856	-376.586976	-275.620193
2701	-326.942959	-294.018436
440	-307.226474	-302.804038
2343	-325.781464	-286.633545
941	-340.652570	-232.524427
3041	-345.692143	-328.456444
894	-338.247875	-252.834997
1490	-309.691591	-310.391848
3195	-274.982322	-213.454263
3923	-309.737951	-309.312543
1839	-355.496901	-181.769579
2105	-335.635972	-113.632192
544	-340.643340	-254.864002
597	-309.683901	-309.583712
2192	-307.232824	-305.211507
1895	-324.551432	-290.359947
2739	-362.946034	-350.063956
1915	-361.705669	-357.461448
1842	-362.894239	-345.736306
1030	-309.683546	-310.631225
521	-262.065493	-203.938954
1252	-301.395982	-221.158438
415	-309.692626	-309.807882
2206	-312.126404	-308.025226
502	-306.349558	-335.454366
3166	-326.949535	-278.758657
2149	-341.878745	-239.387190
3761	-352.866322	-86.644902
1124	-271.651913	-301.422511
2466	-325.785959	-284.673835
3857	-340.686134	-235.767206
3801	-310.937414	-309.438414
2247	-348.046805	-333.596873
3914	-325.805781	-293.271937
3070	-281.491976	-139.585634
2160	-345.674929	-332.963018
526	-344.430692	-326.674864
1215	-335.566430	-112.802029
992	-377.811306	-278.779985
1536	-324.492974	-286.514227
3447	-270.389803	-302.820235
561	-264.226909	-176.869817
1604	-347.456674	-135.855549
3108	-361.653332	-345.748934
2874	-309.725707	-308.813427
3932	-360.472117	-349.775850
2265	-360.469291	-353.518031
1196	-346.840727	-327.742633
726	-346.870614	-332.716729
3	-346.838279	-325.356187
329	-380.402442	-257.213117
1308	-341.814212	-247.899856
1223	-324.586663	-282.632710
3803	-287.351460	-210.238506
1300	-324.595031	-291.569501
3246	-340.652252	-255.977995
1836	-268.273739	-301.214584
1397	-271.624640	-301.671795
1103	-273.764642	-209.619253
982	-307.235414	-309.666069
2596	-339.467484	-229.863704
873	-273.763068	-215.208256
3383	-360.602876	-356.589983
789	-324.581906	-284.320238
3035	-344.404557	-332.402087
1553	-323.448965	-286.743402
3225	-362.875945	-356.571580
2373	-302.564379	-224.167904
2511	-250.500016	-211.825932
2879	-265.401151	-183.011349
3503	-266.630629	-184.591307
3303	-272.589883	-209.445396
1279	-377.837977	-272.476837
3474	-309.730988	-309.698146
2366	-286.466852	-288.521830
2384	-281.469893	-132.616933
409	-306.383308	-338.758323
2846	-273.780933	-207.675147
1243	-323.582949	-326.409289
3396	-273.815873	-210.951417
2864	-340.658990	-245.874171
3334	-325.800680	-292.878934
2000	-309.736479	-309.432789
2370	-360.496984	-347.896174
590	-346.857871	-323.165897
2293	-269.216495	-300.139593
417	-344.440065	-330.926042
601	-324.603558	-293.725741
2185	-344.343476	-323.583797
1616	-272.539058	-213.999214
1651	-273.809498	-212.251731
3672	-309.689612	-310.483013
1261	-268.282665	-310.314375
672	-345.661057	-326.421854
3369	-158.342346	-218.204284
3205	-341.842686	-235.490135
1768	-289.789940	-213.767511
1433	-325.729800	-288.066860
2995	-381.584942	-263.844394
1944	-325.796840	-293.460782
1691	-272.595294	-206.270211
1336	-334.362330	-112.688771
3945	-304.737186	-180.887999
263	-341.853650	-241.908430
236	-325.758113	-286.386974
2188	-288.690060	-213.491074
750	-344.384630	-328.468097
1478	-309.691634	-307.428805
890	-344.458979	-326.009072
132	-308.469258	-310.088670
2377	-236.916033	-228.276472
900	-288.561991	-210.695245
3965	-273.764529	-210.077699
3458	-345.693035	-326.617465
648	-287.422111	-217.708015
404	-324.595399	-291.242166
3017	-271.339346	-216.880666
2708	-308.512758	-309.599763
2652	-317.377404	-168.699184
1979	-308.462923	-310.962797
617	-376.521083	-265.228811
3758	-272.557350	-208.182551
1358	-340.682075	-244.995438
3880	-357.942023	-188.599552
3986	-355.516778	-185.059113
1781	-324.582445	-292.404195
3950	-270.439135	-301.434392
3053	-490.831786	-63.431970
1589	-324.608694	-286.240673
1121	-333.449362	-126.255361
2388	-309.695742	-309.446168
154	-324.538764	-288.098906
3125	-308.510840	-306.505626
1820	-324.522751	-287.440652
2486	-307.239887	-309.643276
1289	-344.439723	-329.124866
1703	-286.154755	-218.407573
3706	-345.687338	-333.665061
2316	-306.361448	-334.955285
2362	-305.134491	-334.902051
3570	-272.514475	-207.750929
1206	-342.315546	-242.270686
2245	-308.434866	-303.427593
3461	-320.776316	-154.242806
850	-271.623957	-301.845033
764	-233.560626	-293.383851
913	-352.855499	-87.766231
2937	-324.573883	-292.302805
1491	-344.421383	-331.018267
644	-376.595314	-274.074517
1638	-344.481904	-325.679662
3048	-381.616883	-260.872887
3220	-273.806349	-209.864365
1620	-270.431243	-301.218096
1004	-355.416555	-181.189935
1584	-251.727102	-211.645327
3131	-303.560907	-175.714769
3227	-348.043668	-332.096766
1052	-361.770383	-349.421050
2307	-346.859945	-322.612981
2482	-268.321270	-302.612402
2469	-270.392444	-302.689826
720	-381.594735	-251.801872
3243	-377.816466	-273.662835
2788	-345.596027	-330.377324
3931	-288.683173	-215.047959
938	-331.411639	-145.821419
113	-360.478880	-355.069479
1334	-273.765782	-209.374387
2051	-325.790442	-287.121610
2166	-343.239068	-333.017239
3188	-325.807242	-294.141200
3891	-346.821929	-326.684686
1189	-287.322957	-213.632398
901	-270.446915	-301.563448
2736	-310.922181	-309.120724
1422	-361.728608	-351.530712
2101	-361.717364	-344.769608
2651	-273.744309	-208.649462
3746	-309.736797	-309.438945
2691	-308.505543	-309.968161
3416	-320.770681	-146.407506
1988	-312.124451	-307.904231
2590	-340.650928	-252.124895
79	-324.605178	-292.796603
788	-324.467888	-287.355025
45	-266.615452	-181.740162
2735	-309.690179	-309.920999
3939	-317.386479	-168.895379
2260	-271.351786	-216.943576
1224	-308.420805	-306.371213
1565	-325.735821	-289.542849
1962	-382.756724	-259.606683
2577	-381.600777	-265.786271
1049	-323.336196	-294.993573
2250	-339.462492	-238.301171
2341	-377.784360	-282.992044
3288	-348.045786	-327.868697
320	-232.333410	-293.235440
3552	-325.793166	-293.696815
1429	-288.579114	-210.985861
2187	-310.904927	-309.768276
3726	-382.754967	-257.602262
3506	-320.804155	-143.513995
1471	-346.857623	-327.604317
2882	-322.444150	-316.254335
48	-304.689512	-182.854681
158	-308.540079	-308.587331
3920	-319.574905	-150.770131
3309	-274.989422	-210.112168
693	-234.520624	-228.823365
484	-351.639205	-88.544877
2395	-297.523583	-108.044454
772	-381.599310	-256.994249
2680	-340.664901	-233.291958
1152	-308.448572	-306.845071
92	-301.343578	-224.285027
1738	-273.759338	-211.930539
