no_training:3000	no_test:993file identifier	 training data
2592	-308.486071
3075	-324.616343
831	-346.867207
347	-309.687405
1239	-356.710448
1320	-340.656628
629	-309.712115
1818	-371.535911
3787	-381.580675
3317	-269.177232
752	-324.557693
2058	-356.710498
3939	-317.386479
3081	-302.557878
3732	-320.774305
1559	-380.372123
70	-346.874234
3136	-340.660061
2258	-303.453218
543	-310.937295
1619	-340.600021
1822	-344.395150
3320	-310.952127
3560	-286.463470
1667	-323.323781
3348	-304.715963
2762	-306.370119
3090	-287.362939
1127	-345.659797
1005	-273.786179
3382	-341.145624
2791	-194.254127
760	-324.605411
3819	-397.692021
3982	-324.592116
2601	-333.464063
1557	-322.456250
3248	-322.477268
432	-344.390227
2266	-289.766576
1496	-268.248371
1351	-309.733696
393	-323.334482
688	-324.491475
1279	-377.837977
286	-324.563745
1839	-355.496901
2064	-309.687401
3429	-274.987297
3936	-326.951067
3823	-303.527274
2615	-360.501085
2094	-325.812885
153	-347.466594
2393	-324.608961
3969	-324.609784
1140	-304.683966
2568	-325.718022
3238	-340.667053
686	-391.370332
958	-302.599262
3107	-281.504745
779	-356.732185
1702	-251.727632
1812	-307.275809
2364	-360.507160
3989	-272.542369
3520	-325.752207
2235	-318.409670
1197	-308.462932
3215	-320.793270
2939	-352.864008
3266	-287.736841
2588	-376.538277
1192	-326.947461
2096	-345.661705
3861	-234.486176
3258	-324.473847
1111	-335.656557
3685	-381.602419
2842	-308.450204
3172	-274.982310
1525	-345.608193
2255	-360.513163
2680	-340.664901
446	-305.831164
3613	-308.483617
960	-310.940611
1538	-348.050463
3542	-344.409533
3958	-291.015785
174	-229.928448
1866	-310.940708
3649	-343.292778
1451	-348.052763
3630	-287.660591
3897	-324.519277
1938	-341.826148
542	-382.793238
1888	-276.201993
3956	-345.698757
197	-233.549368
2812	-381.619786
2254	-359.388326
2628	-359.341296
1379	-325.731549
3826	-372.742383
1884	-307.577822
2898	-310.940190
3850	-308.528193
1895	-324.551432
3095	-339.431197
3307	-318.647923
2751	-273.787799
2676	-325.784384
1323	-289.811983
104	-360.574432
1576	-247.184334
3270	-273.788787
920	-281.489179
3662	-360.469577
3572	-322.172641
3942	-287.507193
1726	-381.506605
971	-324.624537
1777	-265.408147
1342	-361.712098
1462	-312.136049
729	-343.084333
1912	-310.915653
3083	-381.591448
1164	-340.611734
3500	-323.345473
1562	-309.676327
974	-303.468081
3232	-345.686487
808	-320.774349
2197	-309.684327
2053	-320.769272
1075	-325.751822
1444	-304.691748
3135	-272.569212
487	-307.223588
3808	-345.614760
3948	-340.614465
2854	-325.810616
2137	-324.588239
312	-234.485640
3437	-288.585212
2335	-346.825562
1697	-345.613396
1454	-288.652757
1329	-309.710338
2116	-340.646768
897	-345.659998
175	-361.754326
3290	-341.859618
275	-344.442225
