no_training:25	no_test:3968file identifier	 training data
277	-302.288351
1411	-327.023352
16	-273.806874
3740	-356.684693
2252	-382.779570
3379	-273.761967
1639	-345.640072
2290	-343.224836
2203	-310.911529
2406	-306.386594
3374	-324.551244
1365	-361.755045
751	-361.724921
3023	-323.343769
732	-327.023478
1893	-344.385273
1657	-338.273162
1352	-304.677606
57	-345.635513
2035	-249.294409
1752	-296.265627
2098	-327.020807
3295	-231.069318
1689	-336.823026
2802	-325.804486

file identifier 	 test data 	 predicted
3455	-270.401061	-307.188348
2258	-303.453218	-307.695270
574	-271.665153	-308.705533
479	-77.308427	-50.839842
1823	-340.656176	-329.124030
467	-273.793804	-272.274592
2305	-376.633716	-332.716384
816	-356.748545	-348.044973
2699	-346.864540	-113.127050
1553	-323.448965	-325.099038
3464	-234.470922	-289.301871
3567	-309.693494	-140.476901
1646	-340.684749	-340.456500
391	-345.584667	-348.654775
1286	-310.906869	-302.263861
140	-309.676929	-110.992441
2835	-362.925466	-327.010767
2283	-231.111403	-256.026613
2701	-326.942959	-321.905522
833	-325.761605	-320.457543
3978	-282.861121	-81.594835
1926	-273.773955	-283.780014
3205	-341.842686	-343.206580
650	-193.034094	-157.856858
1852	-309.685790	-118.859502
3675	-360.534222	-348.820984
2087	-286.484121	-286.350817
345	-309.704732	-98.461386
108	-345.614707	-347.430798
706	-303.481839	-298.557593
605	-456.103432	-323.637401
2638	-309.688194	-121.728996
818	-387.475673	-269.569399
1609	-210.001565	-175.904200
3332	-376.610619	-346.827333
3703	-287.697316	-292.204771
1402	-286.203815	-297.285419
1474	-340.654517	-338.747704
3617	-345.608658	-348.384621
2430	-304.688809	-300.542581
3915	-309.687698	-111.631070
2542	-326.951186	-326.937435
2373	-302.564379	-307.110177
2795	-379.572458	-324.316970
1999	-233.547877	-230.474663
1850	-323.407987	-333.290921
3422	-340.663929	-332.734788
1019	-327.016183	-326.278695
3924	-270.393737	-292.449186
2209	-382.781841	-379.970739
3582	-344.436500	-341.633513
3375	-324.594534	-329.576619
3107	-281.504745	-280.189181
2169	-356.733974	-349.852025
3501	-318.409788	-173.696170
2056	-325.729141	-323.124028
2571	-309.686348	-103.058648
3356	-270.447268	-301.526202
2444	-318.641916	-319.793720
1185	-324.558175	-331.848073
2053	-320.769272	-329.696484
1915	-361.705669	-365.943615
3845	-344.454717	-336.923050
3890	-341.849730	-343.082312
1000	-339.452428	-326.500564
377	-360.527122	-345.992735
995	-360.542928	-340.242815
1691	-272.595294	-105.828971
2100	-343.199390	-329.864212
3819	-397.692021	-358.179688
3292	-326.937372	-324.688997
3120	-309.689111	-99.081985
216	-307.283509	-311.125055
967	-372.742461	-330.471606
3423	-308.555641	-308.938277
3257	-308.472221	-308.557098
3268	-324.562156	-337.545616
3876	-304.574737	-306.019999
3712	-300.148891	-295.812196
815	-285.324641	-301.328076
1405	-361.711854	-369.522378
1784	-324.497693	-331.286664
693	-234.520624	-292.250536
1412	-242.195730	-291.658558
1309	-287.723848	-292.441139
1960	-345.602645	-348.945533
3353	-324.514429	-330.933334
2501	-232.377706	-230.066398
3255	-345.578846	-348.467247
2474	-357.944802	-354.090044
3410	-271.316922	-267.027507
244	-346.835129	-107.703321
3450	-382.824468	-381.769402
1489	-266.777425	-289.628310
2094	-325.812885	-320.961234
3982	-324.592116	-322.312766
1627	-301.363590	-163.786954
