no_training:5	no_test:145file identifier	 training data
143	-302.355005
73	-233.293627
114	-361.772743
96	-375.359188
37	-381.587333

file identifier 	 test data 	 predicted
149	-380.415966	-330.697234
43	-319.572842	-320.696455
56	-345.599154	-323.525037
10	-344.512001	-338.843012
17	-345.612580	-328.455150
46	-372.766726	-333.299861
139	-338.257996	-344.040381
93	-340.615011	-337.726973
81	-318.390876	-337.930297
14	-302.238859	-344.693732
128	-303.785832	-322.667838
105	-309.727110	-325.229529
133	-271.642927	-327.356411
127	-322.216227	-335.711520
32	-287.509315	-323.334268
87	-490.834069	-338.439579
148	-345.629933	-328.257789
19	-309.720734	-334.110890
110	-346.869123	-324.118781
53	-285.330157	-331.691639
145	-310.929561	-325.327245
64	-362.945802	-329.493010
75	-381.566310	-344.893517
106	-362.952198	-320.642907
135	-301.341304	-333.564097
52	-345.627428	-322.625074
101	-324.507184	-334.036018
129	-308.512092	-318.333248
25	-309.712046	-323.038239
23	-304.679494	-320.675220
86	-190.624631	-347.404165
21	-278.059333	-346.872854
136	-343.240623	-331.756641
74	-310.918822	-324.849748
7	-309.722879	-325.713973
82	-309.701458	-329.849846
109	-158.340943	-320.485324
59	-248.430371	-332.360844
33	-264.504487	-346.945475
30	-325.717105	-327.546795
132	-308.469258	-324.148987
72	-325.720699	-327.140383
141	-287.734664	-328.487639
122	-339.419649	-345.766627
70	-346.874234	-325.041852
18	-309.719641	-317.411180
126	-274.991042	-331.014077
120	-323.345161	-354.874478
63	-287.377993	-328.367555
85	-272.550580	-338.456551
69	-265.441614	-334.541363
4	-270.439280	-319.629241
90	-327.017113	-316.819601
100	-361.702143	-350.051752
88	-345.655534	-321.191033
8	-272.545439	-324.107736
115	-356.682218	-340.265035
125	-228.992613	-343.877029
9	-344.468531	-341.077556
117	-211.295163	-334.115758
15	-288.542593	-336.166328
130	-274.988525	-321.742880
98	-303.553222	-330.567148
123	-269.263476	-342.696396
39	-340.687222	-343.480938
36	-344.382282	-333.090601
57	-345.635513	-323.742411
131	-345.603479	-341.678922
34	-306.355655	-345.346748
94	-362.955075	-328.796134
118	-352.905052	-334.152589
147	-345.615452	-327.625936
67	-172.006141	-348.487529
68	-286.519735	-329.933378
83	-344.434906	-331.726222
144	-271.323089	-322.928872
95	-351.666551	-340.857166
99	-336.813559	-337.203480
13	-360.526646	-342.798581
1	-360.499843	-340.927035
38	-309.736982	-331.211695
12	-377.816587	-345.999893
66	-337.302324	-353.422367
76	-325.685245	-317.958564
78	-270.472470	-318.542254
3	-346.838279	-325.780484
84	-345.610574	-340.753775
55	-335.683118	-343.138536
26	-301.359287	-347.241671
62	-309.677968	-316.803137
103	-291.024232	-334.735436
112	-340.648166	-336.409077
16	-273.806874	-337.605882
89	-249.259410	-313.713412
71	-346.864282	-328.101680
22	-324.575190	-326.881439
116	-346.831175	-330.833133
2	-324.551643	-339.608598
119	-327.012568	-327.519766
60	-382.768883	-337.249917
48	-304.689512	-313.282997
35	-343.197784	-335.674079
121	-361.711483	-336.758750
50	-357.934562	-339.070610
49	-396.507540	-352.673693
24	-345.608180	-330.536616
44	-309.735489	-322.732932
42	-376.564691	-346.482198
138	-362.875317	-327.468301
20	-270.370102	-306.756424
102	-307.230370	-328.230713
28	-324.630221	-311.218131
51	-283.168740	-353.486033
97	-286.495035	-339.463047
45	-266.615452	-323.240414
111	-344.470970	-335.590161
146	-377.813815	-325.471767
5	-351.628383	-319.592333
108	-345.614707	-329.154112
58	-304.683044	-328.731987
137	-287.440932	-340.683963
11	-356.688211	-338.855386
107	-307.580090	-320.951330
134	-308.516376	-322.855276
27	-324.573866	-341.205950
92	-301.343578	-337.114848
41	-345.649146	-321.961866
31	-359.310420	-337.743667
142	-307.594137	-316.719119
40	-344.338878	-342.559704
65	-312.125621	-316.875413
0	-351.615495	-345.673924
47	-247.225618	-342.102187
124	-271.621961	-327.737285
80	-392.672883	-355.114812
140	-309.676929	-333.215603
77	-348.062001	-327.873961
113	-360.478880	-341.932468
104	-360.574432	-327.561681
61	-308.462933	-333.771818
6	-345.687671	-321.157865
79	-324.605178	-345.462157
54	-195.186228	-334.440309
29	-344.425700	-343.491894
91	-275.011437	-316.938183
